Ensembl Gene ID	UniProt Gene Name
ENSMUSG00000050114	Q8BG37
ENSMUSG00000108140	
ENSMUSG00000094413	
ENSMUSG00000030730	Q8R429
ENSMUSG00000100893	
ENSMUSG00000103691	
ENSMUSG00000031118	Q9D9G4
ENSMUSG00000096009	Q8VG95
ENSMUSG00000076549	
ENSMUSG00000058581	
ENSMUSG00000040118	Q8C6Y3
ENSMUSG00000040118	Q14BH8
ENSMUSG00000040118	O08532
ENSMUSG00000108417	
ENSMUSG00000036144	P32443
ENSMUSG00000014301	Q9CQV1
ENSMUSG00000033423	Q8C460
ENSMUSG00000106082	
ENSMUSG00000081100	
ENSMUSG00000097264	
ENSMUSG00000108279	
ENSMUSG00000108353	
ENSMUSG00000037242	Q543N5
ENSMUSG00000037242	Q9QYB1
ENSMUSG00000085546	
ENSMUSG00000081791	
ENSMUSG00000096459	
ENSMUSG00000081969	
ENSMUSG00000089727	Q60682
ENSMUSG00000082195	
ENSMUSG00000091831	
ENSMUSG00000082321	
ENSMUSG00000078868	
ENSMUSG00000105867	
ENSMUSG00000034990	Q8K561
ENSMUSG00000107118	
ENSMUSG00000100399	
ENSMUSG00000062105	
ENSMUSG00000104356	
ENSMUSG00000103345	
ENSMUSG00000026548	
ENSMUSG00000010122	Q8K0H1
ENSMUSG00000023926	Q9QUT0
ENSMUSG00000018211	Q9JHY4
ENSMUSG00000002767	B1B1D7
ENSMUSG00000002767	Q9D773
ENSMUSG00000103688	
ENSMUSG00000020895	Q9CPV0
ENSMUSG00000020116	Q9CPS7
ENSMUSG00000097984	
ENSMUSG00000105247	
ENSMUSG00000105303	
ENSMUSG00000082474	
ENSMUSG00000041000	Q80V85
ENSMUSG00000066058	Q3UNX6
ENSMUSG00000066058	Q9ET38
ENSMUSG00000104781	
ENSMUSG00000080958	
ENSMUSG00000085717	
ENSMUSG00000087219	
ENSMUSG00000030126	Q3TQU9
ENSMUSG00000030126	Q69ZZ6
ENSMUSG00000107009	
ENSMUSG00000091087	
ENSMUSG00000083204	
ENSMUSG00000075010	
ENSMUSG00000083039	
ENSMUSG00000080700	
ENSMUSG00000061086	Q9CZ19
ENSMUSG00000045034	Q3UUF8
ENSMUSG00000081273	
ENSMUSG00000063142	
ENSMUSG00000030793	Q54AA2
ENSMUSG00000030793	Q9EPB4
ENSMUSG00000087184	
ENSMUSG00000086821	
ENSMUSG00000106849	
ENSMUSG00000056014	Q3V2C7
ENSMUSG00000056014	Q3V2D1
ENSMUSG00000107209	
ENSMUSG00000037731	Q91YX0
ENSMUSG00000101352	
ENSMUSG00000106694	
ENSMUSG00000050818	Q8VGD9
ENSMUSG00000070719	Q50L43
ENSMUSG00000104126	
ENSMUSG00000105895	
ENSMUSG00000081813	
ENSMUSG00000038745	F8UKQ6
ENSMUSG00000038745	Q91WS2
ENSMUSG00000083546	
ENSMUSG00000098854	
ENSMUSG00000045636	
ENSMUSG00000083904	
ENSMUSG00000108030	
ENSMUSG00000022401	B7ZMP1
ENSMUSG00000032449	Q8BZJ4
ENSMUSG00000032449	Q922G0
ENSMUSG00000074039	
ENSMUSG00000062272	
ENSMUSG00000090990	
ENSMUSG00000083501	
ENSMUSG00000028555	A2ACP1
ENSMUSG00000029134	Q3TTY0
ENSMUSG00000066672	
ENSMUSG00000059554	Q3UFK1
ENSMUSG00000059554	Q8CEI3
ENSMUSG00000082746	
ENSMUSG00000105669	
ENSMUSG00000022389	Q9JLC6
ENSMUSG00000058398	Q76HL1
ENSMUSG00000083385	
ENSMUSG00000026113	Q3UEQ1
ENSMUSG00000099798	
ENSMUSG00000024985	Q3V1G9
ENSMUSG00000024985	Q80WT9
ENSMUSG00000106314	
ENSMUSG00000045655	Q8CC14
ENSMUSG00000020723	A2AAU2
ENSMUSG00000020723	Q9JJV4
ENSMUSG00000094543	
ENSMUSG00000054994	
ENSMUSG00000084134	
ENSMUSG00000027270	Q9D387
ENSMUSG00000001844	Q9D6H5
ENSMUSG00000106760	
ENSMUSG00000106447	
ENSMUSG00000030287	Q9Z329
ENSMUSG00000090088	
ENSMUSG00000075092	Q8VEX7
ENSMUSG00000010054	Q542N4
ENSMUSG00000010054	Q9WVF8
ENSMUSG00000085867	
ENSMUSG00000106324	
ENSMUSG00000027346	Q8C0L9
ENSMUSG00000106867	
ENSMUSG00000072679	
ENSMUSG00000094821	
ENSMUSG00000045319	Q8C5R2
ENSMUSG00000025969	Q8QZY7
ENSMUSG00000025969	Q3U5I8
ENSMUSG00000025969	O35375
ENSMUSG00000063568	Q80ZQ5
ENSMUSG00000074146	
ENSMUSG00000020419	Q5SQP1
ENSMUSG00000070420	B2RX31
ENSMUSG00000039253	Q8K274
ENSMUSG00000040521	Q9CX33
ENSMUSG00000040521	Q9CZR8
ENSMUSG00000100614	
ENSMUSG00000082233	
ENSMUSG00000010362	Q9CQK3
ENSMUSG00000063077	A2AH75
ENSMUSG00000063077	Q60575
ENSMUSG00000107201	
ENSMUSG00000037884	
ENSMUSG00000022102	Q3TX09
ENSMUSG00000022102	O70469
ENSMUSG00000032431	Q9CYD3
ENSMUSG00000103802	
ENSMUSG00000105914	
ENSMUSG00000083733	
ENSMUSG00000085823	
ENSMUSG00000015597	
ENSMUSG00000100446	
ENSMUSG00000095283	
ENSMUSG00000040824	Q14AF6
ENSMUSG00000040824	P62317
ENSMUSG00000063445	G5E8S7
ENSMUSG00000063445	Q8K2T1
ENSMUSG00000102680	
ENSMUSG00000084053	
ENSMUSG00000107530	
ENSMUSG00000051777	Q8BPW0
ENSMUSG00000087458	
ENSMUSG00000107026	
ENSMUSG00000020100	Q99P65
ENSMUSG00000102186	
ENSMUSG00000025127	Q61606
ENSMUSG00000084163	
ENSMUSG00000095298	
ENSMUSG00000055033	
ENSMUSG00000082020	
ENSMUSG00000099025	
ENSMUSG00000027932	G3X8Y7
ENSMUSG00000092240	
ENSMUSG00000084395	
ENSMUSG00000031671	Q9CWY3
ENSMUSG00000087530	
ENSMUSG00000018363	A2A5Z6
ENSMUSG00000091670	
ENSMUSG00000079298	Q99JB4
ENSMUSG00000047564	A2A591
ENSMUSG00000045545	Q61781
ENSMUSG00000047986	A2TJV2
ENSMUSG00000005102	
ENSMUSG00000017428	Q5BKQ9
ENSMUSG00000017428	Q8BG32
ENSMUSG00000045259	Q3USL1
ENSMUSG00000086066	
ENSMUSG00000044863	Q8K3U4
ENSMUSG00000081896	
ENSMUSG00000032867	Q8BIA4
ENSMUSG00000106758	
ENSMUSG00000029092	
ENSMUSG00000086504	
ENSMUSG00000027111	Q8CC06
ENSMUSG00000027111	Q61739
ENSMUSG00000050530	A2ATL1
ENSMUSG00000050530	A2ATK9
ENSMUSG00000021415	
ENSMUSG00000103526	
ENSMUSG00000027698	Q8BYQ0
ENSMUSG00000027698	Q8BLF1
ENSMUSG00000104694	
ENSMUSG00000089684	
ENSMUSG00000024837	Q9QZ59
ENSMUSG00000026502	Q8BIB9
ENSMUSG00000026502	Q8C5I4
ENSMUSG00000026502	Q9D291
ENSMUSG00000006526	Q3UF25
ENSMUSG00000058183	
ENSMUSG00000030301	Q9D8L5
ENSMUSG00000031119	P51655
ENSMUSG00000100879	
ENSMUSG00000078970	Q8BGF3
ENSMUSG00000032489	Q14BL9
ENSMUSG00000032489	Q8C0X6
ENSMUSG00000032489	Q3V3Y6
ENSMUSG00000032489	Q9WV04
ENSMUSG00000084016	
ENSMUSG00000096292	
ENSMUSG00000009588	Q9QZ39
ENSMUSG00000083687	
ENSMUSG00000024906	Q91ZJ0
ENSMUSG00000099480	
ENSMUSG00000049011	Q8VET4
ENSMUSG00000092131	
ENSMUSG00000097883	
ENSMUSG00000000823	Q6PHP4
ENSMUSG00000038967	Q9JK42
ENSMUSG00000085868	
ENSMUSG00000090362	
ENSMUSG00000079699	
ENSMUSG00000101914	
ENSMUSG00000083441	
ENSMUSG00000031865	O08788
ENSMUSG00000086375	
ENSMUSG00000059237	
ENSMUSG00000087338	
ENSMUSG00000083989	
ENSMUSG00000020713	P06880
ENSMUSG00000047868	Q8VGC2
ENSMUSG00000099834	
ENSMUSG00000029472	Q3TWF7
ENSMUSG00000029472	Q3UFC2
ENSMUSG00000029472	Q8BTZ4
ENSMUSG00000108245	
ENSMUSG00000080822	
ENSMUSG00000029465	Q9JM76
ENSMUSG00000108144	
ENSMUSG00000027300	Q543N0
ENSMUSG00000027300	Q925F4
ENSMUSG00000106209	
ENSMUSG00000106590	
ENSMUSG00000090266	A2AA28
ENSMUSG00000027439	Q4VBD9
ENSMUSG00000023452	Q505E1
ENSMUSG00000023452	Q8BSF4
ENSMUSG00000084033	
ENSMUSG00000107031	
ENSMUSG00000096173	
ENSMUSG00000106829	
ENSMUSG00000103298	
ENSMUSG00000035775	Q9D312
ENSMUSG00000054594	Q8VBT3
ENSMUSG00000055833	
ENSMUSG00000013766	Q9D7E5
ENSMUSG00000013766	Q8K1T6
ENSMUSG00000083196	
ENSMUSG00000030045	Q9D338
ENSMUSG00000093738	
ENSMUSG00000093601	
ENSMUSG00000023088	A5D6P3
ENSMUSG00000023088	O35379
ENSMUSG00000108335	
ENSMUSG00000106847	
ENSMUSG00000062937	Q9CQ65
ENSMUSG00000036403	Q6P5D4
ENSMUSG00000103919	
ENSMUSG00000020153	Q9DC70
ENSMUSG00000001249	G3UWE8
ENSMUSG00000001249	O35453
ENSMUSG00000002104	A2AFX6
ENSMUSG00000002104	P12672
ENSMUSG00000093889	
ENSMUSG00000038756	A4Q9E8
ENSMUSG00000042828	Q1XH17
ENSMUSG00000000787	Q3TQX5
ENSMUSG00000000787	Q62167
ENSMUSG00000052229	Q6NS65
ENSMUSG00000033192	Q8BYI6
ENSMUSG00000019933	
ENSMUSG00000105781	
ENSMUSG00000102234	
ENSMUSG00000039018	Q8R2R6
ENSMUSG00000024083	Q80U04
ENSMUSG00000098004	
ENSMUSG00000085976	
ENSMUSG00000072600	
ENSMUSG00000030655	Q8BKX6
ENSMUSG00000107421	
ENSMUSG00000101321	
ENSMUSG00000086087	
ENSMUSG00000101626	
ENSMUSG00000090077	Q9EQR5
ENSMUSG00000103614	
ENSMUSG00000051375	Q8CFX3
ENSMUSG00000102176	
ENSMUSG00000102163	
ENSMUSG00000103976	
ENSMUSG00000006642	Q9JLR5
ENSMUSG00000029007	Q9WVK0
ENSMUSG00000108370	
ENSMUSG00000024735	Q99KP6
ENSMUSG00000104823	
ENSMUSG00000102897	
ENSMUSG00000107243	
ENSMUSG00000032534	
ENSMUSG00000050445	
ENSMUSG00000095134	
ENSMUSG00000055360	Q3UKX5
ENSMUSG00000055360	Q9JLV9
ENSMUSG00000026289	Q3TDQ5
ENSMUSG00000026289	G9M4M6
ENSMUSG00000026289	Q8C0J2
ENSMUSG00000087344	
ENSMUSG00000010760	O08969
ENSMUSG00000082015	
ENSMUSG00000099380	
ENSMUSG00000054405	A2ALF2
ENSMUSG00000054405	Q6NZB0
ENSMUSG00000033852	
ENSMUSG00000023439	Q54AE3
ENSMUSG00000023439	Q61011
ENSMUSG00000103415	
ENSMUSG00000036322	
ENSMUSG00000020151	Q5U1U6
ENSMUSG00000020151	Q62132
ENSMUSG00000087060	
ENSMUSG00000106178	
ENSMUSG00000090157	
ENSMUSG00000098684	
ENSMUSG00000078593	B1AUF7
ENSMUSG00000001847	Q3TLP8
ENSMUSG00000001847	K7Q7T7
ENSMUSG00000001847	P63001
ENSMUSG00000086192	
ENSMUSG00000099626	
ENSMUSG00000037697	
ENSMUSG00000091572	
ENSMUSG00000006204	
ENSMUSG00000023106	Q9CQJ6
ENSMUSG00000100025	
ENSMUSG00000103383	
ENSMUSG00000031264	P35991
ENSMUSG00000059423	Q6PEE4
ENSMUSG00000059423	Q3V2G0
ENSMUSG00000033272	Q9D321
ENSMUSG00000047824	Q3V113
ENSMUSG00000047824	Q80V76
ENSMUSG00000007564	Q76MZ3
ENSMUSG00000073413	Q9Z1Q3
ENSMUSG00000099703	
ENSMUSG00000106498	
ENSMUSG00000062110	Q3TR67
ENSMUSG00000062110	Q8BTY8
ENSMUSG00000034255	A2AKN5
ENSMUSG00000034255	A2AB59
ENSMUSG00000057530	
ENSMUSG00000104267	
ENSMUSG00000033902	
ENSMUSG00000090093	Q8CFP2
ENSMUSG00000021709	B2RUJ2
ENSMUSG00000021709	B7ZNX6
ENSMUSG00000021709	B2RUK2
ENSMUSG00000021709	Q80TH2
ENSMUSG00000082249	
ENSMUSG00000027132	Q9CWJ3
ENSMUSG00000107134	
ENSMUSG00000020475	Q5NCI4
ENSMUSG00000020475	O70250
ENSMUSG00000038503	Q9ERE7
ENSMUSG00000028672	P38060
ENSMUSG00000061298	E4W7Y4
ENSMUSG00000061298	Q09LZ8
ENSMUSG00000025572	B1ATB3
ENSMUSG00000042632	Q3UN31
ENSMUSG00000042632	P97819
ENSMUSG00000097923	
ENSMUSG00000099684	
ENSMUSG00000029661	Q3TX57
ENSMUSG00000029661	Q01149
ENSMUSG00000070709	Q3UVF6
ENSMUSG00000070709	Q9CVS5
ENSMUSG00000078686	A2CGB6
ENSMUSG00000078686	P02762
ENSMUSG00000055730	Q8QZR3
ENSMUSG00000062585	P47936
ENSMUSG00000100984	
ENSMUSG00000041594	Q8BG19
ENSMUSG00000044551	
ENSMUSG00000107092	
ENSMUSG00000021595	Q1HFZ0
ENSMUSG00000074447	Q8C1P2
ENSMUSG00000080764	
ENSMUSG00000086338	
ENSMUSG00000085085	
ENSMUSG00000051113	A1L3C1
ENSMUSG00000040373	Q544Q4
ENSMUSG00000040373	Q8VHW4
ENSMUSG00000098232	
ENSMUSG00000092272	
ENSMUSG00000087006	
ENSMUSG00000063881	Q8VGI2
ENSMUSG00000084887	
ENSMUSG00000026173	Q8K3R3
ENSMUSG00000102740	
ENSMUSG00000096180	
ENSMUSG00000106047	
ENSMUSG00000022885	Q64685
ENSMUSG00000031403	Q9ESX5
ENSMUSG00000105449	
ENSMUSG00000024235	Q3UEB8
ENSMUSG00000024235	Q07174
ENSMUSG00000105801	
ENSMUSG00000093891	
ENSMUSG00000107914	
ENSMUSG00000102910	
ENSMUSG00000106018	
ENSMUSG00000087038	
ENSMUSG00000099730	
ENSMUSG00000075182	Q7TR70
ENSMUSG00000087496	
ENSMUSG00000079162	P86448
ENSMUSG00000082962	
ENSMUSG00000026564	Q148W8
ENSMUSG00000032480	Q99PU8
ENSMUSG00000108334	
ENSMUSG00000040751	Q9JHL0
ENSMUSG00000060798	Q059U7
ENSMUSG00000020831	A2CF83
ENSMUSG00000020831	Q9DCT6
ENSMUSG00000102971	
ENSMUSG00000100561	
ENSMUSG00000002728	G5E8X4
ENSMUSG00000002728	Q9DB82
ENSMUSG00000002728	P61600
ENSMUSG00000087611	
ENSMUSG00000030165	O54707
ENSMUSG00000037846	Q14B46
ENSMUSG00000073468	Q5SSN7
ENSMUSG00000003053	Q3UT49
ENSMUSG00000003053	Q64458
ENSMUSG00000030768	Q3TDN0
ENSMUSG00000058248	Q3UHC9
ENSMUSG00000058248	Q3USQ9
ENSMUSG00000058248	Q60603
ENSMUSG00000026694	Q91YR5
ENSMUSG00000036885	
ENSMUSG00000081569	
ENSMUSG00000059439	Q0VF62
ENSMUSG00000059439	Q8CCN5
ENSMUSG00000034785	
ENSMUSG00000089653	
ENSMUSG00000084899	
ENSMUSG00000083407	
ENSMUSG00000059842	Q6PGC9
ENSMUSG00000087547	
ENSMUSG00000023882	
ENSMUSG00000057149	Q8VGE7
ENSMUSG00000091453	
ENSMUSG00000032498	Q9JK91
ENSMUSG00000105502	
ENSMUSG00000056544	Q8C5Z4
ENSMUSG00000051344	Q8BM47
ENSMUSG00000048439	
ENSMUSG00000072553	Q3V3I5
ENSMUSG00000093949	
ENSMUSG00000105047	
ENSMUSG00000056458	Q5M8P5
ENSMUSG00000056458	Q9WVS4
ENSMUSG00000092178	
ENSMUSG00000075091	Q8VGN0
ENSMUSG00000105274	
ENSMUSG00000010517	P54731
ENSMUSG00000099470	
ENSMUSG00000100412	
ENSMUSG00000101927	
ENSMUSG00000027445	Q9Z0H6
ENSMUSG00000106791	
ENSMUSG00000048528	P42580
ENSMUSG00000019982	P06876
ENSMUSG00000051940	
ENSMUSG00000106625	
ENSMUSG00000031503	B2RQQ8
ENSMUSG00000031503	P08122
ENSMUSG00000028417	Q2TB09
ENSMUSG00000028417	Q62282
ENSMUSG00000082423	
ENSMUSG00000084069	
ENSMUSG00000104147	
ENSMUSG00000048485	
ENSMUSG00000104352	
ENSMUSG00000108460	
ENSMUSG00000085961	
ENSMUSG00000020333	Q5ICG5
ENSMUSG00000020333	Q8BYJ0
ENSMUSG00000020333	Q8R1X1
ENSMUSG00000020333	Q8C028
ENSMUSG00000020333	Q5ICG4
ENSMUSG00000020333	Q5F2D0
ENSMUSG00000020333	Q91WC3
ENSMUSG00000090465	
ENSMUSG00000086561	
ENSMUSG00000101137	
ENSMUSG00000000131	Q924Z6
ENSMUSG00000083894	
ENSMUSG00000078886	A2ART4
ENSMUSG00000078886	Q8BHI0
ENSMUSG00000020423	Q3TF68
ENSMUSG00000020423	Q04211
ENSMUSG00000091494	
ENSMUSG00000028558	Q3TQS0
ENSMUSG00000086259	
ENSMUSG00000099061	
ENSMUSG00000086847	
ENSMUSG00000079265	
ENSMUSG00000104415	
ENSMUSG00000054920	Q6PFE1
ENSMUSG00000037622	Q80ZK9
ENSMUSG00000003051	Q3UPW2
ENSMUSG00000029005	Q6PAL1
ENSMUSG00000027248	P27773
ENSMUSG00000105159	
ENSMUSG00000083027	
ENSMUSG00000107489	
ENSMUSG00000084758	
ENSMUSG00000108095	
ENSMUSG00000045928	
ENSMUSG00000056061	
ENSMUSG00000013622	A8C1S6
ENSMUSG00000013622	Q6PGD0
ENSMUSG00000005125	Q545R3
ENSMUSG00000005125	Q62433
ENSMUSG00000090608	
ENSMUSG00000040969	E0CXB4
ENSMUSG00000040969	Q80VK6
ENSMUSG00000100585	
ENSMUSG00000042726	Q3UDK1
ENSMUSG00000085203	
ENSMUSG00000093387	
ENSMUSG00000053332	
ENSMUSG00000020152	Q5SW83
ENSMUSG00000020152	P61161
ENSMUSG00000033813	Q3UWX7
ENSMUSG00000033813	P10711
ENSMUSG00000092210	
ENSMUSG00000061549	Q7TS04
ENSMUSG00000015627	P97489
ENSMUSG00000072845	Q3UQ41
ENSMUSG00000023391	Q52KJ2
ENSMUSG00000023391	P40764
ENSMUSG00000063314	
ENSMUSG00000085843	
ENSMUSG00000085483	
ENSMUSG00000087379	
ENSMUSG00000084375	
ENSMUSG00000059205	
ENSMUSG00000104236	
ENSMUSG00000104849	
ENSMUSG00000063188	Q7TRK4
ENSMUSG00000078512	
ENSMUSG00000106433	
ENSMUSG00000020048	Q3UAD6
ENSMUSG00000020048	P08113
ENSMUSG00000036905	P14106
ENSMUSG00000036646	A2AJ15
ENSMUSG00000030231	
ENSMUSG00000097626	
ENSMUSG00000068117	
ENSMUSG00000028784	
ENSMUSG00000091450	
ENSMUSG00000041025	B1AZL1
ENSMUSG00000041025	Q8R2V2
ENSMUSG00000008036	Q3UJ76
ENSMUSG00000008036	P62743
ENSMUSG00000105255	
ENSMUSG00000040537	D6QSS8
ENSMUSG00000040537	Q9R1V6
ENSMUSG00000028351	Q920P3
ENSMUSG00000010067	A9YZW8
ENSMUSG00000010067	Q99MK9
ENSMUSG00000027446	Q9D264
ENSMUSG00000094840	Q3U5A2
ENSMUSG00000029254	Q9JM90
ENSMUSG00000107110	
ENSMUSG00000053475	Q3USX6
ENSMUSG00000053475	O08859
ENSMUSG00000039286	
ENSMUSG00000084140	
ENSMUSG00000010914	Q8BKZ9
ENSMUSG00000041975	Q8CA70
ENSMUSG00000041975	A2AUU0
ENSMUSG00000086129	
ENSMUSG00000097668	
ENSMUSG00000084843	
ENSMUSG00000027999	Q9EPR2
ENSMUSG00000107140	
ENSMUSG00000035407	Q6P9J5
ENSMUSG00000074758	
ENSMUSG00000104046	
ENSMUSG00000002105	B2RQ45
ENSMUSG00000002105	Q8BZH0
ENSMUSG00000081043	
ENSMUSG00000104517	
ENSMUSG00000026333	Q8K259
ENSMUSG00000029310	Q8BVU5
ENSMUSG00000047003	Q02526
ENSMUSG00000029386	
ENSMUSG00000033287	E0CYQ0
ENSMUSG00000018012	A2AC13
ENSMUSG00000018012	Q14A12
ENSMUSG00000018012	P60764
ENSMUSG00000085600	
ENSMUSG00000093771	
ENSMUSG00000108574	
ENSMUSG00000028878	Q922G2
ENSMUSG00000084403	
ENSMUSG00000083122	
ENSMUSG00000026739	Q2LC58
ENSMUSG00000026739	P25916
ENSMUSG00000025504	Q99K30
ENSMUSG00000086077	
ENSMUSG00000101793	
ENSMUSG00000034854	Q3U481
ENSMUSG00000030380	S4R1L6
ENSMUSG00000030380	A1L358
ENSMUSG00000027566	Q542H2
ENSMUSG00000027566	Q9Z2U0
ENSMUSG00000028885	Q3TLX9
ENSMUSG00000028885	P58242
ENSMUSG00000108350	
ENSMUSG00000019232	Q8BWU8
ENSMUSG00000027324	Q149F1
ENSMUSG00000107533	
ENSMUSG00000059474	Q6P5G3
ENSMUSG00000087150	
ENSMUSG00000105426	
ENSMUSG00000049806	
ENSMUSG00000045915	Q5SV66
ENSMUSG00000086737	
ENSMUSG00000092306	
ENSMUSG00000100209	
ENSMUSG00000103274	
ENSMUSG00000029368	Q546G4
ENSMUSG00000029368	P07724
ENSMUSG00000049477	
ENSMUSG00000022048	O08553
ENSMUSG00000049555	B2RSF0
ENSMUSG00000049555	Q8K467
ENSMUSG00000108268	
ENSMUSG00000081293	
ENSMUSG00000085127	
ENSMUSG00000039202	Q9QXM0
ENSMUSG00000025854	Q5MJS3
ENSMUSG00000086415	
ENSMUSG00000105514	
ENSMUSG00000108177	
ENSMUSG00000105543	
ENSMUSG00000067064	Q8VGU4
ENSMUSG00000108294	
ENSMUSG00000102903	
ENSMUSG00000087236	
ENSMUSG00000062201	Q8CGZ7
ENSMUSG00000093400	
ENSMUSG00000019767	
ENSMUSG00000089743	
ENSMUSG00000056853	Q7TRI6
ENSMUSG00000087604	
ENSMUSG00000063386	Q8VFA9
ENSMUSG00000108049	
ENSMUSG00000038936	Q8R127
ENSMUSG00000107663	
ENSMUSG00000050128	
ENSMUSG00000037847	Q91W63
ENSMUSG00000060550	P14429
ENSMUSG00000092457	
ENSMUSG00000001674	B2RUM8
ENSMUSG00000001674	Q8K363
ENSMUSG00000026443	Q6PHP6
ENSMUSG00000096217	
ENSMUSG00000033004	
ENSMUSG00000020428	P16305
ENSMUSG00000041548	Q9JK92
ENSMUSG00000068270	Q1W617
ENSMUSG00000047959	P16390
ENSMUSG00000058006	
ENSMUSG00000104684	
ENSMUSG00000040714	Q91W40
ENSMUSG00000103184	
ENSMUSG00000030811	Q6PB97
ENSMUSG00000034645	A2BFL2
ENSMUSG00000102026	
ENSMUSG00000028649	
ENSMUSG00000102907	
ENSMUSG00000042520	A0A0G2JDV6
ENSMUSG00000042520	A0A0H2UH17
ENSMUSG00000042520	Q80X50
ENSMUSG00000096039	Q8BGG1
ENSMUSG00000099800	
ENSMUSG00000001240	Q9WUP0
ENSMUSG00000050179	
ENSMUSG00000104966	
ENSMUSG00000108726	
ENSMUSG00000047193	Q45VK7
ENSMUSG00000027086	Q6DI86
ENSMUSG00000100004	Q5QD05
ENSMUSG00000061099	
ENSMUSG00000084164	
ENSMUSG00000033486	
ENSMUSG00000045180	A7TU71
ENSMUSG00000045180	A2ALU4
ENSMUSG00000094399	
ENSMUSG00000082990	
ENSMUSG00000019715	Q8R322
ENSMUSG00000105632	
ENSMUSG00000086708	
ENSMUSG00000025139	Q8C5G6
ENSMUSG00000025139	A9JEI5
ENSMUSG00000025139	Q9QZ06
ENSMUSG00000086756	
ENSMUSG00000082314	
ENSMUSG00000082706	
ENSMUSG00000104913	
ENSMUSG00000106023	
ENSMUSG00000086896	
ENSMUSG00000108167	Q7TQT0
ENSMUSG00000093530	
ENSMUSG00000027933	Q7TPD0
ENSMUSG00000039450	A2AC16
ENSMUSG00000039450	Q91X52
ENSMUSG00000083085	
ENSMUSG00000085811	
ENSMUSG00000103302	
ENSMUSG00000069441	Q61495
ENSMUSG00000022357	Q8BSF5
ENSMUSG00000037161	D3Z134
ENSMUSG00000037161	G3X9T4
ENSMUSG00000037161	Q8VI64
ENSMUSG00000035960	Q544Z7
ENSMUSG00000035960	P28352
ENSMUSG00000080767	
ENSMUSG00000095923	
ENSMUSG00000100137	
ENSMUSG00000035592	Q8K0Y2
ENSMUSG00000086855	
ENSMUSG00000081914	
ENSMUSG00000100958	
ENSMUSG00000041797	Q8K449
ENSMUSG00000020159	Q8QZW7
ENSMUSG00000027397	Q61609
ENSMUSG00000090387	
ENSMUSG00000098146	
ENSMUSG00000036555	Q6PCQ0
ENSMUSG00000104912	
ENSMUSG00000086680	
ENSMUSG00000105692	
ENSMUSG00000030638	
ENSMUSG00000099575	
ENSMUSG00000081128	
ENSMUSG00000089748	
ENSMUSG00000104696	
ENSMUSG00000025020	Q80TR4
ENSMUSG00000100324	
ENSMUSG00000083477	
ENSMUSG00000081321	
ENSMUSG00000029330	P98191
ENSMUSG00000100597	
ENSMUSG00000107944	
ENSMUSG00000105126	
ENSMUSG00000060795	
ENSMUSG00000010492	
ENSMUSG00000103557	
ENSMUSG00000106385	
ENSMUSG00000083246	
ENSMUSG00000087290	
ENSMUSG00000085016	
ENSMUSG00000106883	
ENSMUSG00000090574	
ENSMUSG00000046186	A6MDD3
ENSMUSG00000046186	Q8R422
ENSMUSG00000098200	
ENSMUSG00000090460	
ENSMUSG00000104985	
ENSMUSG00000097207	
ENSMUSG00000039294	
ENSMUSG00000042564	Q08EB1
ENSMUSG00000042564	Q9D3V8
ENSMUSG00000080880	
ENSMUSG00000085248	
ENSMUSG00000106714	
ENSMUSG00000036854	Q5EBG6
ENSMUSG00000086801	
ENSMUSG00000031298	Q14BH6
ENSMUSG00000031298	Q14AX7
ENSMUSG00000031298	Q8CJ12
ENSMUSG00000097863	
ENSMUSG00000103502	
ENSMUSG00000090128	
ENSMUSG00000101516	
ENSMUSG00000000730	A3EWM2
ENSMUSG00000000730	Q9CWR8
ENSMUSG00000030096	Q3UPI8
ENSMUSG00000030096	O35316
ENSMUSG00000087389	
ENSMUSG00000074639	Q8K3M1
ENSMUSG00000080711	
ENSMUSG00000103558	
ENSMUSG00000026616	Q9DC83
ENSMUSG00000026616	Q32M14
ENSMUSG00000103633	
ENSMUSG00000019088	I7HPX5
ENSMUSG00000019088	I7HIQ0
ENSMUSG00000019088	Q9D7J6
ENSMUSG00000059866	Q80VZ7
ENSMUSG00000059866	Q99JG7
ENSMUSG00000081616	
ENSMUSG00000103943	
ENSMUSG00000086320	
ENSMUSG00000019188	Q6PGJ8
ENSMUSG00000019188	Q9D8V0
ENSMUSG00000032358	Q0VBM2
ENSMUSG00000001855	Q80U93
ENSMUSG00000045713	
ENSMUSG00000099422	
ENSMUSG00000080021	
ENSMUSG00000028461	Q9DCC3
ENSMUSG00000083831	
ENSMUSG00000026509	O08529
ENSMUSG00000095503	
ENSMUSG00000038605	Q3TBN2
ENSMUSG00000038605	Q7TST3
ENSMUSG00000104474	
ENSMUSG00000051343	Q8R361
ENSMUSG00000091849	
ENSMUSG00000084099	
ENSMUSG00000032224	Q3UXZ6
ENSMUSG00000082200	
ENSMUSG00000004319	Q790S0
ENSMUSG00000004319	Q8K4W8
ENSMUSG00000004319	Q3TF45
ENSMUSG00000004319	P51791
ENSMUSG00000035125	Q8BKT3
ENSMUSG00000042200	Q9DA64
ENSMUSG00000098108	
ENSMUSG00000086495	
ENSMUSG00000108308	
ENSMUSG00000037553	Q5Y5T2
ENSMUSG00000057841	P62911
ENSMUSG00000081588	
ENSMUSG00000031736	
ENSMUSG00000050565	Q9ER81
