ENSMUSG00000029780	Q9D020	SUBUNIT: Monomer.
ENSMUSG00000025991	Q8C196	SUBUNIT: Can form homooligomers (monomers as predominant form and dimers). {ECO:0000250|UniProtKB:P31327}.
ENSMUSG00000038135	Q8VHL5	SUBUNIT: Monomer. {ECO:0000269|PubMed:15853812}.
ENSMUSG00000001755	Q9DBL7	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000020953	Q62507	SUBUNIT: Monomer. May form homodimer. Interacts with type II collagen. Interacts with SLC44A2. Interacts with ANXA2. {ECO:0000250|UniProtKB:O43405}.
ENSMUSG00000031753	Q8R1U1	SUBUNIT: Monomer. Component of the conserved oligomeric Golgi (COG) complex which is composed of eight different subunits and is required for normal Golgi morphology and localization. Mediates interaction of SCFD1 with the COG complex. Interacts with STX5 (By similarity). {ECO:0000250}.
ENSMUSG00000033501	O35486	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000026421	P97315	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000019997	P29268	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000028228	Q8BT60	SUBUNIT: Monomer. Interacts with ERBB2 (preferentially with the tyrosine phosphorylated form); this interaction occurs at the cell membrane and is increased in a growth factor heregulin-dependent manner. Interacts with SHC1; this interaction may mediate the binding of CPNE3 with ERBB2. Interacts with RACK1. {ECO:0000250|UniProtKB:O75131}.
ENSMUSG00000037815	P26231	SUBUNIT: Monomer and homodimer; the monomer preferentially binds to CTNNB1 and the homodimer to actin. Binds MLLT4 and F-actin. Possible component of an E-cadherin/ catenin adhesion complex together with E-cadherin/CDH1 and beta-catenin/CTNNB1 or gamma-catenin/JUP; the complex is located to adherens junctions. The stable association of CTNNA1 is controversial as CTNNA1 was shown not to bind to F-actin when assembled in the complex. Alternatively, the CTNNA1-containing complex may be linked to F-actin by other proteins such as LIMA1. Interacts with ARHGAP21 and with AJUBA (By similarity). Interacts with LIMA1. {ECO:0000250, ECO:0000269|PubMed:10882138, ECO:0000269|PubMed:11907041, ECO:0000269|PubMed:16325583, ECO:0000269|PubMed:18093941, ECO:0000269|PubMed:7982500}.
ENSMUSG00000025917	O35864	SUBUNIT: Component of the CSN complex, composed of COPS1/GPS1, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7 (COPS7A or COPS7B) and COPS8. In the complex, it probably interacts directly with COPS1, COPS2, COPS4, COPS6 and COPS7 (COPS7A or COPS7B). The CSN complex interacts with the BRISC complex. Also exists as monomeric form. Interacts with TP53, MIF, JUN, UCHL1, NCOA1, BCL3, GFER, PGR, LHCGR, SMAD4, SMAD7, ITGB2 and TOP2A. Part of a complex consisting of RANBP9, RAN, DYRK1B and COPS5. Interacts with CDKN1B, HIF1A, ID1 and ID3. Interacts with IFIT3. Interacts with BRSK2 (By similarity). Interacts with ZDHHC16 (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:Q92905}.
ENSMUSG00000026176	P58466	SUBUNIT: Monomer. Interacts with REST. {ECO:0000250}.
ENSMUSG00000018916	P01587	SUBUNIT: Monomer. The signaling GM-CSF receptor complex is a dodecamer of two head-to-head hexamers of two alpha, two beta, and two ligand subunits (By similarity). {ECO:0000250}.
ENSMUSG00000038067	P09920	SUBUNIT: Monomer.
ENSMUSG00000024621	P09581	SUBUNIT: Monomer. Homodimer. Interacts with CSF1 and IL34. Interaction with dimeric CSF1 or IL34 leads to receptor homodimerization. Interacts with INPPL1/SHIP2 and THOC5. Interacts (tyrosine phosphorylated) with PLCG2 (via SH2 domain). Interacts (tyrosine phosphorylated) with PIK3R1 (via SH2 domain). Interacts (tyrosine phosphorylated) with FYN, YES1 and SRC (via SH2 domain). Interacts (tyrosine phosphorylated) with CBL, GRB2 and SLA2. {ECO:0000269|PubMed:10597251, ECO:0000269|PubMed:11850825, ECO:0000269|PubMed:15557176, ECO:0000269|PubMed:1652061, ECO:0000269|PubMed:17353186, ECO:0000269|PubMed:19017797, ECO:0000269|PubMed:21610095, ECO:0000269|PubMed:8007983, ECO:0000269|PubMed:8262059, ECO:0000269|PubMed:9312046}.
ENSMUSG00000047409	P58465	SUBUNIT: Monomer. Interacts with REST. {ECO:0000250}.
ENSMUSG00000014226	Q9CXW3	SUBUNIT: Monomer or homodimer. Component of some large E3 complex at least composed of UBE2D1, SIAH1, CACYBP/SIP, SKP1, APC and TBL1X. Interacts directly with SIAH1, SIAH2 and SKP1 (By similarity). Interacts with proteins of the S100 family S100A1, S100A6, S100B, S100P and S100A12 in a calcium-dependent manner (By similarity). {ECO:0000250}.
ENSMUSG00000078429	Q8BX07	SUBUNIT: Monomer. Interacts with REST. {ECO:0000250}.
ENSMUSG00000022865	P97792	SUBUNIT: Monomer. May form homodimer. Interacts with LNX, BAIAP1, DLG4, PRKCABP, TJP1 and CTNNB1. Interacts with MPDZ; recruits MPDZ to intercellular contact sites. Interacts with JAML (homodimeric form). {ECO:0000269|PubMed:20813954, ECO:0000269|PubMed:20813955}.
ENSMUSG00000017734	Q9CRD4	SUBUNIT: Monomer. Interacts with CSNK1D and CSNK1E (By similarity). {ECO:0000250}.
ENSMUSG00000011179	P00860	SUBUNIT: Monomer. Homodimer. Does not form a heterodimer with AZIN2. {ECO:0000269|PubMed:24967154}.
ENSMUSG00000020108	Q9D3F7	SUBUNIT: Monomer. Interacts with BTRC. Identified in a complex with CUL4A, DDB1 and BTRC. Interacts with TXNIP; this inhibits the proteasomal degradation of DDIT4 (By similarity). {ECO:0000250}.
ENSMUSG00000022303	Q7TNJ0	SUBUNIT: Interacts with CREB3 (By similarity). Monomer. Homodimer. Isoform 1 interacts (via the C-terminus cytoplasmic tail) with OS9 isoform 1 (via the C-terminus tail); the interaction induces DCSTAMP redistribution to the endoplasmic reticulum-Golgi intermediate compartment. Isoform 1 interacts (via the C-terminus cytoplasmic tail) with OS9 isoform 2 (via the C-terminus tail). {ECO:0000250, ECO:0000269|PubMed:18952287}.
ENSMUSG00000039952	Q62165	SUBUNIT: Monomer (By similarity). Heterodimer of alpha- and beta-dystroglycan subunits which are the central components of the dystrophin-glycoprotein complex. This complex then can form a dystrophin-associated glycoprotein complex (DGC) which is composed of three subcomplexes: a cytoplasmic complex comprised of DMD (or UTRN), DTNA and a number of syntrophins, such as SNTB1, SNTB2, SNTG1 and SNTG2, the transmembrane dystroglycan complex, and the sarcoglycan-sarcospan complex. Interacts (via the N-terminal of alphaDAG1) with LARGE; the interaction enhances laminin binding (By similarity). Interacts with AGR2 and AGR3. Interacts (betaDAG1) with DMD; the interaction is inhibited by phosphorylation on the PPXY motif. Interacts (betaDAG1, via its PPXY motif) with UTRN (via its WWW and ZZ domains); the interaction is inhibited by phosphorylation on the PPXY motif. Interacts (betaDAG1, via its phosphorylated PPXY motif) with the SH2 domain-containing proteins, FYN, CSK, NCK and SHC. Interacts (betaDAG1) with CAV3 (via a central WW-like domain); the interaction disrupts the binding of DMD (By similarity). Interacts with SGCD. BetaDAG1 directly interacts with ANK3, but not with ANK2; this interaction does not interfere with DMD-binding and is required for retention at costameres. Identified in a dystroglycan complex that contains at least PRX, DRP2, UTRN, DMD and DAG1 (PubMed:11430802). {ECO:0000250|UniProtKB:Q14118, ECO:0000250|UniProtKB:Q28685, ECO:0000269|PubMed:11430802, ECO:0000269|PubMed:11495720, ECO:0000269|PubMed:15326183, ECO:0000269|PubMed:19109891, ECO:0000269|PubMed:9864373}.
ENSMUSG00000032380	Q8VDF3	SUBUNIT: Homodimer in its autoinhibited state. Active as monomer. Interacts with 14-3-3 proteins YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ and SFN; the interaction requires DAPK2 phosphorylation at Thr-369 and suppresses DAPK2 kinase activity and DAPK2-induced apoptosis. {ECO:0000269|PubMed:21497605, ECO:0000269|PubMed:26047703}.
ENSMUSG00000028194	Q9CWS0	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000021210	P70694	SUBUNIT: Monomer.
ENSMUSG00000040296	Q6Q899	SUBUNIT: Monomer; maintained as a monomer in an autoinhibited state. Upon viral dsRNA binding and conformation shift, homomultimerizes and interacts (via tandem CARD domain) with MAVS/IPS1 promoting its filamentation. Interacts with DHX58/LGP2, IKBKE, TBK1 and TMEM173/STING. Interacts (via CARD domain) with TRIM25 (via SPRY domain). Interacts with RNF135. Interacts with CYLD. Interacts with NLRC5; blocks the interaction of MAVS/IPS1 to DDX58. Interacts with SRC. Interacts with DDX60. Interacts with ZC3HAV1 (via zinc-fingers) in an RNA-dependent manner. Interacts (via tandem CARD domain) with SEC14L1; the interaction is direct and impairs the interaction of DDX58 with MAVS/IPS1. {ECO:0000250|UniProtKB:O95786}.
ENSMUSG00000025357	O88673	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000045538	Q9CWT6	SUBUNIT: Monomer. Found in a complex with GRSF1, DHX30, FASTKD2 and FASTKD5. Associates with the 16S mitochondrial rRNA (16S mt-rRNA) and with the mitochondrial ribosome large subunit (39S). {ECO:0000250|UniProtKB:Q9NUL7}.
ENSMUSG00000036775	Q9WV68	SUBUNIT: Monomer, dimer and oligomer. {ECO:0000250}.
ENSMUSG00000106687	Q9EQM6	SUBUNIT: Monomer; in absence of heme. Homodimer; the association with heme promotes its dimerization. Component of the microprocessor complex, or pri-miRNA processing protein complex, which is composed of DROSHA and DGCR8. The microprocessor complex is a heterotrimer; each of the two DROSHA RNase III domains binds one DGCR8 (via C-terminal region). Interacts with ILF3, NCL and DROSHA. {ECO:0000250|UniProtKB:Q8WYQ5}.
ENSMUSG00000022718	Q9EQM6	SUBUNIT: Monomer; in absence of heme. Homodimer; the association with heme promotes its dimerization. Component of the microprocessor complex, or pri-miRNA processing protein complex, which is composed of DROSHA and DGCR8. The microprocessor complex is a heterotrimer; each of the two DROSHA RNase III domains binds one DGCR8 (via C-terminal region). Interacts with ILF3, NCL and DROSHA. {ECO:0000250|UniProtKB:Q8WYQ5}.
ENSMUSG00000017830	Q99J87	SUBUNIT: Monomer in the absence of dsRNA. Homodimer in the presence of dsRNA. Interacts with DDX58/RIG-I (via CARD domain), MAVS/IPS1 and DDX60. Found in a complex with DDX58/RIG-I and IFIH1/MDA5. Interacts with ANKRD17. {ECO:0000250|UniProtKB:Q96C10}.
ENSMUSG00000031536	Q8K409	SUBUNIT: Monomer. Interacts with APEX1, HUWE1/ARF-BP1, STUB1/CHIP and USP47 (By similarity). {ECO:0000250}.
ENSMUSG00000040658	Q80VJ3	SUBUNIT: Monomer and homodimer. {ECO:0000255|HAMAP-Rule:MF_03036}.
ENSMUSG00000035000	P28843	SUBUNIT: Monomer. Heterodimer with Seprase (FAP). Requires homodimerization for optimal dipeptidyl peptidase activity and T-cell costimulation. Found in a membrane raft complex, at least composed of BCL10, CARD11, DPP4 and IKBKB. Associates with collagen. Interacts with PTPRC; the interaction is enhanced in a interleukin-12-dependent manner in activated lymphocytes. Interacts (extracellular domain) with ADA; does not inhibit its dipeptidyl peptidase activity. Interacts with CAV1 (via the N-terminus); the interaction is direct. Interacts (via cytoplasmic tail) with CARD11 (via PDZ domain); its homodimerization is necessary for interaction with CARD11. Interacts with IGF2R; the interaction is direct. Interacts with GPC3 (By similarity). Homodimer. {ECO:0000250}.
ENSMUSG00000022853	Q9DBM2	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000009013	P63168	SUBUNIT: Homodimer. Monomer; the monomeric form is incapable of binding to target proteins. The cytoplasmic dynein 1 complex consists of two catalytic heavy chains (HCs) and a number of non-catalytic subunits presented by intermediate chains (ICs), light intermediate chains (LICs) and light chains (LCs); the composition seems to vary in respect to the IC, LIC and LC composition. The heavy chain homodimer serves as a scaffold for the probable homodimeric assembly of the respective non-catalytic subunits. The ICs and LICs bind directly to the HC dimer and the LCs assemble on the IC dimer. Interacts with TXNDC17. Interacts with WWC1 and ESR1. The interaction with WWC1 is mandatory for the recruitment and transactivation functions of ESR1 or DYNLL1 to the target chromatin. Interacts with BCL2L11. Interacts with BCL2; the interaction is greatly enhanced in the nucleus and in mitochondria upon induction of apoptosis. Interacts with PAK1; the interaction requires dimeric DYNLL1 (By similarity). Interacts with MYZAP (By similarity). Part of an astrin (SPAG5)-kinastrin (SKAP) complex containing KNSTRN, SPAG5, PLK1, DYNLL1 and SGO2 (By similarity). Interacts with ATMIN; this interaction inhibits ATMIN transcriptional activity and hence may play a role in a feedback loop whereby DYNLL1 inhibits transactivation of its own promoter by ATMIN. Interacts with NEK9 (not phosphorylated at 'Ser-944') (By similarity). {ECO:0000250}.
ENSMUSG00000039384	Q9ESS0	SUBUNIT: Monomer. Interacts with MAPK14. {ECO:0000250|UniProtKB:Q9Y6W6}.
ENSMUSG00000069255	Q99N11	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000027954	P52793	SUBUNIT: Monomer. Homodimer. Forms heterodimers with EPHA2. Binds to the receptor tyrosine kinases EPHA2, EPHA3, EPHA4, EPHA5, EPHA6 and EPHA7. Also binds with low affinity to EPHA1 (By similarity). {ECO:0000250}.
ENSMUSG00000035064	O08796	SUBUNIT: Monomer or homodimer. {ECO:0000305}.
ENSMUSG00000031987	Q91YE3	SUBUNIT: Monomer. Interacts with ING4; the interaction inhibits the hydroxylation of HIF alpha proteins. Interacts with PTGES3 (via PXLE motif); thereby recruiting EGLN1 to the HSP90 pathway to facilitate HIF alpha proteins hydroxylation. Interacts with LIMD1. Found in a complex composed of LIMD1, VHL, EGLN1/PHD2, TCEB2 and CUL2. Interacts with EPAS1. Interacts with CBFA2T3 and HIF1A. {ECO:0000250|UniProtKB:Q9GZT9}.
ENSMUSG00000040028	P70372	SUBUNIT: Monomer and homodimer (in vitro). Interacts with ANP32A (By similarity). Interacts with ZNF385A; the interaction is indirect and mRNA-dependent and may regulate p53/TP53 expression (PubMed:21402775). Identified in a mRNP complex, at least composed of DHX9, DDX3X, ELAVL1, HNRNPU, IGF2BP1, ILF3, PABPC1, PCBP2, PTBP2, STAU1, STAU2, SYNCRIP and YBX1. Interacts with AGO1 and AGO2. Interacts with IGF2BP2 and IGF2BP3. Interacts with HNRNPL (By similarity). {ECO:0000250|UniProtKB:P70372, ECO:0000269|PubMed:21402775}.
ENSMUSG00000016349	P62631	SUBUNIT: Monomer.
ENSMUSG00000021236	Q9WUZ9	SUBUNIT: Exists both as a monomer and a disulfide-linked homodimer, the dimers are enzymatically inactive. {ECO:0000250}.
ENSMUSG00000022468	Q3V188	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000024955	O08580	SUBUNIT: Binds DNA as a monomer or a homodimer. Interacts (via the AF2 domain) with coactivator PPARGC1A (via the L3 motif); the interaction greatly enhances transcriptional activity of genes involved in energy metabolism. Interacts with PIAS4; the interaction enhances sumoylation (By similarity). {ECO:0000250}.
ENSMUSG00000029326	Q8BGB7	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_03117}.
ENSMUSG00000035203	Q80VP1	SUBUNIT: Monomer. Binds clathrin, ZBTB16/ZNF145, REPS2 and EPS15 (By similarity). Binds ubiquitinated proteins (By similarity). Interacts with RALBP1 in a complex also containing NUMB and TFAP2A during interphase and mitosis (By similarity). Interacts with AP2B1 (By similarity). Interacts with UBQLN2 (By similarity). Interacts with ITSN1. Interacts with AP2A1 and AP2A2. {ECO:0000250|UniProtKB:O88339, ECO:0000250|UniProtKB:Q9Y6I3, ECO:0000269|PubMed:9813051, ECO:0000269|PubMed:9920862}.
ENSMUSG00000018166	Q61526	SUBUNIT: Monomer and homodimer. Heterodimer with each of the other ERBB receptors (Potential). Interacts with CSPG5, PA2G4, GRB7 and MUC1 (By similarity). Interacts with MYOC (PubMed:23897819). Found in a ternary complex with NRG1 and ITGAV:ITGB3 or ITGA6:ITGB4 (By similarity). {ECO:0000250|UniProtKB:P21860, ECO:0000269|PubMed:23897819, ECO:0000305}.
ENSMUSG00000057069	Q8R2E9	SUBUNIT: Homodimer; disulfide-linked (By similarity). Heterodimer with ERO1A; disulfide-linked (By similarity). Also detected as monomer. Homodimers may be somewhat less active than monomers. The abundance of monomers and homodimers may be tissue-specific. Interacts with P4HB (By similarity). Interacts with ERP44 (By similarity). {ECO:0000250}.
ENSMUSG00000021255	Q61539	SUBUNIT: Binds DNA as a monomer. {ECO:0000250}.
ENSMUSG00000028943	Q9ET47	SUBUNIT: Monomer. Binds F-actin in a Ca(2+)-resistant fashion. Interacts (via N-terminal) with BAIAP2 (via SH3-domain). Interacts with PFN2. {ECO:0000269|PubMed:10588661, ECO:0000269|PubMed:12598619, ECO:0000269|PubMed:15190118}.
ENSMUSG00000045394	Q99JW5	SUBUNIT: Monomer. Interacts with phosphorylated CLDN7 (By similarity). {ECO:0000250}.
ENSMUSG00000027809	Q921G7	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000064254	Q9DCM0	SUBUNIT: Monomer. Interacts with TST. May interact with RELA (By similarity). {ECO:0000250}.
ENSMUSG00000017733	Q9DA01	SUBUNIT: Monomer. Homodimer. Homomultimers. Interacts (via C-terminus) with SEMG1 (via 164-283 AA). Interacts with LTF. Found in a complex with LTF, CLU, EPPIN and SEMG1. {ECO:0000250}.
ENSMUSG00000062515	P04117	SUBUNIT: Monomer (By similarity). Homodimer. Interacts with PPARG. {ECO:0000250, ECO:0000269|PubMed:12077340, ECO:0000269|PubMed:14594993, ECO:0000269|PubMed:16574478, ECO:0000269|PubMed:17761196, ECO:0000269|PubMed:7929228, ECO:0000269|PubMed:8161548}.
ENSMUSG00000021583	Q9EQH2	SUBUNIT: Monomer. May also exist as a heterodimer; with ERAP2. Interacts with RBMX (By similarity). {ECO:0000250}.
ENSMUSG00000033105	Q8BLN5	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000021831	Q8R180	SUBUNIT: Predominantly monomer. May function both as a monomer and a homodimer. Interacts with PDILT (By similarity). {ECO:0000250}.
ENSMUSG00000028629	Q9CXP9	SUBUNIT: Monomer; monomeric form has weak exonuclease activity. Homodimer; homodimeric form is unsure but has much higher exonuclease activity, suggesting that it could homodimerize upon DNA-binding. Interacts with the replication protein A (RPA) complex (By similarity). {ECO:0000250}.
ENSMUSG00000025962	Q922E6	SUBUNIT: Monomer. Found in a complex with GRSF1, DDX28, DHX30 and FASTKD5. Associates with the 16S mitochondrial rRNA (16S mt-rRNA). {ECO:0000250|UniProtKB:Q9NYY8}.
ENSMUSG00000062209	Q61527	SUBUNIT: Monomer in the absence of bound ligand. Homodimer or heterodimer with another ERBB family member upon ligand binding, thus forming heterotetramers. Interacts with EGFR and ERBB2. Interacts with DLG2 (via its PDZ domain), DLG3 (via its PDZ domain), DLG4 (via its PDZ domain) and SNTB2 (via its PDZ domain). Interacts with MUC1. Interacts (via its PPxy motifs) with WWOX. Interacts (via the PPxY motif 3 of isoform JM-A CYT-2) with YAP1 (via the WW domain 1 of isoform 1). Interacts (isoform JM-A CYT-1 and isoform JM-B CYT-1) with WWP1. Interacts (via its intracellular domain) with TRIM28. Interacts (via the intracellular domains of both CYT-1 and CYT-2 isoforms) with KAP1; the interaction does not phosphorylate KAP1 but represses ERBB4-mediated transcriptional activity. Interacts with PRPU, DDX23, MATR3, RBM15, ILF3, KAP1, U5S1, U2SURP, ITCH, HNRPU, AP2A1, NULC, LEO1, WWP2, IGHG1, HXK1, GRB7 AND ARS2. Interacts (phosphorylated isoform JM-A CYT-1 and isoform JM-B CYT-1) with PIK3R1. Interacts with SHC1. Interacts with GRB2. Interacts (soluble intracellular domain) with BCL2. Interacts (phosphorylated) with STAT1 (By similarity). Interacts with CBFA2T3. Interacts (soluble intracellular domain) with STAT5A. {ECO:0000250, ECO:0000269|PubMed:10508857, ECO:0000269|PubMed:16815842}.
ENSMUSG00000032381	Q9DCL2	SUBUNIT: Monomer and homodimer. Interacts with CIAO1 (By similarity). {ECO:0000250}.
ENSMUSG00000073396	Q3LHH8	SUBUNIT: Monomer. {ECO:0000303|PubMed:23576433, ECO:0000305}.
ENSMUSG00000037225	P15655	SUBUNIT: Monomer. Homodimer. Interacts with FGFR1, FGFR2, FGFR3 and FGFR4. Affinity between fibroblast growth factors (FGFs) and their receptors is increased by heparan sulfate glycosaminoglycans that function as coreceptors. Interacts with CSPG4, FGFBP1 and TEC. Found in a complex with FGFBP1, FGF1 and FGF2 (By similarity). Interacts with FGFBP3 (PubMed:20851768). {ECO:0000250|UniProtKB:P09038, ECO:0000269|PubMed:20851768, ECO:0000269|PubMed:9178765}.
ENSMUSG00000021974	P54130	SUBUNIT: Monomer. Homodimer. Interacts with FGFR1, FGFR2, FGFR3 and FGFR4. Affinity between fibroblast growth factors (FGFs) and their receptors is increased by heparan sulfate glycosaminoglycans that function as coreceptors (By similarity). {ECO:0000250}.
ENSMUSG00000036585	P61148	SUBUNIT: Monomer. Homodimer. Interacts with FGFR1, FGFR2, FGFR3 and FGFR4. Affinity between fibroblast growth factors (FGFs) and their receptors is increased by heparan sulfate glycosaminoglycans that function as coreceptors. Found in a complex with FGFBP1, FGF1 and FGF2. Interacts with FGFBP1. Part of a Cu(2+)-dependent multiprotein aggregate containing FGF1, S100A13 and SYT1. Interacts with SYT1. Interacts with S100A13 (By similarity). Interacts with LRRC59 (By similarity). Interacts with CSNKA, CSNKB and FIBP (By similarity). While binding with LRRC59, CSNKA and FIBP seem mutually exclusive, CSNKB and FIBP may cooperatively interact with FGF1. Forms a ternary complex with FGFR1 and ITGAV:ITGB3 and induces the recruitment of PTPN11 to the complex (By similarity). {ECO:0000250|UniProtKB:P05230}.
ENSMUSG00000021186	Q9WVH9	SUBUNIT: Homodimer. Monomer, homodimerizes in presence of Ca(2+). Interacts with ELN (By similarity). Interacts (via N-terminus) with the integrins ITGAV/ITGB3, ITGAV/ITGB5 and ITGA9/ITGB1 (PubMed:11805835). {ECO:0000250|UniProtKB:Q9UBX5, ECO:0000269|PubMed:11805835}.
ENSMUSG00000025219	P37237	SUBUNIT: Monomer. Homodimer. Interacts with FGFR1, FGFR2, FGFR3 and FGFR4. Affinity between fibroblast growth factors (FGFs) and their receptors is increased by heparan sulfate glycosaminoglycans that function as coreceptors (By similarity). {ECO:0000250}.
ENSMUSG00000031565	P16092	SUBUNIT: Monomer. Homodimer after ligand binding. Interacts predominantly with FGF1 and FGF2, but can also interact with FGF3, FGF4, FGF5, FGF6, FGF8, FGF10, FGF19, FGF21, FGF22 and FGF23 (in vitro) (PubMed:10821861, PubMed:1309590, PubMed:17086194). Ligand specificity is determined by tissue-specific expression of isoforms, and differences in the third Ig-like domain are crucial for ligand specificity. Affinity for fibroblast growth factors (FGFs) is increased by heparan sulfate glycosaminoglycans that function as coreceptors. Likewise, KLB increases the affinity for FGF19, FGF21 and FGF23. Interacts (phosphorylated on Tyr-766) with PLCG1 (via SH2 domains). Interacts with FRS2. Interacts with RPS6KA1. Interacts (via C-terminus) with NEDD4 (via WW3 domain). Interacts with KL (PubMed:17086194). Interacts with SHB (via SH2 domain) (PubMed:12181353). Interacts with GRB10 (By similarity). Interacts with ANOS1; this interaction does not interfere with FGF2-binding to FGFR1, but prevents binding of heparin-bound FGF2 (By similarity). Interacts with SOX2 and SOX3 (PubMed:17728342). Interacts with FLRT1, FLRT2 and FLRT3 (PubMed:16872596). Found in a ternary complex with FGF1 and ITGAV:ITGB3 (By similarity). {ECO:0000250|UniProtKB:P11362, ECO:0000269|PubMed:10821861, ECO:0000269|PubMed:12181353, ECO:0000269|PubMed:1309590, ECO:0000269|PubMed:16872596, ECO:0000269|PubMed:17086194, ECO:0000269|PubMed:17452648, ECO:0000269|PubMed:17728342, ECO:0000269|PubMed:8663044}.
ENSMUSG00000009566	P48760	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000038421	Q920A9	SUBUNIT: Monomer or homodimer; disulfide-linked. {ECO:0000250}.
ENSMUSG00000035451	P35582	SUBUNIT: Binds DNA as a monomer. Interacts with FOXA2. Interacts with NKX2-1. Interacts with HDAC7. Interacts with the histone H3-H4 heterodimer. Associates with nucleosomes containing histone H2A. Interacts with AR. Interacts with NR0B2 (By similarity). {ECO:0000250}.
ENSMUSG00000037025	P35583	SUBUNIT: Binds DNA as a monomer. Binds TLE1. Interacts with FOXA1 and FOXA3. Interacts with PRKDC (By similarity). {ECO:0000250}.
ENSMUSG00000051379	Q8BGT1	SUBUNIT: Monomer and homodimer (By similarity). Self-associates (via leucine-rich repeats), giving rise to homooligomers (PubMed:25374360). Interacts with FGFR1 (PubMed:16872596). Interacts (via extracellular domain) with ADGRL1/LPHN1 and LPHN2 (via olfactomedin-like domain) (PubMed:22405201). Interacts (via extracellular domain) with ADGRL3 (via olfactomedin-like domain) (PubMed:24739570, PubMed:22405201, PubMed:26235031). Interacts (via extracellular domain) with UNC5B (via Ig domain) (PubMed:19492039, PubMed:21673655, PubMed:22405201, PubMed:25374360). May also interact (via extracellular domain) with UNC5A and UNC5C (PubMed:22405201). Interacts (via extracellular domain) with UNC5D (via extracellular domain) (PubMed:19492039). Identified in complexes composed of FLRT3, ADGRL3 and UNC5B, respectively FLRT3, ADGRL3 and UNC5D (By similarity). Interacts (via cytoplasmic domain) with ROBO1 (PubMed:24560577). {ECO:0000250|UniProtKB:Q9NZU0, ECO:0000269|PubMed:16872596, ECO:0000269|PubMed:21673655, ECO:0000269|PubMed:22405201, ECO:0000269|PubMed:24560577, ECO:0000269|PubMed:24739570, ECO:0000269|PubMed:25374360, ECO:0000269|PubMed:26235031}.
ENSMUSG00000059363	O35943	SUBUNIT: Monomer (probable predominant form). Oligomer. Interacts with LYRM4 AND HSPA9. Interacts with ACO1. Interacts with ISCU. Interacts with FECH; one iron-bound FXN monomer seems to interact with a FECH homodimer. Interacts with SDHA and SDHB. Interacts with ACO2; the interaction is dependent on citrate (By similarity). {ECO:0000250}.
ENSMUSG00000027207	Q68FH4	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000055932	Q8BGW1	SUBUNIT: Monomer. May also exist as homodimer. {ECO:0000269|PubMed:19680540}.
ENSMUSG00000020150	O35969	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000035473	Q8K157	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000022707	Q9D6Y9	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000031950	P60521	SUBUNIT: Monomer. Interacts with GABRG2, NSF, GOSR1 and beta-tubulin. Interacts with ATG3, ATG13 and ULK1. Interacts with TP53INP1 and TP53INP2. Interacts with TBC1D25 and ATG7. Directly interacts with SQSTM1 and BNIP3. Interacts with TECPR2 and PCM1. Interacts with TBC1D5. Interacts with TRIM5. Interacts with MEFV and TRIM21. {ECO:0000250|UniProtKB:P60520}.
ENSMUSG00000025132	Q99PT1	SUBUNIT: Monomer. Interacts with FER. Interacts with PLXNB3 (By similarity). Forms a heterodimer with RAC1. Interacts with RHOA, the affinity is increased by three orders of magnitude when RHOA is prenylated. Interacts with PSMD10; the interaction increases ARHGDIA association with RHOA, leading to ARHGDIA-mediated inactivation of RHOA and ROCK and prolonged AKT activation (By similarity). Interacts with RHOC and CDC42 (By similarity). {ECO:0000250}.
ENSMUSG00000029276	Q8BZM1	SUBUNIT: Monomer. Interacts with notphosphorylated MET and is released upon receptor phosphorylation. Interacts with FKBP59 and FKBP12. Part of a SCF-like complex consisting of CUL7, RBX1, SKP1, FBXW8 and GLMN (By similarity). {ECO:0000250}.
ENSMUSG00000031068	Q9CQM9	SUBUNIT: Monomer and homodimer; the homodimer is probably linked by 2 2Fe-2S clusters that may serve as a redox sensor. The monomer interacts with other proteins. Interacts (via N-terminus) with PRKCQ/PKC-theta (By similarity). Interacts (via C-terminus) with CSRP3. Interacts with CSRP2. {ECO:0000250, ECO:0000269|PubMed:18258855}.
