Ohnolog-1 Id	Ohnolog-2 Id	Ohnolog-1 Symbol	Ohnolog-2 Symbol	Synteny Outgroup Support	Combine q-value(self) from all vetebrates	Combine q-value(outgroup) from all vetebrates	q-value from self comparison	Combined q-value for all outgroups	q-value for Amphioxus	q-value for Ciona intestinalis	q-value for Ciona savignyi	q-value for Drosophila	q-value for Sea Urchin	q-value for Worm	Duplication node form Ensembl
ENSMUSG00000024948	ENSMUSG00000037337	Map4k2	Map4k1	5	3.382E-006	9.111E-006									Vertebrata
ENSMUSG00000056910	ENSMUSG00000028738	Vmn2r107	Tas1r2	3	5.120E-006	0.0015									Chordata
ENSMUSG00000090572	ENSMUSG00000051980	Vmn2r109	Casr	3	0.0025	0.0021									Chordata
ENSMUSG00000061132	ENSMUSG00000002699	Blnk	Lcp2	2	2.393E-009	7.133E-007									Euteleostomi
ENSMUSG00000024777	ENSMUSG00000021051	Ppp2r5b	Ppp2r5e	5	3.946E-010	3.623E-006									Chordata
ENSMUSG00000024985	ENSMUSG00000027985	Tcf7l2	Lef1	5	1.033E-006	0.0012									Euteleostomi
ENSMUSG00000042604	ENSMUSG00000042861	Kcna4	Kcna10	5	0.0001	0.0088									Vertebrata
ENSMUSG00000067336	ENSMUSG00000023047	Bmpr2	Amhr2	4	2.880E-008	0.0003									Vertebrata
ENSMUSG00000038174	ENSMUSG00000028995	Fam126b	Fam126a	4	9.025E-008	0.0064									Vertebrata
ENSMUSG00000028698	ENSMUSG00000031834	Pik3r3	Pik3r2	4	4.100E-005	1.611E-005									Vertebrata
ENSMUSG00000037824	ENSMUSG00000028152	Tspan14	Tspan5	5	2.928E-010	1.191E-008									Vertebrata
ENSMUSG00000091631	ENSMUSG00000028738	Vmn2r95	Tas1r2	3	4.338E-006	0.0015									Chordata
ENSMUSG00000066189	ENSMUSG00000019146	Cacng3	Cacng2	3	2.305E-005	0.0061									Euteleostomi
ENSMUSG00000021700	ENSMUSG00000003411	Rab3c	Rab3b	4	4.499E-010	0.0007									Vertebrata
ENSMUSG00000018381	ENSMUSG00000026782	Abi3	Abi2	4	1.602E-008	0.0001									Vertebrata
ENSMUSG00000055078	ENSMUSG00000020428	Gabra5	Gabra6	5	0.0018	0.0005									Vertebrata
ENSMUSG00000025958	ENSMUSG00000063889	Creb1	Crem	3	0.0001	0.0016									Vertebrata
ENSMUSG00000021763	ENSMUSG00000032911	BC067074	Cspg4	4	2.377E-005	0.0004									Vertebrata
ENSMUSG00000042745	ENSMUSG00000020644	Id1	Id2	2	7.369E-007	0.0007									Vertebrata
ENSMUSG00000001175	ENSMUSG00000036438	Calm1	Calm2	4	8.369E-005	0.0025									Euteleostomi
ENSMUSG00000019312	ENSMUSG00000026786	Grb7	Apbb1ip	3	1.611E-007	0.0004									Chordata
ENSMUSG00000022995	ENSMUSG00000030403	Enah	Vasp	4	0.0028	0.0001									Vertebrata
ENSMUSG00000037907	ENSMUSG00000041870	Ankrd13b	Ankrd13a	4	1.574E-013	0.0066									Vertebrata
ENSMUSG00000034664	ENSMUSG00000027087	Itga2b	Itgav	3	3.076E-009	0.0050									Vertebrata
ENSMUSG00000054640	ENSMUSG00000030376	Slc8a1	Slc8a2	5	0.0004	1.731E-005									Vertebrata
ENSMUSG00000020124	ENSMUSG00000032612	Usp15	Usp4	3	0.0004	0.0024									Vertebrata
ENSMUSG00000027463	ENSMUSG00000022560	Slc52a3	Slc52a2	5	1.194E-008	0.0061									Vertebrata
ENSMUSG00000035437	ENSMUSG00000026721	Rabgap1	Rabgap1l	4	2.086E-013	1.287E-005									Euteleostomi
ENSMUSG00000020376	ENSMUSG00000047747	Rnf130	Rnf150	5	5.888E-006	0.0001									Vertebrata
ENSMUSG00000028709	ENSMUSG00000073910	Mob3c	Mob3b	4	1.278E-005	0.0062									Vertebrata
ENSMUSG00000030102	ENSMUSG00000042644	Itpr1	Itpr3	4	0.0043	0.0046									Coelomata
ENSMUSG00000033016	ENSMUSG00000027544	Nfatc1	Nfatc2	4	2.553E-010	0.0084									Euteleostomi
ENSMUSG00000005958	ENSMUSG00000029710	Ephb3	Ephb4	4	3.100E-006	0.0069									Coelomata
ENSMUSG00000000305	ENSMUSG00000031962	Cdh4	Cdh15	3	1.615E-009	1.387E-010									Chordata
ENSMUSG00000029648	ENSMUSG00000020357	Flt1	Flt4	4	0.0057	1.562E-005									Vertebrata
ENSMUSG00000018822	ENSMUSG00000031548	Sfrp5	Sfrp1	4	4.440E-008	0.0092									Euteleostomi
ENSMUSG00000026173	ENSMUSG00000020937	Plcd4	Plcd3	2	3.400E-008	0.0003									Vertebrata
ENSMUSG00000025010	ENSMUSG00000044707	Ccnj	Ccnjl	4	7.349E-009	0.0014									Vertebrata
ENSMUSG00000091381	ENSMUSG00000072778	Vmn2r83	Vmn2r27	4	0.0081	0.0024									Sarcopterygii
ENSMUSG00000029095	ENSMUSG00000032735	Ablim2	Ablim3	4	4.700E-013	0.0010									Coelomata
ENSMUSG00000025025	ENSMUSG00000001156	Mxi1	Mxd1	6	1.017E-008	1.647E-006									Euteleostomi
ENSMUSG00000092329	ENSMUSG00000021130	Gm20388	Galntl1	4	7.853E-007	0.0014									Chordata
ENSMUSG00000029313	ENSMUSG00000037138	Aff1	Aff3	3	0.0093	0.0007									Chordata
ENSMUSG00000043262	ENSMUSG00000030246	Uevld	Ldhb	4	2.430E-009	0.0060									Euteleostomi
ENSMUSG00000052396	ENSMUSG00000015665	Mogat2	Awat1	3	4.429E-005	0.0002									Chordata
ENSMUSG00000018167	ENSMUSG00000031574	Stard3	Star	3	0.0064	0.0044									Vertebrata
ENSMUSG00000062093	ENSMUSG00000051732	Gm10110	Pabpc2	4	9.476E-006	0.0020									Euteleostomi
ENSMUSG00000019960	ENSMUSG00000031383	Dusp6	Dusp9	4	0.0090	0.0016									Vertebrata
ENSMUSG00000038387	ENSMUSG00000055723	Rras	Rras2	5	4.760E-011	0.0005									Coelomata
ENSMUSG00000031662	ENSMUSG00000050373	Snx20	Snx21	2	3.876E-007	1.969E-007									Euteleostomi
ENSMUSG00000028243	ENSMUSG00000027455	Ubxn2b	Nsfl1c	5	4.123E-008	0.0034									Euteleostomi
ENSMUSG00000013707	ENSMUSG00000062210	Tnfaip8l2	Tnfaip8	3	0.0007	0.0096									Euteleostomi
ENSMUSG00000056648	ENSMUSG00000001657	Hoxb8	Hoxc8	4	9.695E-013	1.395E-008									Euteleostomi
ENSMUSG00000019775	ENSMUSG00000002459	Rgs17	Rgs20	5	0.0004	3.358E-005									Vertebrata
ENSMUSG00000000305	ENSMUSG00000061928	Cdh4	Dsg1b	2	1.116E-013	0.0067									Chordata
ENSMUSG00000059540	ENSMUSG00000033813	Tcea2	Tcea1	6	1.873E-011	1.833E-005									Vertebrata
ENSMUSG00000026644	ENSMUSG00000026385	Acbd7	Dbi	3	1.700E-005	0.0029									Coelomata
ENSMUSG00000032808	ENSMUSG00000015224	Cyp2c38	Cyp2j9	3	0.0042	0.0026									Vertebrata
ENSMUSG00000020679	ENSMUSG00000029556	Hnf1b	Hnf1a	3	1.028E-011	0.0007									Chordata
ENSMUSG00000091771	ENSMUSG00000028738	Vmn2r103	Tas1r2	3	4.916E-006	0.0015									Chordata
ENSMUSG00000079442	ENSMUSG00000052544	St6galnac4	St6galnac3	4	1.885E-010	0.0090									Vertebrata
ENSMUSG00000043342	ENSMUSG00000036139	Hoxd9	Hoxc9	3	3.694E-014	1.304E-006									Euteleostomi
ENSMUSG00000037126	ENSMUSG00000026979	Psd	Psd4	3	9.848E-005	0.0053									Vertebrata
ENSMUSG00000039089	ENSMUSG00000035576	L3mbtl3	L3mbtl1	5	7.514E-007	0.0007									Vertebrata
ENSMUSG00000027412	ENSMUSG00000020593	Lpin3	Lpin1	5	9.813E-006	0.0024									Vertebrata
ENSMUSG00000038615	ENSMUSG00000029832	Nfe2l1	Nfe2l3	5	4.567E-014	1.150E-009									Vertebrata
ENSMUSG00000033763	ENSMUSG00000022353	Mtss1l	Mtss1	4	4.702E-007	0.0086									Vertebrata
ENSMUSG00000015222	ENSMUSG00000032479	Mtap2	Mtap4	2	1.608E-007	0.0003									Vertebrata
ENSMUSG00000024190	ENSMUSG00000034765	Dusp1	Dusp5	4	9.455E-009	0.0049									Vertebrata
ENSMUSG00000025324	ENSMUSG00000055415	Atp10a	Atp10b	3	0.0017	0.0038									Chordata
ENSMUSG00000040451	ENSMUSG00000050931	Sgms1	Sgms2	6	3.102E-008	1.179E-008									Vertebrata
ENSMUSG00000035530	ENSMUSG00000006941	Eif1	Eif1b	5	4.629E-007	0.0088									Euteleostomi
ENSMUSG00000056185	ENSMUSG00000027423	Snx32	Snx5	5	1.670E-007	0.0003									Coelomata
ENSMUSG00000028519	ENSMUSG00000022150	Dab1	Dab2	4	4.503E-010	3.649E-007									Vertebrata
ENSMUSG00000024112	ENSMUSG00000022416	Cacna1h	Cacna1i	5	2.121E-008	8.054E-006									Euteleostomi
ENSMUSG00000033615	ENSMUSG00000025867	Cplx1	Cplx2	4	3.728E-006	1.983E-008									Euteleostomi
ENSMUSG00000035357	ENSMUSG00000002006	Pdzrn3	Pdzd4	3	2.809E-005	7.877E-006									Vertebrata
ENSMUSG00000093593	ENSMUSG00000017686	Gm20683	Rhot1	5	0.0004	0.0008									Vertebrata
ENSMUSG00000053702	ENSMUSG00000038366	Nebl	Lasp1	2	1.395E-010	5.486E-005									Chordata
ENSMUSG00000040016	ENSMUSG00000019464	Ptger3	Ptger1	3	1.820E-009	0.0012									Vertebrata
ENSMUSG00000020186	ENSMUSG00000030470	Csrp2	Csrp3	4	4.090E-009	0.0036									Euteleostomi
ENSMUSG00000028525	ENSMUSG00000021699	Pde4b	Pde4d	5	1.235E-009	1.030E-008									Vertebrata
ENSMUSG00000005357	ENSMUSG00000005360	Slc1a6	Slc1a3	3	2.924E-005	0.0027									Euteleostomi
ENSMUSG00000037736	ENSMUSG00000033060	Limch1	Lmo7	4	7.487E-006	0.0003									Chordata
ENSMUSG00000094892	ENSMUSG00000028738	Vmn2r101	Tas1r2	3	5.045E-006	0.0015									Chordata
ENSMUSG00000041791	ENSMUSG00000015733	Capza3	Capza2	4	8.739E-005	0.0025									Euteleostomi
ENSMUSG00000020524	ENSMUSG00000001986	Gria1	Gria3	5	0.0018	0.0002									Vertebrata
ENSMUSG00000027678	ENSMUSG00000020647	Ncoa3	Ncoa1	4	0.0001	0.0019									Vertebrata
ENSMUSG00000054827	ENSMUSG00000028571	Cyp2c50	Cyp2j13	3	0.0059	0.0026									Vertebrata
ENSMUSG00000030527	ENSMUSG00000027936	Crtc3	Crtc2	2	4.998E-010	0.0048									Euteleostomi
ENSMUSG00000027009	ENSMUSG00000039115	Itga4	Itga9	4	1.319E-006	0.0088									Vertebrata
ENSMUSG00000019927	ENSMUSG00000078578	Ube2d1	Ube2d3	4	7.586E-009	1.359E-005									Vertebrata
ENSMUSG00000007594	ENSMUSG00000021613	Hapln4	Hapln1	1	1.145E-009	0.0076									Euteleostomi
ENSMUSG00000031918	ENSMUSG00000015214	Mtmr2	Mtmr1	4	0.0001	0.0035									Euteleostomi
ENSMUSG00000033335	ENSMUSG00000040265	Dnm2	Dnm3	5	0.0003	0.0044									Euteleostomi
ENSMUSG00000039086	ENSMUSG00000037013	Ss18l1	Ss18	4	1.496E-013	0.0094									Vertebrata
ENSMUSG00000020875	ENSMUSG00000022484	Hoxb9	Hoxc10	3	8.894E-012	2.224E-006									Vertebrata
ENSMUSG00000039376	ENSMUSG00000050315	Synpo2l	Synpo2	2	7.194E-012	1.239E-005									Euteleostomi
ENSMUSG00000026773	ENSMUSG00000026409	Pfkfb3	Pfkfb2	5	0.0014	0.0021									Euteleostomi
ENSMUSG00000020440	ENSMUSG00000021877	Arf5	Arf4	3	4.888E-007	0.0015									Vertebrata
ENSMUSG00000019831	ENSMUSG00000028868	Wasf1	Wasf2	5	1.500E-012	1.315E-005									Euteleostomi
ENSMUSG00000006205	ENSMUSG00000029096	Htra1	Htra3	3	2.088E-012	0.0013									Vertebrata
ENSMUSG00000041846	ENSMUSG00000079513	Smek1	4932429P05Rik	4	0.0002	0.0093									Vertebrata
ENSMUSG00000026755	ENSMUSG00000008475	Arpc5l	Arpc5	4	1.300E-012	3.208E-010									Euteleostomi
ENSMUSG00000028550	ENSMUSG00000002820	Atg4c	Atg4d	5	5.738E-009	8.645E-006									Euteleostomi
ENSMUSG00000028412	ENSMUSG00000039865	Slc44a1	Slc44a3	5	8.000E-012	0.0004									Coelomata
ENSMUSG00000049100	ENSMUSG00000051486	Pcdh10	Pcdhb11	4	7.460E-014	8.883E-006									
ENSMUSG00000024112	ENSMUSG00000020866	Cacna1h	Cacna1g	5	6.691E-005	6.579E-005									Vertebrata
ENSMUSG00000031902	ENSMUSG00000027544	Nfatc3	Nfatc2	4	1.353E-009	9.839E-008									Euteleostomi
ENSMUSG00000027035	ENSMUSG00000023021	Lass6	Lass5	5	7.634E-011	0.0017									Vertebrata
ENSMUSG00000000560	ENSMUSG00000031343	Gabra2	Gabra3	5	0.0014	1.701E-005									Vertebrata
ENSMUSG00000068082	ENSMUSG00000073574	Grxcr1	Grxcr2	3	7.130E-009	0.0006									Euteleostomi
ENSMUSG00000040260	ENSMUSG00000034574	Daam2	Daam1	4	0.0002	0.0035									Vertebrata
ENSMUSG00000041309	ENSMUSG00000063672	Nkx6-2	Nkx6-3	5	6.300E-014	8.404E-005									Coelomata
ENSMUSG00000034021	ENSMUSG00000029202	Pds5b	Pds5a	5	3.376E-007	7.612E-008									Vertebrata
ENSMUSG00000002147	ENSMUSG00000004040	Stat6	Stat3	5	1.234E-005	0.0025									Chordata
ENSMUSG00000020121	ENSMUSG00000030257	Srgap1	Srgap3	5	3.735E-007	0.0008									Vertebrata
ENSMUSG00000059005	ENSMUSG00000046636	Hnrnpa3	Gm7729	5	2.037E-008	3.913E-005									Euteleostomi
ENSMUSG00000045275	ENSMUSG00000032258	Lca5l	Lca5	3	0.0005	0.0023									Sarcopterygii
ENSMUSG00000050730	ENSMUSG00000037148	Arhgap42	Arhgap10	5	0.0008	0.0012									Euteleostomi
ENSMUSG00000026834	ENSMUSG00000000532	Acvr1c	Acvr1b	4	5.756E-012	0.0008									Euteleostomi
ENSMUSG00000037896	ENSMUSG00000037395	Rcor1	Rcor3	4	1.304E-009	0.0001									Vertebrata
ENSMUSG00000039308	ENSMUSG00000054008	Ndst2	Ndst1	3	1.510E-005	0.0060									Vertebrata
ENSMUSG00000054455	ENSMUSG00000024091	Vapb	Vapa	5	1.132E-009	0.0003									Euteleostomi
ENSMUSG00000025002	ENSMUSG00000028571	Cyp2c55	Cyp2j13	3	0.0027	0.0022									Vertebrata
ENSMUSG00000022449	ENSMUSG00000030022	Adamts20	Adamts9	5	2.359E-008	3.618E-005									Euteleostomi
ENSMUSG00000025558	ENSMUSG00000038608	Dock9	Dock10	4	7.265E-005	0.0003									Euteleostomi
ENSMUSG00000020694	ENSMUSG00000041997	Tlk2	Tlk1	5	1.332E-009	0.0001									Euteleostomi
ENSMUSG00000029238	ENSMUSG00000026077	Clock	Npas2	5	0.0003	0.0003									Euteleostomi
ENSMUSG00000027455	ENSMUSG00000020634	Nsfl1c	Ubxn2a	5	4.306E-005	0.0003									Vertebrata
ENSMUSG00000043683	ENSMUSG00000033319	Fem1a	Fem1c	5	0.0005	1.909E-005									Euteleostomi
ENSMUSG00000026280	ENSMUSG00000079418	Atg4b	Atg4a	4	0.0010	0.0046									Euteleostomi
ENSMUSG00000024900	ENSMUSG00000007783	Cpt1a	Cpt1c	3	0.0004	0.0069									Vertebrata
ENSMUSG00000049076	ENSMUSG00000029033	Acap2	Acap3	4	1.710E-012	0.0008									Coelomata
ENSMUSG00000073514	ENSMUSG00000027560	Dok6	Dok5	4	1.391E-011	0.0005									Euteleostomi
ENSMUSG00000017843	ENSMUSG00000059409	Ppp2r5c	Ppp2r5d	5	7.401E-005	1.974E-005									Vertebrata
ENSMUSG00000020598	ENSMUSG00000026442	Nrcam	Nfasc	3	0.0005	0.0071									Euteleostomi
ENSMUSG00000060969	ENSMUSG00000031737	Irx1	Irx5	2	5.597E-008	0.0039									Vertebrata
ENSMUSG00000091206	ENSMUSG00000028738	Vmn2r91	Tas1r2	2	4.657E-006	0.0058									Chordata
ENSMUSG00000003233	ENSMUSG00000029071	Dvl3	Dvl1	4	9.295E-008	0.0008									Euteleostomi
ENSMUSG00000040929	ENSMUSG00000031706	Rfx3	Rfx1	4	0.0012	0.0012									Vertebrata
ENSMUSG00000073433	ENSMUSG00000025132	Arhgdig	Arhgdia	3	5.682E-010	3.343E-008									Euteleostomi
ENSMUSG00000025789	ENSMUSG00000040710	St8sia2	St8sia4	4	9.783E-009	0.0008									Vertebrata
ENSMUSG00000020894	ENSMUSG00000030337	Vamp2	Vamp1	4	0.0004	0.0096									Vertebrata
ENSMUSG00000037020	ENSMUSG00000033902	Wdr62	Mapkbp1	4	0.0007	0.0005									Vertebrata
ENSMUSG00000070923	ENSMUSG00000055707	Klhl9	Klhl26	4	0.0062	0.0026									Chordata
ENSMUSG00000019302	ENSMUSG00000038600	Atp6v0a1	Atp6v0a4	4	1.029E-005	0.0024									Vertebrata
ENSMUSG00000045680	ENSMUSG00000025930	Tcf21	Msc	2	2.976E-006	0.0049									Vertebrata
ENSMUSG00000006390	ENSMUSG00000021696	Elovl1	Elovl7	4	7.404E-009	8.286E-009									Euteleostomi
ENSMUSG00000013236	ENSMUSG00000028399	Ptprs	Ptprd	5	1.318E-009	8.315E-005									Euteleostomi
ENSMUSG00000032177	ENSMUSG00000031842	Pde4a	Pde4c	5	0.0038	0.0003									Vertebrata
ENSMUSG00000091888	ENSMUSG00000096630	Vmn2r80	Vmn2r26	4	0.0079	0.0024									Sarcopterygii
ENSMUSG00000056073	ENSMUSG00000001985	Grik2	Grik3	4	7.084E-012	0.0019									Euteleostomi
ENSMUSG00000028784	ENSMUSG00000048874	Spocd1	Phf3	3	1.213E-010	0.0051									Chordata
ENSMUSG00000074764	ENSMUSG00000020964	Sel1l2	Sel1l	5	0.0002	0.0029									Euteleostomi
ENSMUSG00000027692	ENSMUSG00000052854	Tnik	Nrk	6	4.270E-006	3.244E-005									Euteleostomi
ENSMUSG00000022208	ENSMUSG00000025318	Jph4	Jph3	5	3.762E-009	1.724E-009									Euteleostomi
ENSMUSG00000063446	ENSMUSG00000033342	E130309F12Rik	4833424O15Rik	5	4.338E-005	0.0001									Euteleostomi
ENSMUSG00000033080	ENSMUSG00000021239	Vsx1	Vsx2	4	6.193E-006	0.0003									Euteleostomi
ENSMUSG00000028613	ENSMUSG00000032193	Lrp8	Ldlr	4	4.281E-008	0.0001									Euteleostomi
ENSMUSG00000034145	ENSMUSG00000026519	Tmem63c	Tmem63a	3	2.318E-010	1.713E-005									Vertebrata
ENSMUSG00000055022	ENSMUSG00000030075	Cntn1	Cntn3	6	8.819E-009	0.0001									Vertebrata
ENSMUSG00000048126	ENSMUSG00000043719	Col6a3	Col6a6	4	0.0089	0.0003									Vertebrata
ENSMUSG00000041075	ENSMUSG00000044674	Fzd7	Fzd1	5	1.009E-007	0.0009									Vertebrata
ENSMUSG00000001313	ENSMUSG00000054855	Rnd2	Rnd1	4	4.466E-009	0.0056									Vertebrata
ENSMUSG00000021474	ENSMUSG00000025212	Sfxn1	Sfxn3	4	2.990E-007	0.0021									Vertebrata
ENSMUSG00000037685	ENSMUSG00000021983	Atp8a1	Atp8a2	5	3.938E-006	4.160E-006									Euteleostomi
ENSMUSG00000025092	ENSMUSG00000074793	Hspa12a	Hspa12b	4	0.0036	0.0051									Euteleostomi
ENSMUSG00000022905	ENSMUSG00000003731	Kpna1	Kpna6	5	0.0064	6.043E-005									Vertebrata
ENSMUSG00000050368	ENSMUSG00000038210	Hoxd10	Hoxa11	3	7.505E-014	8.135E-006									Chordata
ENSMUSG00000092232	ENSMUSG00000069867	Gm20521	Pabpn1l	4	8.160E-008	0.0001									Vertebrata
ENSMUSG00000030657	ENSMUSG00000020868	Xylt1	Xylt2	4	0.0003	0.0008									Vertebrata
ENSMUSG00000026888	ENSMUSG00000026786	Grb14	Apbb1ip	3	1.734E-006	0.0005									Chordata
ENSMUSG00000062093	ENSMUSG00000022283	Gm10110	Pabpc1	5	0.0014	0.0009									Euteleostomi
ENSMUSG00000019905	ENSMUSG00000091656	Gprc6a	Vmn2r106	3	0.0009	0.0018									Chordata
ENSMUSG00000053465	ENSMUSG00000062184	Hs6st3	Hs6st2	5	1.934E-013	3.225E-007									Euteleostomi
ENSMUSG00000051984	ENSMUSG00000035325	Sec31b	Sec31a	3	2.237E-005	0.0001									Vertebrata
ENSMUSG00000024331	ENSMUSG00000031962	Dsc2	Cdh15	3	1.653E-007	0.0011									Vertebrata
ENSMUSG00000030727	ENSMUSG00000020817	Rabep2	Rabep1	4	3.162E-005	0.0009									Vertebrata
ENSMUSG00000060969	ENSMUSG00000031738	Irx1	Irx6	3	6.096E-008	0.0004									Euteleostomi
ENSMUSG00000038618	ENSMUSG00000030259	Rassf7	Rassf8	4	2.455E-006	0.0002									Vertebrata
ENSMUSG00000020701	ENSMUSG00000070498	Tmem132e	Tmem132b	3	4.160E-011	1.291E-005									Vertebrata
ENSMUSG00000030844	ENSMUSG00000052087	Rgs10	Rgs14	3	2.587E-006	2.636E-006									Chordata
ENSMUSG00000018593	ENSMUSG00000029309	Sparc	Sparcl1	4	1.898E-007	3.739E-006									Euteleostomi
ENSMUSG00000034774	ENSMUSG00000036510	Dsg1c	Cdh8	4	7.414E-007	0.0034									Chordata
ENSMUSG00000029158	ENSMUSG00000024487	Yipf7	Yipf5	6	1.513E-008	1.643E-008									Euteleostomi
ENSMUSG00000074627	ENSMUSG00000022558	4922505G16Rik	Heatr7a	1	8.119E-011	0.0054									Chordata
ENSMUSG00000066189	ENSMUSG00000020723	Cacng3	Cacng4	3	3.920E-007	0.0004									Euteleostomi
ENSMUSG00000038700	ENSMUSG00000038253	Hoxb5	Hoxa5	6	4.327E-014	1.817E-020									Euteleostomi
ENSMUSG00000035407	ENSMUSG00000042099	Kank4	Kank3	4	1.822E-006	0.0001									Chordata
ENSMUSG00000044042	ENSMUSG00000028354	Fmn1	Fmn2	4	7.932E-005	0.0015									Vertebrata
ENSMUSG00000024176	ENSMUSG00000000567	Sox8	Sox9	4	2.160E-009	6.784E-005									Euteleostomi
ENSMUSG00000001815	ENSMUSG00000005503	Evx2	Evx1	4	7.125E-014	5.284E-009									Euteleostomi
ENSMUSG00000048027	ENSMUSG00000070509	Rgmb	Rgma	4	1.271E-007	0.0015									Euteleostomi
ENSMUSG00000040414	ENSMUSG00000034248	Slc25a28	Slc25a37	4	1.454E-010	0.0077									Euteleostomi
ENSMUSG00000026489	ENSMUSG00000003762	Adck3	Adck4	4	0.0002	0.0005									Vertebrata
ENSMUSG00000027985	ENSMUSG00000055799	Lef1	Tcf7l1	5	0.0004	0.0053									Euteleostomi
ENSMUSG00000015846	ENSMUSG00000039656	Rxra	Rxrb	4	1.696E-007	6.362E-005									Vertebrata
ENSMUSG00000091381	ENSMUSG00000094672	Vmn2r83	Vmn2r25	4	0.0078	0.0024									Sarcopterygii
ENSMUSG00000026933	ENSMUSG00000044433	Camsap1	Camsap3	3	3.915E-005	0.0047									Euteleostomi
ENSMUSG00000020875	ENSMUSG00000036139	Hoxb9	Hoxc9	3	1.829E-012	4.804E-007									Euteleostomi
ENSMUSG00000059005	ENSMUSG00000004980	Hnrnpa3	Hnrnpa2b1	5	2.268E-014	0.0007									Euteleostomi
ENSMUSG00000004934	ENSMUSG00000025423	Pias4	Pias2	3	2.933E-005	0.0017									Vertebrata
ENSMUSG00000042354	ENSMUSG00000025266	Gnl3	Gnl3l	5	9.039E-005	0.0007									Chordata
ENSMUSG00000042248	ENSMUSG00000028571	Cyp2c37	Cyp2j13	3	0.0053	0.0026									Vertebrata
ENSMUSG00000079442	ENSMUSG00000039037	St6galnac4	St6galnac5	4	6.727E-012	0.0053									Vertebrata
ENSMUSG00000024300	ENSMUSG00000032220	Myo1f	Myo1e	4	2.520E-006	0.0012									Vertebrata
ENSMUSG00000027840	ENSMUSG00000010797	Wnt2b	Wnt2	5	0.0002	0.0059									Euteleostomi
ENSMUSG00000024958	ENSMUSG00000049092	Gpr137	Gpr137c	1	1.602E-005	0.0088									Euteleostomi
ENSMUSG00000003865	ENSMUSG00000030244	Gys1	Gys2	4	0.0003	0.0033									Euteleostomi
ENSMUSG00000063804	ENSMUSG00000050966	Lin28b	Lin28a	4	1.064E-012	2.794E-005									Euteleostomi
ENSMUSG00000059898	ENSMUSG00000040452	Dsc3	Cdh12	3	0.0038	0.0041									Chordata
ENSMUSG00000015968	ENSMUSG00000051331	Cacna1d	Cacna1c	5	7.032E-006	0.0021									Vertebrata
ENSMUSG00000070527	ENSMUSG00000000439	Mkrn3	Mkrn2	4	0.0096	0.0085									Chordata
ENSMUSG00000000605	ENSMUSG00000004319	Clcn4-2	Clcn3	2	0.0002	0.0007									Euteleostomi
ENSMUSG00000049100	ENSMUSG00000045498	Pcdh10	Pcdhb3	4	5.910E-014	1.303E-005									
ENSMUSG00000097918	ENSMUSG00000035951	Ascl5	Ascl3	4	0.0044	0.0043									Euteleostomi
ENSMUSG00000026858	ENSMUSG00000054942	Fam73b	Fam73a	3	4.232E-011	0.0099									Euteleostomi
ENSMUSG00000034467	ENSMUSG00000047459	Dynlrb2	Dynlrb1	4	2.027E-007	0.0030									Euteleostomi
ENSMUSG00000033326	ENSMUSG00000024201	Kdm4a	Kdm4b	5	0.0006	7.620E-005									Vertebrata
ENSMUSG00000020067	ENSMUSG00000024471	Mypn	Myot	5	5.347E-007	0.0054									Chordata
ENSMUSG00000030402	ENSMUSG00000021096	Ppm1n	Ppm1a	3	8.930E-009	0.0002									Vertebrata
ENSMUSG00000002393	ENSMUSG00000069171	Nr2f6	Nr2f1	4	6.266E-009	0.0008									Vertebrata
ENSMUSG00000031133	ENSMUSG00000031511	Arhgef6	Arhgef7	4	8.778E-012	0.0051									Euteleostomi
ENSMUSG00000000093	ENSMUSG00000018604	Tbx2	Tbx3	4	8.962E-012	3.385E-006									Euteleostomi
ENSMUSG00000020359	ENSMUSG00000019232	Agxt2l2	Agxt2l1	4	4.477E-007	0.0057									Euteleostomi
ENSMUSG00000026490	ENSMUSG00000024769	Cdc42bpa	Cdc42bpg	4	1.800E-010	0.0018									Coelomata
ENSMUSG00000049470	ENSMUSG00000031189	Aff4	Aff2	2	0.0007	0.0082									Chordata
ENSMUSG00000091656	ENSMUSG00000028738	Vmn2r106	Tas1r2	3	5.120E-006	0.0015									Chordata
ENSMUSG00000056856	ENSMUSG00000063646	Jakmip3	Jakmip1	2	1.064E-012	1.375E-009									Vertebrata
ENSMUSG00000033948	ENSMUSG00000035671	Zswim5	Zswim4	4	5.207E-007	2.274E-005									Euteleostomi
ENSMUSG00000031738	ENSMUSG00000001504	Irx6	Irx2	3	6.085E-008	0.0001									Vertebrata
ENSMUSG00000092086	ENSMUSG00000046434	Gm6793	Hnrnpa1	3	6.107E-009	0.0006									Euteleostomi
ENSMUSG00000021945	ENSMUSG00000031310	Zmym2	Zmym3	4	1.618E-008	0.0052									Euteleostomi
ENSMUSG00000020021	ENSMUSG00000034037	Fgd6	Fgd5	4	1.139E-005	0.0025									Euteleostomi
ENSMUSG00000028333	ENSMUSG00000032249	Anp32b	Anp32a	4	0.0002	0.0036									Euteleostomi
ENSMUSG00000026797	ENSMUSG00000027882	Stxbp1	Stxbp3a	4	3.760E-012	2.078E-005									Coelomata
ENSMUSG00000050435	ENSMUSG00000091896	Ube2dnl1	Ube2d2a	3	0.0003	0.0010									Euteleostomi
ENSMUSG00000027574	ENSMUSG00000055761	Nkain4	Nkain3	2	5.317E-010	0.0056									Euteleostomi
