Ohnolog-1 Id	Ohnolog-2 Id	Ohnolog-1 Symbol	Ohnolog-2 Symbol	Synteny Outgroup Support	Combine q-value(self) from all vetebrates	Combine q-value(outgroup) from all vetebrates	q-value from self comparison	Combined q-value for all outgroups	q-value for Amphioxus	q-value for Ciona intestinalis	q-value for Ciona savignyi	q-value for Drosophila	q-value for Sea Urchin	q-value for Worm	Duplication node form Ensembl
ENSMUSG00000025002	ENSMUSG00000028571	Cyp2c55	Cyp2j13	3	0.0027	0.0022									Vertebrata
ENSMUSG00000022449	ENSMUSG00000030022	Adamts20	Adamts9	5	2.359E-008	3.618E-005									Euteleostomi
ENSMUSG00000025558	ENSMUSG00000038608	Dock9	Dock10	4	7.265E-005	0.0003									Euteleostomi
ENSMUSG00000019838	ENSMUSG00000033965	Slc16a10	Slc16a2	2	0.0127	0.0189									Euteleostomi
ENSMUSG00000020694	ENSMUSG00000041997	Tlk2	Tlk1	5	1.332E-009	0.0001									Euteleostomi
ENSMUSG00000029238	ENSMUSG00000026077	Clock	Npas2	5	0.0003	0.0003									Euteleostomi
ENSMUSG00000033669	ENSMUSG00000005267	Zfp7	Zfp287	3	0.0152	0.0449									Chordata
ENSMUSG00000027455	ENSMUSG00000020634	Nsfl1c	Ubxn2a	5	4.306E-005	0.0003									Vertebrata
ENSMUSG00000043683	ENSMUSG00000033319	Fem1a	Fem1c	5	0.0005	1.909E-005									Euteleostomi
ENSMUSG00000029530	ENSMUSG00000037944	Ccr9	Ccr7	2	2.801E-007	0.0443									Euteleostomi
ENSMUSG00000094309	ENSMUSG00000001157	Gmcl1l	Gmcl1	5	9.907E-005	0.0311									Euteleostomi
ENSMUSG00000026280	ENSMUSG00000079418	Atg4b	Atg4a	4	0.0010	0.0046									Euteleostomi
ENSMUSG00000024900	ENSMUSG00000007783	Cpt1a	Cpt1c	3	0.0004	0.0069									Vertebrata
ENSMUSG00000001819	ENSMUSG00000001655	Hoxd13	Hoxc13	1	1.659E-014	0.0346									Euteleostomi
ENSMUSG00000026043	ENSMUSG00000045672	Col3a1	Col27a1	2	0.2622	0.0261									Chordata
ENSMUSG00000067229	ENSMUSG00000052520	Cyp2c66	Cyp2j5	1	0.0042	0.0173									Vertebrata
ENSMUSG00000022533	ENSMUSG00000036622	Atp13a3	Atp13a2	2	5.932E-008	0.0113									Vertebrata
ENSMUSG00000049076	ENSMUSG00000029033	Acap2	Acap3	4	1.710E-012	0.0008									Coelomata
ENSMUSG00000073514	ENSMUSG00000027560	Dok6	Dok5	4	1.391E-011	0.0005									Euteleostomi
ENSMUSG00000017843	ENSMUSG00000059409	Ppp2r5c	Ppp2r5d	5	7.401E-005	1.974E-005									Vertebrata
ENSMUSG00000030695	ENSMUSG00000017390	Aldoa	Aldoc	4	1.858E-006	0.0109									Euteleostomi
ENSMUSG00000020598	ENSMUSG00000026442	Nrcam	Nfasc	3	0.0005	0.0071									Euteleostomi
ENSMUSG00000060969	ENSMUSG00000031737	Irx1	Irx5	2	5.597E-008	0.0039									Vertebrata
ENSMUSG00000091206	ENSMUSG00000028738	Vmn2r91	Tas1r2	2	4.657E-006	0.0058									Chordata
ENSMUSG00000028434	ENSMUSG00000026383	Epb4.1l4b	Epb4.1l5	5	0.0695	0.0263									Vertebrata
ENSMUSG00000030770	ENSMUSG00000022439	Parva	Parvg	3	3.361E-005	0.0117									Vertebrata
ENSMUSG00000003233	ENSMUSG00000029071	Dvl3	Dvl1	4	9.295E-008	0.0008									Euteleostomi
ENSMUSG00000040929	ENSMUSG00000031706	Rfx3	Rfx1	4	0.0012	0.0012									Vertebrata
ENSMUSG00000073433	ENSMUSG00000025132	Arhgdig	Arhgdia	3	5.682E-010	3.343E-008									Euteleostomi
ENSMUSG00000025789	ENSMUSG00000040710	St8sia2	St8sia4	4	9.783E-009	0.0008									Vertebrata
ENSMUSG00000027004	ENSMUSG00000021319	Frzb	Sfrp4	4	1.155E-005	0.0109									Vertebrata
ENSMUSG00000024049	ENSMUSG00000031461	Myom1	Myom2	4	0.0588	0.0209									Vertebrata
ENSMUSG00000039419	ENSMUSG00000067028	Cntnap2	Cntnap5b	3	0.0003	0.0243									Vertebrata
ENSMUSG00000044322	ENSMUSG00000031673	Dsc1	Cdh11	3	9.124E-007	0.0270									Chordata
ENSMUSG00000001823	ENSMUSG00000022484	Hoxd12	Hoxc10	2	4.938E-014	0.0337									Chordata
ENSMUSG00000020894	ENSMUSG00000030337	Vamp2	Vamp1	4	0.0004	0.0096									Vertebrata
ENSMUSG00000037020	ENSMUSG00000033902	Wdr62	Mapkbp1	4	0.0007	0.0005									Vertebrata
ENSMUSG00000070923	ENSMUSG00000055707	Klhl9	Klhl26	4	0.0062	0.0026									Chordata
ENSMUSG00000091468	ENSMUSG00000028738	Vmn2r82	Tas1r2	3	0.2598	5.268E-005									Chordata
ENSMUSG00000072780	ENSMUSG00000091805	Vmn2r24	Vmn2r108	4	1.066E-005	0.0201									Sarcopterygii
ENSMUSG00000019302	ENSMUSG00000038600	Atp6v0a1	Atp6v0a4	4	1.029E-005	0.0024									Vertebrata
ENSMUSG00000045680	ENSMUSG00000025930	Tcf21	Msc	2	2.976E-006	0.0049									Vertebrata
ENSMUSG00000078566	ENSMUSG00000022051	Bnip3	Bnip3l	2	3.851E-008	0.0472									Euteleostomi
ENSMUSG00000006390	ENSMUSG00000021696	Elovl1	Elovl7	4	7.404E-009	8.286E-009									Euteleostomi
ENSMUSG00000031028	ENSMUSG00000023467	Tub	Tulp2	4	1.920E-007	0.0225									Coelomata
ENSMUSG00000013236	ENSMUSG00000028399	Ptprs	Ptprd	5	1.318E-009	8.315E-005									Euteleostomi
ENSMUSG00000032812	ENSMUSG00000024451	Arap1	Arap3	4	0.1246	0.0006									Vertebrata
ENSMUSG00000022048	ENSMUSG00000022304	Dpysl2	Dpys	4	0.0564	0.0093									Chordata
ENSMUSG00000032177	ENSMUSG00000031842	Pde4a	Pde4c	5	0.0038	0.0003									Vertebrata
ENSMUSG00000091468	ENSMUSG00000093820	Vmn2r82	Vmn2r21	4	0.0612	0.0015									Sarcopterygii
ENSMUSG00000059273	ENSMUSG00000042851	Zc3h4	Zc3h6	3	0.0790	0.0475									Euteleostomi
ENSMUSG00000021843	ENSMUSG00000027422	Ktn1	Rrbp1	1	8.139E-006	0.0304									Vertebrata
ENSMUSG00000091468	ENSMUSG00000068999	Vmn2r82	Vmn2r5	3	0.0366	0.0420									Chordata
ENSMUSG00000001229	ENSMUSG00000032393	Dpp9	Dpp8	3	7.937E-008	0.0309									Chordata
ENSMUSG00000004558	ENSMUSG00000027634	Ndrg2	Ndrg3	4	4.265E-006	0.0268									Vertebrata
ENSMUSG00000091888	ENSMUSG00000096630	Vmn2r80	Vmn2r26	4	0.0079	0.0024									Sarcopterygii
ENSMUSG00000056073	ENSMUSG00000001985	Grik2	Grik3	4	7.084E-012	0.0019									Euteleostomi
ENSMUSG00000022098	ENSMUSG00000053626	Bmp1	Tll1	4	0.0437	0.0337									Euteleostomi
ENSMUSG00000028784	ENSMUSG00000048874	Spocd1	Phf3	3	1.213E-010	0.0051									Chordata
ENSMUSG00000074764	ENSMUSG00000020964	Sel1l2	Sel1l	5	0.0002	0.0029									Euteleostomi
ENSMUSG00000027692	ENSMUSG00000052854	Tnik	Nrk	6	4.270E-006	3.244E-005									Euteleostomi
ENSMUSG00000032423	ENSMUSG00000033882	Syncrip	Rbm46	3	0.1227	0.0488									Chordata
ENSMUSG00000022208	ENSMUSG00000025318	Jph4	Jph3	5	3.762E-009	1.724E-009									Euteleostomi
ENSMUSG00000091620	ENSMUSG00000029072	Vmn2r23	Tas1r3	2	5.770E-008	0.0414									Chordata
ENSMUSG00000063446	ENSMUSG00000033342	E130309F12Rik	4833424O15Rik	5	4.338E-005	0.0001									Euteleostomi
ENSMUSG00000035834	ENSMUSG00000028104	Polr3g	Polr3gl	4	0.0001	0.0296									Vertebrata
ENSMUSG00000033080	ENSMUSG00000021239	Vsx1	Vsx2	4	6.193E-006	0.0003									Euteleostomi
ENSMUSG00000017314	ENSMUSG00000038388	Mpp2	Mpp6	4	1.389E-009	0.0129									Euteleostomi
ENSMUSG00000028613	ENSMUSG00000032193	Lrp8	Ldlr	4	4.281E-008	0.0001									Euteleostomi
ENSMUSG00000034145	ENSMUSG00000026519	Tmem63c	Tmem63a	3	2.318E-010	1.713E-005									Vertebrata
ENSMUSG00000055022	ENSMUSG00000030075	Cntn1	Cntn3	6	8.819E-009	0.0001									Vertebrata
ENSMUSG00000072778	ENSMUSG00000091572	Vmn2r27	Vmn2r3	3	4.522E-005	0.0383									Chordata
ENSMUSG00000048126	ENSMUSG00000043719	Col6a3	Col6a6	4	0.0089	0.0003									Vertebrata
ENSMUSG00000094727	ENSMUSG00000001157	Gm2825	Gmcl1	5	0.0002	0.0326									Euteleostomi
ENSMUSG00000054545	ENSMUSG00000054630	Ugt1a6a	Ugt2b5	2	0.0004	0.0329									Vertebrata
ENSMUSG00000041075	ENSMUSG00000044674	Fzd7	Fzd1	5	1.009E-007	0.0009									Vertebrata
ENSMUSG00000020894	ENSMUSG00000028955	Vamp2	Vamp3	3	1.560E-006	0.0168									Chordata
ENSMUSG00000001313	ENSMUSG00000054855	Rnd2	Rnd1	4	4.466E-009	0.0056									Vertebrata
ENSMUSG00000021474	ENSMUSG00000025212	Sfxn1	Sfxn3	4	2.990E-007	0.0021									Vertebrata
ENSMUSG00000000194	ENSMUSG00000005823	Gpr107	Gpr108	4	6.264E-005	0.0223									Euteleostomi
ENSMUSG00000024330	ENSMUSG00000004098	Col11a2	Col5a3	3	0.0606	0.0053									Euteleostomi
ENSMUSG00000078505	ENSMUSG00000095128	Gm436	GM5709	2	1.499E-011	0.0203									Vertebrata
ENSMUSG00000030287	ENSMUSG00000042644	Itpr2	Itpr3	4	0.0007	0.0216									Euteleostomi
ENSMUSG00000037685	ENSMUSG00000021983	Atp8a1	Atp8a2	5	3.938E-006	4.160E-006									Euteleostomi
ENSMUSG00000026826	ENSMUSG00000028341	Nr4a2	Nr4a3	4	0.0613	0.0015									Euteleostomi
ENSMUSG00000091259	ENSMUSG00000028950	Vmn2r110	Tas1r1	2	0.0023	0.0162									Chordata
ENSMUSG00000027525	ENSMUSG00000066043	Phactr3	Phactr4	2	2.138E-009	0.0141									Vertebrata
ENSMUSG00000025092	ENSMUSG00000074793	Hspa12a	Hspa12b	4	0.0036	0.0051									Euteleostomi
ENSMUSG00000044502	ENSMUSG00000061755	Bod1	Bod1l	2	2.006E-009	0.0148									Euteleostomi
ENSMUSG00000055679	ENSMUSG00000028111	Ctsr	Ctsk	3	8.455E-005	0.0385									Vertebrata
ENSMUSG00000027882	ENSMUSG00000004626	Stxbp3a	Stxbp2	4	1.010E-010	0.0119									Coelomata
ENSMUSG00000042248	ENSMUSG00000081362	Cyp2c37	Cyp2j7-ps	2	0.0053	0.0163									Vertebrata
ENSMUSG00000024842	ENSMUSG00000005649	Cabp4	Cabp5	3	5.475E-005	0.0236									Euteleostomi
ENSMUSG00000050345	ENSMUSG00000028111	4930486L24Rik	Ctsk	3	0.0001	0.0482									Vertebrata
ENSMUSG00000018166	ENSMUSG00000062209	Erbb3	Erbb4	4	1.821E-007	0.0252									Vertebrata
ENSMUSG00000060131	ENSMUSG00000039529	Atp8b4	Atp8b1	5	0.0092	0.0383									Vertebrata
ENSMUSG00000020057	ENSMUSG00000027900	Dram1	Dram2	3	0.0002	0.0104									Chordata
ENSMUSG00000038201	ENSMUSG00000047976	Kcna7	Kcna1	5	0.0003	0.0137									Vertebrata
ENSMUSG00000022905	ENSMUSG00000003731	Kpna1	Kpna6	5	0.0064	6.043E-005									Vertebrata
ENSMUSG00000024905	ENSMUSG00000035310	Mtl5	Lin54	3	0.2641	0.0134									Coelomata
ENSMUSG00000050368	ENSMUSG00000038210	Hoxd10	Hoxa11	3	7.505E-014	8.135E-006									Chordata
ENSMUSG00000092232	ENSMUSG00000069867	Gm20521	Pabpn1l	4	8.160E-008	0.0001									Vertebrata
ENSMUSG00000071647	ENSMUSG00000040811	Eml3	Eml2	5	0.0002	0.0201									Vertebrata
ENSMUSG00000030657	ENSMUSG00000020868	Xylt1	Xylt2	4	0.0003	0.0008									Vertebrata
ENSMUSG00000026888	ENSMUSG00000026786	Grb14	Apbb1ip	3	1.734E-006	0.0005									Chordata
ENSMUSG00000062093	ENSMUSG00000022283	Gm10110	Pabpc1	5	0.0014	0.0009									Euteleostomi
ENSMUSG00000019905	ENSMUSG00000091656	Gprc6a	Vmn2r106	3	0.0009	0.0018									Chordata
ENSMUSG00000039405	ENSMUSG00000033491	Prss23	Prss35	2	0.1533	0.0060									Euteleostomi
ENSMUSG00000025194	ENSMUSG00000023088	Abcc2	Abcc1	4	0.0478	0.0146									
ENSMUSG00000053465	ENSMUSG00000062184	Hs6st3	Hs6st2	5	1.934E-013	3.225E-007									Euteleostomi
ENSMUSG00000051984	ENSMUSG00000035325	Sec31b	Sec31a	3	2.237E-005	0.0001									Vertebrata
ENSMUSG00000024331	ENSMUSG00000031962	Dsc2	Cdh15	3	1.653E-007	0.0011									Vertebrata
ENSMUSG00000030727	ENSMUSG00000020817	Rabep2	Rabep1	4	3.162E-005	0.0009									Vertebrata
ENSMUSG00000060969	ENSMUSG00000031738	Irx1	Irx6	3	6.096E-008	0.0004									Euteleostomi
ENSMUSG00000038618	ENSMUSG00000030259	Rassf7	Rassf8	4	2.455E-006	0.0002									Vertebrata
ENSMUSG00000020701	ENSMUSG00000070498	Tmem132e	Tmem132b	3	4.160E-011	1.291E-005									Vertebrata
ENSMUSG00000030844	ENSMUSG00000052087	Rgs10	Rgs14	3	2.587E-006	2.636E-006									Chordata
ENSMUSG00000018593	ENSMUSG00000029309	Sparc	Sparcl1	4	1.898E-007	3.739E-006									Euteleostomi
ENSMUSG00000034774	ENSMUSG00000036510	Dsg1c	Cdh8	4	7.414E-007	0.0034									Chordata
ENSMUSG00000029158	ENSMUSG00000024487	Yipf7	Yipf5	6	1.513E-008	1.643E-008									Euteleostomi
ENSMUSG00000074627	ENSMUSG00000022558	4922505G16Rik	Heatr7a	1	8.119E-011	0.0054									Chordata
ENSMUSG00000066189	ENSMUSG00000020723	Cacng3	Cacng4	3	3.920E-007	0.0004									Euteleostomi
ENSMUSG00000019823	ENSMUSG00000003178	Mical1	Mical3	3	0.0037	0.0445									Chordata
ENSMUSG00000007653	ENSMUSG00000031344	Gabrb2	Gabrq	4	0.0126	0.0009									Vertebrata
ENSMUSG00000038700	ENSMUSG00000038253	Hoxb5	Hoxa5	6	4.327E-014	1.817E-020									Euteleostomi
ENSMUSG00000078506	ENSMUSG00000091376	Gm13124	Aadacl2	1	1.024E-009	0.0273									Vertebrata
ENSMUSG00000035407	ENSMUSG00000042099	Kank4	Kank3	4	1.822E-006	0.0001									Chordata
ENSMUSG00000044042	ENSMUSG00000028354	Fmn1	Fmn2	4	7.932E-005	0.0015									Vertebrata
ENSMUSG00000033063	ENSMUSG00000031772	Cntnap3	Cntnap4	3	0.0042	0.0295									Vertebrata
ENSMUSG00000024176	ENSMUSG00000000567	Sox8	Sox9	4	2.160E-009	6.784E-005									Euteleostomi
ENSMUSG00000027403	ENSMUSG00000037820	Tgm6	Tgm2	1	0.2813	0.0276									Vertebrata
ENSMUSG00000039153	ENSMUSG00000070691	Runx2	Runx3	3	1.541E-006	0.0115									Vertebrata
ENSMUSG00000030606	ENSMUSG00000007594	Hapln3	Hapln4	1	0.0003	0.0271									Euteleostomi
ENSMUSG00000092120	ENSMUSG00000028950	Vmn2r90	Tas1r1	2	0.0038	0.0189									Chordata
ENSMUSG00000094672	ENSMUSG00000091259	Vmn2r25	Vmn2r110	4	5.071E-010	0.0330									Sarcopterygii
ENSMUSG00000030123	ENSMUSG00000053646	Plxnd1	Plxnb1	5	0.0606	8.209E-006									Chordata
ENSMUSG00000030660	ENSMUSG00000026447	Pik3c2a	Pik3c2b	4	0.0004	0.0327									Vertebrata
ENSMUSG00000044365	ENSMUSG00000046668	Cxxc4	Cxxc5	2	8.869E-006	0.0399									Euteleostomi
ENSMUSG00000001119	ENSMUSG00000032572	Col6a1	Col6a4	3	0.0013	0.0178									Chordata
ENSMUSG00000027593	ENSMUSG00000096025	Raly	RALYL	4	1.566E-007	0.0267									Euteleostomi
ENSMUSG00000001815	ENSMUSG00000005503	Evx2	Evx1	4	7.125E-014	5.284E-009									Euteleostomi
ENSMUSG00000048027	ENSMUSG00000070509	Rgmb	Rgma	4	1.271E-007	0.0015									Euteleostomi
ENSMUSG00000020069	ENSMUSG00000091223	Hnrnph3	Gm8775	2	0.0010	0.0259									Euteleostomi
ENSMUSG00000031257	ENSMUSG00000023802	Nox1	Nox3	5	0.0111	0.0143									Euteleostomi
ENSMUSG00000040414	ENSMUSG00000034248	Slc25a28	Slc25a37	4	1.454E-010	0.0077									Euteleostomi
ENSMUSG00000093820	ENSMUSG00000090581	Vmn2r21	Vmn2r6	4	0.0007	0.0214									Chordata
ENSMUSG00000050368	ENSMUSG00000001656	Hoxd10	Hoxc11	2	5.513E-014	0.0419									Chordata
ENSMUSG00000043953	ENSMUSG00000048480	Ccrl2	Cxcr1	2	8.725E-007	0.0375									Vertebrata
ENSMUSG00000026489	ENSMUSG00000003762	Adck3	Adck4	4	0.0002	0.0005									Vertebrata
ENSMUSG00000027985	ENSMUSG00000055799	Lef1	Tcf7l1	5	0.0004	0.0053									Euteleostomi
ENSMUSG00000015846	ENSMUSG00000039656	Rxra	Rxrb	4	1.696E-007	6.362E-005									Vertebrata
ENSMUSG00000025004	ENSMUSG00000081362	Cyp2c40	Cyp2j7-ps	2	0.0047	0.0163									Vertebrata
ENSMUSG00000091381	ENSMUSG00000094672	Vmn2r83	Vmn2r25	4	0.0078	0.0024									Sarcopterygii
ENSMUSG00000026933	ENSMUSG00000044433	Camsap1	Camsap3	3	3.915E-005	0.0047									Euteleostomi
ENSMUSG00000020875	ENSMUSG00000036139	Hoxb9	Hoxc9	3	1.829E-012	4.804E-007									Euteleostomi
ENSMUSG00000059005	ENSMUSG00000004980	Hnrnpa3	Hnrnpa2b1	5	2.268E-014	0.0007									Euteleostomi
ENSMUSG00000004934	ENSMUSG00000025423	Pias4	Pias2	3	2.933E-005	0.0017									Vertebrata
ENSMUSG00000042354	ENSMUSG00000025266	Gnl3	Gnl3l	5	9.039E-005	0.0007									Chordata
ENSMUSG00000042248	ENSMUSG00000028571	Cyp2c37	Cyp2j13	3	0.0053	0.0026									Vertebrata
ENSMUSG00000079442	ENSMUSG00000039037	St6galnac4	St6galnac5	4	6.727E-012	0.0053									Vertebrata
ENSMUSG00000029679	ENSMUSG00000036091	Hyal6	Hyal3	3	4.767E-005	0.0364									Vertebrata
ENSMUSG00000024300	ENSMUSG00000032220	Myo1f	Myo1e	4	2.520E-006	0.0012									Vertebrata
ENSMUSG00000025020	ENSMUSG00000045776	Slit1	Lrtm1	3	0.2134	0.0078									Chordata
ENSMUSG00000027840	ENSMUSG00000010797	Wnt2b	Wnt2	5	0.0002	0.0059									Euteleostomi
ENSMUSG00000024958	ENSMUSG00000049092	Gpr137	Gpr137c	1	1.602E-005	0.0088									Euteleostomi
ENSMUSG00000095486	ENSMUSG00000095961	Vmn2r22	Vmn2r102	4	1.581E-005	0.0500									Sarcopterygii
ENSMUSG00000051790	ENSMUSG00000031302	Nlgn2	Nlgn3	4	0.0713	0.0241									Vertebrata
ENSMUSG00000091926	ENSMUSG00000095486	Vmn2r62	Vmn2r22	4	2.695E-005	0.0316									Sarcopterygii
ENSMUSG00000040021	ENSMUSG00000021959	Lats1	Lats2	5	0.1301	0.0002									Euteleostomi
ENSMUSG00000031860	ENSMUSG00000038718	Pbx4	Pbx3	4	0.0491	0.0061									Euteleostomi
ENSMUSG00000074704	ENSMUSG00000022314	Rad21l	Rad21	4	1.081E-009	0.0269									Vertebrata
ENSMUSG00000003865	ENSMUSG00000030244	Gys1	Gys2	4	0.0003	0.0033									Euteleostomi
ENSMUSG00000063804	ENSMUSG00000050966	Lin28b	Lin28a	4	1.064E-012	2.794E-005									Euteleostomi
ENSMUSG00000029685	ENSMUSG00000021898	Asb15	Asb14	3	9.882E-007	0.0323									Euteleostomi
ENSMUSG00000059898	ENSMUSG00000040452	Dsc3	Cdh12	3	0.0038	0.0041									Chordata
ENSMUSG00000025094	ENSMUSG00000036330	Slc18a2	Slc18a1	4	1.110E-008	0.0303									Vertebrata
ENSMUSG00000042570	ENSMUSG00000028522	Mier2	Mier1	2	9.616E-005	0.0201									Euteleostomi
ENSMUSG00000015968	ENSMUSG00000051331	Cacna1d	Cacna1c	5	7.032E-006	0.0021									Vertebrata
ENSMUSG00000070527	ENSMUSG00000000439	Mkrn3	Mkrn2	4	0.0096	0.0085									Chordata
ENSMUSG00000040690	ENSMUSG00000026141	Col16a1	Col19a1	3	4.198E-011	0.0424									Euteleostomi
ENSMUSG00000000605	ENSMUSG00000004319	Clcn4-2	Clcn3	2	0.0002	0.0007									Euteleostomi
ENSMUSG00000049100	ENSMUSG00000045498	Pcdh10	Pcdhb3	4	5.910E-014	1.303E-005									
ENSMUSG00000097918	ENSMUSG00000035951	Ascl5	Ascl3	4	0.0044	0.0043									Euteleostomi
ENSMUSG00000026858	ENSMUSG00000054942	Fam73b	Fam73a	3	4.232E-011	0.0099									Euteleostomi
ENSMUSG00000034467	ENSMUSG00000047459	Dynlrb2	Dynlrb1	4	2.027E-007	0.0030									Euteleostomi
ENSMUSG00000028631	ENSMUSG00000028033	Kcnq4	Kcnq5	4	2.694E-008	0.0166									Vertebrata
ENSMUSG00000061758	ENSMUSG00000045410	Akr1b10	Akr1e1	4	0.0011	0.0194									Sarcopterygii
ENSMUSG00000079110	ENSMUSG00000031981	Capn3	Capn9	4	0.0031	0.0192									Vertebrata
ENSMUSG00000027624	ENSMUSG00000024044	Epb4.1l1	Epb4.1l3	3	3.331E-010	0.0381									Euteleostomi
ENSMUSG00000033326	ENSMUSG00000024201	Kdm4a	Kdm4b	5	0.0006	7.620E-005									Vertebrata
ENSMUSG00000020067	ENSMUSG00000024471	Mypn	Myot	5	5.347E-007	0.0054									Chordata
ENSMUSG00000060216	ENSMUSG00000056055	Arrb2	Sag	5	0.2460	2.492E-005									Coelomata
ENSMUSG00000030402	ENSMUSG00000021096	Ppm1n	Ppm1a	3	8.930E-009	0.0002									Vertebrata
ENSMUSG00000002393	ENSMUSG00000069171	Nr2f6	Nr2f1	4	6.266E-009	0.0008									Vertebrata
ENSMUSG00000035033	ENSMUSG00000001444	Tbr1	Tbx21	2	2.282E-012	0.0416									Vertebrata
ENSMUSG00000031133	ENSMUSG00000031511	Arhgef6	Arhgef7	4	8.778E-012	0.0051									Euteleostomi
ENSMUSG00000000093	ENSMUSG00000018604	Tbx2	Tbx3	4	8.962E-012	3.385E-006									Euteleostomi
ENSMUSG00000020359	ENSMUSG00000019232	Agxt2l2	Agxt2l1	4	4.477E-007	0.0057									Euteleostomi
ENSMUSG00000001119	ENSMUSG00000091345	Col6a1	Col6a5	3	0.1655	0.0409									Chordata
ENSMUSG00000026490	ENSMUSG00000024769	Cdc42bpa	Cdc42bpg	4	1.800E-010	0.0018									Coelomata
ENSMUSG00000040127	ENSMUSG00000046598	Sdr9c7	Bdh1	3	0.2846	0.0041									Chordata
ENSMUSG00000018830	ENSMUSG00000030739	Myh11	Myh14	4	0.0292	0.0096									Vertebrata
ENSMUSG00000049470	ENSMUSG00000031189	Aff4	Aff2	2	0.0007	0.0082									Chordata
ENSMUSG00000091656	ENSMUSG00000028738	Vmn2r106	Tas1r2	3	5.120E-006	0.0015									Chordata
ENSMUSG00000056856	ENSMUSG00000063646	Jakmip3	Jakmip1	2	1.064E-012	1.375E-009									Vertebrata
ENSMUSG00000038332	ENSMUSG00000032009	Sesn1	Sesn3	4	0.1026	0.0001									Euteleostomi
ENSMUSG00000033948	ENSMUSG00000035671	Zswim5	Zswim4	4	5.207E-007	2.274E-005									Euteleostomi
ENSMUSG00000091620	ENSMUSG00000091504	Vmn2r23	Vmn2r118	4	0.0296	0.0080									Sarcopterygii
ENSMUSG00000031738	ENSMUSG00000001504	Irx6	Irx2	3	6.085E-008	0.0001									Vertebrata
ENSMUSG00000028457	ENSMUSG00000060131	Atp8b5	Atp8b4	5	0.0004	0.0306									Vertebrata
ENSMUSG00000092086	ENSMUSG00000046434	Gm6793	Hnrnpa1	3	6.107E-009	0.0006									Euteleostomi
ENSMUSG00000021945	ENSMUSG00000031310	Zmym2	Zmym3	4	1.618E-008	0.0052									Euteleostomi
ENSMUSG00000026450	ENSMUSG00000027902	Chit1	BC051070	4	0.0401	0.0031									Euteleostomi
ENSMUSG00000020021	ENSMUSG00000034037	Fgd6	Fgd5	4	1.139E-005	0.0025									Euteleostomi
ENSMUSG00000003644	ENSMUSG00000025665	Rps6ka1	Rps6ka6	5	0.0020	0.0230									Vertebrata
ENSMUSG00000028333	ENSMUSG00000032249	Anp32b	Anp32a	4	0.0002	0.0036									Euteleostomi
ENSMUSG00000026797	ENSMUSG00000027882	Stxbp1	Stxbp3a	4	3.760E-012	2.078E-005									Coelomata
ENSMUSG00000050435	ENSMUSG00000091896	Ube2dnl1	Ube2d2a	3	0.0003	0.0010									Euteleostomi
ENSMUSG00000027574	ENSMUSG00000055761	Nkain4	Nkain3	2	5.317E-010	0.0056									Euteleostomi
ENSMUSG00000048191	ENSMUSG00000044021	Muc6	Muc19	3	8.328E-005	0.0187									Euteleostomi
ENSMUSG00000033676	ENSMUSG00000031344	Gabrb3	Gabrq	4	1.130E-005	0.0081									Vertebrata
ENSMUSG00000038721	ENSMUSG00000038236	Hoxb7	Hoxa7	2	4.123E-014	2.285E-013									Euteleostomi
ENSMUSG00000010067	ENSMUSG00000026430	Rassf1	Rassf5	3	0.0007	0.0019									Vertebrata
ENSMUSG00000060600	ENSMUSG00000004267	Eno3	Eno2	5	0.0065	0.0364									Vertebrata
ENSMUSG00000049265	ENSMUSG00000036760	Kcnk3	Kcnk9	2	9.606E-008	0.0015									Euteleostomi
ENSMUSG00000020264	ENSMUSG00000043885	Slc36a2	Slc36a4	5	0.0508	0.0009									Vertebrata
ENSMUSG00000068154	ENSMUSG00000045440	Insm1	Insm2	4	4.536E-010	2.431E-006									Vertebrata
ENSMUSG00000047507	ENSMUSG00000057948	Baiap3	Unc13d	5	8.368E-010	0.0042									Vertebrata
ENSMUSG00000031162	ENSMUSG00000015053	Gata1	Gata2	5	1.459E-006	1.738E-005									Vertebrata
ENSMUSG00000035189	ENSMUSG00000055489	Ano4	Ano5	4	7.538E-009	0.0072									Chordata
ENSMUSG00000054545	ENSMUSG00000070704	Ugt1a6a	Ugt2b36	2	0.0004	0.0329									Vertebrata
ENSMUSG00000022021	ENSMUSG00000024456	Diap3	Diap1	2	1.068E-007	0.0022									Vertebrata
ENSMUSG00000040896	ENSMUSG00000009731	Kcnd3	Kcnd1	5	0.2758	0.0003									Coelomata
ENSMUSG00000059901	ENSMUSG00000043635	Adamts14	Adamts3	2	1.398E-006	9.881E-006									Euteleostomi
ENSMUSG00000034758	ENSMUSG00000032280	Tle6	Tle3	4	7.607E-010	0.0008									Euteleostomi
ENSMUSG00000046982	ENSMUSG00000047907	Tshz1	Tshz2	3	1.382E-011	9.215E-005									Euteleostomi
ENSMUSG00000090619	ENSMUSG00000094145	Vmn2r60	Vmn2r20	3	0.0006	0.0478									Sarcopterygii
ENSMUSG00000019905	ENSMUSG00000072780	Gprc6a	Vmn2r24	4	0.0598	0.0089									Chordata
ENSMUSG00000074882	ENSMUSG00000015224	Cyp2c68	Cyp2j9	3	0.0046	0.0026									Vertebrata
ENSMUSG00000025217	ENSMUSG00000020271	Btrc	Fbxw11	4	3.586E-010	0.0002									Euteleostomi
