Ensembl Gene ID	Homology Type	Rat Ensembl Gene ID	Ancestor	dN	dS
ENSMUSG00000095196					
ENSMUSG00000094913	ortholog_many2many	ENSRNOG00000042329	Murinae	0.14480	0.45690
ENSMUSG00000094913	ortholog_many2many	ENSRNOG00000046538	Murinae	0.12710	0.39660
ENSMUSG00000094913	ortholog_many2many	ENSRNOG00000043302	Murinae	0.21030	0.89680
ENSMUSG00000094913	ortholog_many2many	ENSRNOG00000047532	Murinae	0.18170	0.47560
ENSMUSG00000094913	ortholog_many2many	ENSRNOG00000001218	Murinae	0.11140	0.39260
ENSMUSG00000094913	ortholog_many2many	ENSRNOG00000042797	Murinae	0.07020	0.34540
ENSMUSG00000024642	ortholog_one2one	ENSRNOG00000013239	Murinae	0.01880	0.16360
ENSMUSG00000082541					
ENSMUSG00000037022	ortholog_one2one	ENSRNOG00000011618	Murinae	0.03650	0.20200
ENSMUSG00000083887					
ENSMUSG00000044176	ortholog_one2one	ENSRNOG00000043250	Murinae	0.16980	0.24100
ENSMUSG00000057047					
ENSMUSG00000055485	ortholog_one2one	ENSRNOG00000006309	Murinae	0.01080	0.27460
ENSMUSG00000022453	ortholog_one2one	ENSRNOG00000008064	Murinae	0.04150	0.24250
ENSMUSG00000100794					
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000050587	Murinae	0.44460	1.16040
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000048316	Murinae	0.43240	1.38540
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000029050	Murinae	0.42810	1.40630
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000046205	Murinae	0.47580	1.36550
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000049843	Murinae	0.46740	1.23280
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000047272	Murinae	0.44280	1.15320
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000040007	Murinae	0.64780	1.42320
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000047778	Murinae	0.47200	1.34520
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000040020	Murinae	0.44090	1.04040
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000049239	Murinae	0.40860	1.02800
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000049705	Murinae	0.46190	1.37070
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000039141	Murinae	0.40390	0.86710
ENSMUSG00000093833	ortholog_many2many	ENSRNOG00000042048	Murinae	0.49600	1.47440
ENSMUSG00000057506	ortholog_one2one	ENSRNOG00000012684	Murinae	0.00930	0.18950
ENSMUSG00000081166					
ENSMUSG00000064023	ortholog_one2one	ENSRNOG00000018580	Murinae	0.03930	0.22190
ENSMUSG00000055430	ortholog_one2one	ENSRNOG00000007808	Murinae	0.02460	0.22520
ENSMUSG00000057337	ortholog_one2one	ENSRNOG00000000572	Murinae	0.02340	0.22460
ENSMUSG00000102606					
ENSMUSG00000083599					
ENSMUSG00000041309	ortholog_one2one	ENSRNOG00000017748	Euarchontoglires	0.00000	0.11330
ENSMUSG00000028411	ortholog_one2one	ENSRNOG00000006582	Murinae	0.05150	0.17620
ENSMUSG00000014747	ortholog_one2one	ENSRNOG00000021402	Murinae	0.11710	0.17180
ENSMUSG00000049052	ortholog_one2one	ENSRNOG00000030191	Murinae	0.03770	0.24160
ENSMUSG00000060747	ortholog_many2many	ENSRNOG00000026584	Murinae	0.12990	0.15490
ENSMUSG00000060747	ortholog_many2many	ENSRNOG00000043368	Murinae	0.14270	0.17440
ENSMUSG00000103699					
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000050237	Murinae	0.46500	0.58160
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000045837	Murinae	0.48470	0.59750
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000047210	Murinae	0.46590	0.47970
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000050034	Murinae	0.49600	0.87170
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000047861	Murinae	0.52740	0.87410
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000033874	Murinae	0.52050	0.82140
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000049042	Murinae	0.52930	0.74290
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000047845	Murinae	0.43030	0.66970
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000049468	Murinae	0.43200	0.51140
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000050916	Murinae	0.45970	0.50890
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000049312	Murinae	0.50750	0.77120
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000047982	Murinae	0.55300	0.71470
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000033861	Murinae	0.75990	1.57640
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000046212	Murinae	0.44390	0.57790
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000047033	Murinae	0.57970	0.72590
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000046985	Murinae	0.46220	0.47570
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000049674	Murinae	0.41880	0.48780
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000050134	Murinae	0.47420	0.49200
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000026262	Murinae	0.57750	0.59160
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000050422	Murinae	0.48170	0.48170
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000039860	Murinae	0.42370	0.87650
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000049187	Murinae	0.54310	1.00770
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000048976	Murinae	0.47750	0.86760
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000029323	Murinae	0.53900	0.74220
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000032131	Murinae	0.45030	0.51030
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000047330	Murinae	0.44790	0.38170
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000047590	Murinae	0.51630	0.86880
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000048796	Murinae	0.51630	0.86880
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000042971	Murinae	0.45730	0.50950
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000050568	Murinae	0.46500	0.42000
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000026588	Murinae	0.47570	0.48070
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000046751	Murinae	0.56610	0.77050
ENSMUSG00000094105	ortholog_many2many	ENSRNOG00000049890	Murinae	0.49660	0.81770
ENSMUSG00000025026	ortholog_one2one	ENSRNOG00000012820	Murinae	0.01850	0.33960
ENSMUSG00000101898					
ENSMUSG00000071750					
ENSMUSG00000042102	ortholog_one2one	ENSRNOG00000023588	Murinae	0.02760	0.22480
ENSMUSG00000029346	ortholog_one2one	ENSRNOG00000000662	Murinae	0.05590	0.22220
ENSMUSG00000103670					
ENSMUSG00000075014					
ENSMUSG00000103308					
ENSMUSG00000037062	ortholog_one2one	ENSRNOG00000012957	Murinae	0.01410	0.22090
ENSMUSG00000093889					
ENSMUSG00000059479	ortholog_one2one	ENSRNOG00000020606	Murinae	0.01530	0.17620
ENSMUSG00000003299	ortholog_one2one	ENSRNOG00000020659	Murinae	0.03200	0.15280
ENSMUSG00000067872	ortholog_one2many	ENSRNOG00000025247	Murinae	0.10030	0.17560
ENSMUSG00000067872	ortholog_one2many	ENSRNOG00000050596	Murinae	0.10030	0.17560
ENSMUSG00000103081	ortholog_one2one	ENSRNOG00000027220	Murinae		
ENSMUSG00000058470					
ENSMUSG00000015839	ortholog_one2one	ENSRNOG00000001548	Murinae	0.02480	0.17590
ENSMUSG00000093568					
ENSMUSG00000038552					
ENSMUSG00000024673	ortholog_one2one	ENSRNOG00000020945	Murinae	0.04510	0.12790
ENSMUSG00000094104	ortholog_one2many	ENSRNOG00000049197	Murinae	0.08200	0.26050
ENSMUSG00000092165	ortholog_many2many	ENSRNOG00000029659	Murinae	0.42600	0.67840
ENSMUSG00000092165	ortholog_many2many	ENSRNOG00000032043	Murinae	0.44850	0.55410
ENSMUSG00000092165	ortholog_many2many	ENSRNOG00000045904	Murinae	0.43510	0.63320
ENSMUSG00000092165	ortholog_many2many	ENSRNOG00000040022	Murinae	0.42170	0.48260
ENSMUSG00000092165	ortholog_many2many	ENSRNOG00000046498	Murinae	0.42080	0.59230
ENSMUSG00000094344					
ENSMUSG00000078670	ortholog_one2one	ENSRNOG00000012369	Murinae	0.04050	0.25010
ENSMUSG00000020640	ortholog_one2one	ENSRNOG00000046741	Murinae	0.02330	0.18320
ENSMUSG00000096154	ortholog_one2many	ENSRNOG00000027000	Murinae	0.19320	0.18370
ENSMUSG00000033765	ortholog_one2many	ENSRNOG00000028576	Murinae	0.13800	0.39940
ENSMUSG00000021188	ortholog_one2one	ENSRNOG00000005292	Murinae	0.03940	0.21500
ENSMUSG00000054455	ortholog_one2one	ENSRNOG00000005331	Murinae	0.01540	0.19500
ENSMUSG00000021965	ortholog_one2one	ENSRNOG00000021847	Murinae	0.10770	0.22670
ENSMUSG00000081735					
ENSMUSG00000060499	ortholog_one2one	ENSRNOG00000032720	Murinae	0.00000	0.33660
ENSMUSG00000043319	ortholog_one2one	ENSRNOG00000031106	Murinae	0.10090	0.22440
ENSMUSG00000098000					
ENSMUSG00000104447					
ENSMUSG00000020671	ortholog_one2one	ENSRNOG00000047088	Murinae	0.00000	0.04470
ENSMUSG00000074676	ortholog_one2one	ENSRNOG00000008529	Murinae	0.04090	0.14070
ENSMUSG00000062044					
ENSMUSG00000090558					
ENSMUSG00000094132					
ENSMUSG00000102675					
ENSMUSG00000081507					
ENSMUSG00000090327					
ENSMUSG00000083517					
ENSMUSG00000070720	ortholog_one2one	ENSRNOG00000032018	Murinae	0.06820	0.26140
ENSMUSG00000064272					
ENSMUSG00000090063					
ENSMUSG00000002981	ortholog_one2one	ENSRNOG00000018255	Murinae	0.00480	0.15160
ENSMUSG00000072235	ortholog_one2one	ENSRNOG00000004559	Murinae	0.00000	0.12380
ENSMUSG00000071356	ortholog_one2one	ENSRNOG00000006151	Murinae	0.05670	0.32770
ENSMUSG00000022263	ortholog_one2one	ENSRNOG00000012148	Murinae	0.00260	0.19510
ENSMUSG00000021347	ortholog_one2one	ENSRNOG00000016742	Murinae	0.08310	0.16250
ENSMUSG00000102630					
ENSMUSG00000067528	ortholog_one2many	ENSRNOG00000021069	Murinae	0.06170	0.25520
ENSMUSG00000081093					
ENSMUSG00000022351	ortholog_one2one	ENSRNOG00000009550	Murinae	0.03960	0.22480
ENSMUSG00000104449					
ENSMUSG00000006360	ortholog_one2one	ENSRNOG00000027990	Murinae	0.00000	0.07380
ENSMUSG00000070618	ortholog_one2many	ENSRNOG00000027000	Murinae	0.18170	0.16890
ENSMUSG00000033166	ortholog_one2one	ENSRNOG00000009125	Murinae	0.02010	0.27610
ENSMUSG00000053137	ortholog_one2one	ENSRNOG00000006984	Murinae	0.00250	0.14040
ENSMUSG00000104406					
ENSMUSG00000100278					
ENSMUSG00000033722	ortholog_one2one	ENSRNOG00000000040	Murinae	0.09880	0.20070
ENSMUSG00000010803	ortholog_one2one	ENSRNOG00000003512	Murinae	0.00000	0.14340
ENSMUSG00000024846	ortholog_one2one	ENSRNOG00000020455	Murinae	0.03340	0.16290
ENSMUSG00000059588	ortholog_one2one	ENSRNOG00000004622	Murinae	0.01790	0.18260
ENSMUSG00000103314					
ENSMUSG00000087644					
ENSMUSG00000062526	ortholog_one2one	ENSRNOG00000018648	Murinae	0.04140	0.22690
ENSMUSG00000048406					
ENSMUSG00000022055	ortholog_one2one	ENSRNOG00000013658	Murinae	0.00460	0.19640
ENSMUSG00000055745	ortholog_one2one	ENSRNOG00000021671	Murinae	0.01560	0.22200
ENSMUSG00000042502	ortholog_one2one	ENSRNOG00000017201	Murinae	0.01490	0.20550
ENSMUSG00000022425	ortholog_one2one	ENSRNOG00000004089	Murinae	0.07470	0.36040
ENSMUSG00000038542	ortholog_one2one	ENSRNOG00000025222	Murinae	0.00500	0.18200
ENSMUSG00000103680					
ENSMUSG00000092578					
ENSMUSG00000103946					
ENSMUSG00000041445	ortholog_one2one	ENSRNOG00000010662	Murinae	0.07120	0.23020
ENSMUSG00000027333	ortholog_one2one	ENSRNOG00000021255	Murinae	0.00810	0.11920
ENSMUSG00000060556	ortholog_many2many	ENSRNOG00000049602	Murinae	0.01220	0.15780
ENSMUSG00000060556	ortholog_many2many	ENSRNOG00000046620	Murinae	0.01220	0.15780
ENSMUSG00000103222					
ENSMUSG00000079038					
ENSMUSG00000021583	ortholog_one2one	ENSRNOG00000009997	Murinae	0.03180	0.12580
ENSMUSG00000078908	ortholog_one2one	ENSRNOG00000011552	Murinae	0.04480	0.21860
ENSMUSG00000073063	ortholog_one2many	ENSRNOG00000028114	Murinae	0.11070	0.44730
ENSMUSG00000048933	ortholog_one2one	ENSRNOG00000045711	Murinae	0.00980	0.15980
ENSMUSG00000086896					
ENSMUSG00000045030	ortholog_one2one	ENSRNOG00000048005	Murinae	0.01910	0.24690
ENSMUSG00000028029	ortholog_one2many	ENSRNOG00000029467	Murinae	0.12970	0.30590
ENSMUSG00000028029	ortholog_one2many	ENSRNOG00000011384	Murinae	0.04600	0.30730
ENSMUSG00000095754	ortholog_one2many	ENSRNOG00000030868	Murinae	0.18940	0.45060
ENSMUSG00000097061					
ENSMUSG00000057207	ortholog_many2many	ENSRNOG00000049901	Murinae	0.04000	0.18990
ENSMUSG00000057207	ortholog_many2many	ENSRNOG00000033994	Murinae	0.03120	0.19940
ENSMUSG00000022742	ortholog_one2one	ENSRNOG00000001654	Murinae	0.03650	0.23690
ENSMUSG00000103442	ortholog_one2one	ENSRNOG00000048674	Murinae	0.02860	0.17180
ENSMUSG00000047894	ortholog_many2many	ENSRNOG00000025562	Murinae	0.15460	0.29490
ENSMUSG00000047894	ortholog_many2many	ENSRNOG00000043032	Murinae	0.14950	0.28580
ENSMUSG00000020019	ortholog_one2one	ENSRNOG00000005573	Murinae	0.01450	0.34050
ENSMUSG00000095595	ortholog_one2many	ENSRNOG00000046391	Murinae	0.03370	0.29640
ENSMUSG00000035372	ortholog_one2one	ENSRNOG00000025245	Murinae	0.22230	0.23000
ENSMUSG00000083160					
ENSMUSG00000078234	ortholog_one2one	ENSRNOG00000018867	Murinae	0.04960	0.17000
ENSMUSG00000061740	ortholog_one2one	ENSRNOG00000032261	Murinae	0.06860	0.19330
ENSMUSG00000059873	ortholog_many2many	ENSRNOG00000049901	Murinae	0.04290	0.19240
ENSMUSG00000059873	ortholog_many2many	ENSRNOG00000033994	Murinae	0.03570	0.17000
ENSMUSG00000056078	ortholog_one2one	ENSRNOG00000019301	Murinae	0.01440	0.18490
ENSMUSG00000032083	ortholog_one2one	ENSRNOG00000045679	Murinae	0.18280	0.37410
ENSMUSG00000002221	ortholog_one2one	ENSRNOG00000007131	Murinae	0.04650	0.24300
ENSMUSG00000037622	ortholog_one2one	ENSRNOG00000008377	Murinae	0.00200	0.30960
ENSMUSG00000039316	ortholog_one2one	ENSRNOG00000011321	Murinae	0.05320	0.24880
ENSMUSG00000028976	ortholog_one2one	ENSRNOG00000017693	Murinae	0.05340	0.37990
ENSMUSG00000086774					
ENSMUSG00000021958	ortholog_one2one	ENSRNOG00000012012	Murinae	0.06150	0.15690
ENSMUSG00000039632	ortholog_one2one	ENSRNOG00000013263	Murinae	0.04700	0.26420
ENSMUSG00000052825					
ENSMUSG00000034757	ortholog_one2one	ENSRNOG00000020916	Murinae	0.02330	0.16560
ENSMUSG00000080801					
ENSMUSG00000024505	ortholog_one2one	ENSRNOG00000024695	Murinae	0.04510	0.16550
ENSMUSG00000072898					
ENSMUSG00000032796	ortholog_one2one	ENSRNOG00000017237	Murinae	0.03890	0.26350
ENSMUSG00000032269	ortholog_one2one	ENSRNOG00000006595	Murinae	0.02740	0.21710
ENSMUSG00000090947					
ENSMUSG00000094778					
ENSMUSG00000020189					
ENSMUSG00000057444	ortholog_many2many	ENSRNOG00000049805	Murinae	0.04080	0.20280
ENSMUSG00000057444	ortholog_many2many	ENSRNOG00000050613	Murinae	0.03050	0.16850
ENSMUSG00000057444	ortholog_many2many	ENSRNOG00000047777	Murinae	0.04160	0.20280
ENSMUSG00000057444	ortholog_many2many	ENSRNOG00000050017	Murinae	0.03050	0.16850
ENSMUSG00000057444	ortholog_many2many	ENSRNOG00000050945	Murinae	0.02340	0.19420
ENSMUSG00000057444	ortholog_many2many	ENSRNOG00000049611	Murinae	0.03260	0.20950
ENSMUSG00000046490	ortholog_one2one	ENSRNOG00000022964	Murinae	0.01470	0.17460
ENSMUSG00000101285					
ENSMUSG00000103619					
ENSMUSG00000003500	ortholog_one2one	ENSRNOG00000020032	Murinae	0.00090	0.18110
ENSMUSG00000020171	ortholog_one2one	ENSRNOG00000005689	Murinae	0.00390	0.37260
ENSMUSG00000037353	ortholog_one2one	ENSRNOG00000029855	Murinae	0.04130	0.16380
ENSMUSG00000042759	ortholog_one2one	ENSRNOG00000017403	Murinae	0.12200	0.14620
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000050587	Murinae	0.46390	1.26270
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000048316	Murinae	0.43690	1.60470
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000029050	Murinae	0.43230	1.62060
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000046205	Murinae	0.48640	1.52520
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000049843	Murinae	0.47040	1.33570
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000047272	Murinae	0.45100	1.27430
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000040007	Murinae	0.67420	1.52760
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000047778	Murinae	0.48770	1.48130
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000040020	Murinae	0.46070	1.14100
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000049239	Murinae	0.42940	1.10200
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000049705	Murinae	0.47570	1.47790
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000039141	Murinae	0.40320	0.98360
ENSMUSG00000094349	ortholog_many2many	ENSRNOG00000042048	Murinae	0.51340	1.72370
ENSMUSG00000046500	ortholog_one2one	ENSRNOG00000005830	Murinae	0.02730	0.14250
ENSMUSG00000074628	ortholog_one2one	ENSRNOG00000006395	Murinae	0.02820	0.23860
ENSMUSG00000047807					
ENSMUSG00000058856	ortholog_one2many	ENSRNOG00000046553	Murinae	0.07600	0.17760
ENSMUSG00000021404					
ENSMUSG00000104378					
ENSMUSG00000024728					
ENSMUSG00000104039					
ENSMUSG00000070616	ortholog_one2many	ENSRNOG00000027000	Murinae	0.19320	0.18370
ENSMUSG00000043251	ortholog_one2one	ENSRNOG00000015641	Murinae	0.03800	0.18340
ENSMUSG00000009566	ortholog_one2one	ENSRNOG00000050780	Murinae	0.10840	0.33040
ENSMUSG00000103960					
ENSMUSG00000028948	ortholog_one2one	ENSRNOG00000010109	Murinae	0.07640	0.23780
ENSMUSG00000002870	ortholog_one2one	ENSRNOG00000016316	Murinae	0.00740	0.26240
ENSMUSG00000083505					
ENSMUSG00000020076	ortholog_one2one	ENSRNOG00000000396	Murinae	0.00420	0.09850
ENSMUSG00000099984					
ENSMUSG00000102826					
ENSMUSG00000063200	ortholog_one2one	ENSRNOG00000017904	Murinae	0.03900	0.30310
ENSMUSG00000005370	ortholog_one2one	ENSRNOG00000016134	Murinae	0.04070	0.29550
ENSMUSG00000044986	ortholog_one2one	ENSRNOG00000000186	Murinae	0.01400	0.22450
ENSMUSG00000086392					
ENSMUSG00000101672					
ENSMUSG00000098369					
ENSMUSG00000078427	ortholog_one2many	ENSRNOG00000030520	Murinae	0.00630	0.16230
ENSMUSG00000002297	ortholog_one2many	ENSRNOG00000028647	Murinae	0.15660	0.25750
ENSMUSG00000002297	ortholog_one2many	ENSRNOG00000050482	Murinae	0.08360	0.22400
ENSMUSG00000019820	ortholog_one2one	ENSRNOG00000003667	Amniota	0.49240	65.52690
ENSMUSG00000027229	ortholog_one2one	ENSRNOG00000037178	Murinae	0.09300	0.17090
ENSMUSG00000076463					
ENSMUSG00000035863	ortholog_one2one	ENSRNOG00000009760	Murinae	0.03970	0.27520
ENSMUSG00000053436	ortholog_one2one	ENSRNOG00000000513	Murinae	0.00120	0.22360
ENSMUSG00000076618					
ENSMUSG00000024758	ortholog_one2one	ENSRNOG00000021202	Murinae	0.09750	0.13060
ENSMUSG00000031270	ortholog_one2one	ENSRNOG00000026152	Murinae	0.20100	0.38380
ENSMUSG00000031712	ortholog_one2one	ENSRNOG00000003439	Murinae	0.02920	0.13620
ENSMUSG00000071659	ortholog_one2one	ENSRNOG00000019507	Murinae	0.01790	0.12580
ENSMUSG00000091151	ortholog_one2many	ENSRNOG00000034119	Murinae	0.12900	0.19310
ENSMUSG00000091151	ortholog_one2many	ENSRNOG00000045921	Murinae	0.11690	0.19600
ENSMUSG00000071757	ortholog_one2one	ENSRNOG00000005417	Murinae	0.02650	0.22850
ENSMUSG00000073893	ortholog_one2one	ENSRNOG00000030648	Murinae	0.02730	0.18080
ENSMUSG00000098949					
ENSMUSG00000045690	ortholog_one2one	ENSRNOG00000021628	Murinae	0.04370	0.29820
ENSMUSG00000100468					
ENSMUSG00000099929					
ENSMUSG00000060376	ortholog_one2one	ENSRNOG00000020607	Murinae	0.03010	0.27730
ENSMUSG00000086227					
ENSMUSG00000038215	ortholog_one2one	ENSRNOG00000010566	Murinae	0.07710	0.26970
ENSMUSG00000026121	ortholog_one2one	ENSRNOG00000016254	Murinae	0.02200	0.21220
ENSMUSG00000016619	ortholog_one2one	ENSRNOG00000013423	Murinae	0.04070	0.19710
ENSMUSG00000043059	ortholog_one2one	ENSRNOG00000005298	Murinae	0.00980	0.10150
ENSMUSG00000021660	ortholog_one2one	ENSRNOG00000016912	Eutheria	0.00000	0.11720
ENSMUSG00000042842	ortholog_one2one	ENSRNOG00000016420	Murinae	0.05490	0.17610
ENSMUSG00000022347	ortholog_one2one	ENSRNOG00000004692	Murinae	0.06870	0.21440
ENSMUSG00000079363	ortholog_many2many	ENSRNOG00000002130	Murinae	0.18420	0.34950
ENSMUSG00000079363	ortholog_many2many	ENSRNOG00000002134	Murinae	0.08090	0.18350
ENSMUSG00000079363	ortholog_many2many	ENSRNOG00000042583	Murinae	0.11060	0.26310
ENSMUSG00000090564					
ENSMUSG00000030629	ortholog_one2one	ENSRNOG00000013506	Murinae	0.00000	0.03960
ENSMUSG00000021365	ortholog_one2one	ENSRNOG00000014548	Murinae	0.02990	0.20690
ENSMUSG00000094309	ortholog_one2many	ENSRNOG00000030417	Murinae	0.15330	0.31170
ENSMUSG00000085599					
ENSMUSG00000104133					
ENSMUSG00000081866					
ENSMUSG00000040694	ortholog_one2one	ENSRNOG00000012303	Murinae	0.00590	0.23980
ENSMUSG00000087063					
ENSMUSG00000101640					
ENSMUSG00000060254	ortholog_one2many	ENSRNOG00000049567	Murinae	0.02500	0.20800
ENSMUSG00000021945	ortholog_one2one	ENSRNOG00000008734	Murinae	0.03020	0.20970
ENSMUSG00000038622	ortholog_one2one	ENSRNOG00000004844	Murinae	0.00000	0.13360
ENSMUSG00000022841	ortholog_one2one	ENSRNOG00000001709	Murinae	0.00000	0.14450
ENSMUSG00000024171					
ENSMUSG00000021758	ortholog_one2one	ENSRNOG00000026686	Murinae	0.01670	0.22120
ENSMUSG00000022878	ortholog_one2one	ENSRNOG00000001821	Murinae	0.03640	0.18230
ENSMUSG00000094664					
ENSMUSG00000034359	ortholog_one2one	ENSRNOG00000042047	Murinae	0.09700	0.13620
ENSMUSG00000104483					
ENSMUSG00000001687	ortholog_one2one	ENSRNOG00000000921	Murinae	0.00000	0.04450
ENSMUSG00000068810					
ENSMUSG00000004356	ortholog_one2one	ENSRNOG00000005823	Murinae	0.02880	0.21650
ENSMUSG00000059230	ortholog_one2one	ENSRNOG00000013939	Murinae	0.14550	0.27280
ENSMUSG00000037286	ortholog_one2one	ENSRNOG00000015389	Murinae	0.00160	0.15760
ENSMUSG00000002658	ortholog_one2one	ENSRNOG00000047134	Murinae	0.00170	0.26340
ENSMUSG00000001143	ortholog_one2one	ENSRNOG00000015699	Murinae	0.04540	0.16040
ENSMUSG00000094950					
ENSMUSG00000060935	ortholog_one2one	ENSRNOG00000006987	Murinae	0.00000	0.09620
ENSMUSG00000047324					
ENSMUSG00000070411					
ENSMUSG00000091091	ortholog_one2one	ENSRNOG00000027836	Murinae	0.05960	0.26460
ENSMUSG00000080884					
ENSMUSG00000039515	ortholog_one2one	ENSRNOG00000018457	Murinae	0.00840	0.13480
ENSMUSG00000047674					
ENSMUSG00000021773	ortholog_one2many	ENSRNOG00000032928	Murinae	0.08170	0.27900
ENSMUSG00000021773	ortholog_one2many	ENSRNOG00000013968	Murinae	0.01570	0.19570
ENSMUSG00000089763					
ENSMUSG00000071647	ortholog_one2one	ENSRNOG00000019873	Murinae	0.00870	0.14670
ENSMUSG00000043421					
ENSMUSG00000100050					
ENSMUSG00000046747					
ENSMUSG00000039529	ortholog_one2one	ENSRNOG00000024952	Murinae	0.00940	0.24940
ENSMUSG00000037064					
ENSMUSG00000033590	ortholog_one2one	ENSRNOG00000008356	Murinae	0.01690	0.20660
ENSMUSG00000100724					
ENSMUSG00000026347	ortholog_one2one	ENSRNOG00000003769	Murinae	0.01290	0.17590
ENSMUSG00000103377					
ENSMUSG00000047603	ortholog_one2one	ENSRNOG00000032625	Murinae	0.06320	0.22270
ENSMUSG00000086601					
ENSMUSG00000040146	ortholog_one2one	ENSRNOG00000013027	Murinae	0.07150	0.24780
ENSMUSG00000032184	ortholog_one2one	ENSRNOG00000010642	Murinae	0.01510	0.15550
ENSMUSG00000016664	ortholog_one2one	ENSRNOG00000009756	Murinae	0.01030	0.14830
ENSMUSG00000096254	ortholog_one2many	ENSRNOG00000012491	Murinae	0.02950	0.20250
ENSMUSG00000084030					
ENSMUSG00000024668	ortholog_one2one	ENSRNOG00000020646	Murinae	0.01190	0.11610
ENSMUSG00000031727	ortholog_one2one	ENSRNOG00000014505	Murinae	0.07390	0.38540
ENSMUSG00000051599	ortholog_one2one	ENSRNOG00000039476	Murinae	0.04290	0.20520
ENSMUSG00000101294	ortholog_one2many	ENSRNOG00000030417	Murinae	0.15350	0.32360
ENSMUSG00000103159					
ENSMUSG00000074030	ortholog_one2one	ENSRNOG00000019766	Murinae	0.00770	0.35310
ENSMUSG00000033676	ortholog_one2one	ENSRNOG00000014938	Murinae	0.01370	0.19440
ENSMUSG00000056782	ortholog_one2one	ENSRNOG00000017308	Murinae	0.01360	0.15740
ENSMUSG00000032607	ortholog_one2one	ENSRNOG00000050214	Murinae	0.09370	0.26900
ENSMUSG00000063060	ortholog_one2one	ENSRNOG00000012049	Murinae	0.00740	0.13640
ENSMUSG00000046493					
ENSMUSG00000021254	ortholog_one2one	ENSRNOG00000010227	Murinae	0.02180	0.18190
ENSMUSG00000047880	ortholog_one2one	ENSRNOG00000012430	Murinae	0.02340	0.34700
ENSMUSG00000100228					
ENSMUSG00000053695	ortholog_one2one	ENSRNOG00000038115	Murinae	0.21220	0.19640
ENSMUSG00000068959	ortholog_one2one	ENSRNOG00000008417	Murinae	0.44560	2.31480
ENSMUSG00000079433					
ENSMUSG00000091722	ortholog_one2one	ENSRNOG00000043061	Murinae	0.02690	0.26620
ENSMUSG00000049764	ortholog_one2many	ENSRNOG00000028441	Murinae	0.07780	0.52170
