Zebrafish_gene_Ensembl_id	Ensembl_gene_tree_id
ENSDARG00000077265	ENSGT00390000006996
ENSDARG00000052815	ENSGT00390000006998
ENSDARG00000076420	ENSGT00390000007000
ENSDARG00000062898	ENSGT00390000007020
ENSDARG00000090503	ENSGT00390000007027
ENSDARG00000076074	ENSGT00390000007029
ENSDARG00000092970	ENSGT00390000007040
ENSDARG00000040450	ENSGT00390000007041
ENSDARG00000018890	ENSGT00390000007046
ENSDARG00000036040	ENSGT00390000007055
ENSDARG00000034916	ENSGT00390000007069
ENSDARG00000005945	ENSGT00390000007071
ENSDARG00000033418	ENSGT00390000007074
ENSDARG00000077717	ENSGT00390000007084
ENSDARG00000044034	ENSGT00390000007101
ENSDARG00000023495	ENSGT00390000007109
ENSDARG00000078581	ENSGT00390000007125
ENSDARG00000045815	ENSGT00390000007134
ENSDARG00000021794	ENSGT00390000007135
ENSDARG00000040553	ENSGT00390000007149
ENSDARG00000058871	ENSGT00390000007158
ENSDARG00000078215	ENSGT00390000007159
ENSDARG00000075501	ENSGT00390000007160
ENSDARG00000063177	ENSGT00390000007160
ENSDARG00000096253	ENSGT00390000007164
ENSDARG00000093423	ENSGT00390000007170
ENSDARG00000003675	ENSGT00390000007182
ENSDARG00000045910	ENSGT00390000007183
ENSDARG00000024967	ENSGT00390000007195
ENSDARG00000025549	ENSGT00390000007200
ENSDARG00000016139	ENSGT00390000007214
ENSDARG00000041170	ENSGT00390000007218
ENSDARG00000031981	ENSGT00390000007221
ENSDARG00000055426	ENSGT00390000007224
ENSDARG00000043360	ENSGT00390000007225
ENSDARG00000062472	ENSGT00390000007239
ENSDARG00000001057	ENSGT00390000007241
ENSDARG00000059234	ENSGT00390000007246
ENSDARG00000093026	ENSGT00390000007249
ENSDARG00000070390	ENSGT00390000007266
ENSDARG00000043960	ENSGT00390000007279
ENSDARG00000069857	ENSGT00390000007284
ENSDARG00000009267	ENSGT00390000007295
ENSDARG00000024904	ENSGT00390000007310
ENSDARG00000091962	ENSGT00390000007311
ENSDARG00000008224	ENSGT00390000007315
ENSDARG00000027857	ENSGT00390000007337
ENSDARG00000052408	ENSGT00390000007341
ENSDARG00000091598	ENSGT00390000007341
ENSDARG00000059846	ENSGT00390000007354
ENSDARG00000075682	ENSGT00390000007370
ENSDARG00000042563	ENSGT00390000007395
ENSDARG00000070830	ENSGT00390000007427
ENSDARG00000067799	ENSGT00390000007430
ENSDARG00000037738	ENSGT00390000007432
ENSDARG00000015757	ENSGT00390000007434
ENSDARG00000003058	ENSGT00390000007441
ENSDARG00000015236	ENSGT00390000007443
ENSDARG00000051888	ENSGT00390000007453
ENSDARG00000062947	ENSGT00390000007463
ENSDARG00000040959	ENSGT00390000007467
ENSDARG00000042341	ENSGT00390000007473
ENSDARG00000014830	ENSGT00390000007479
ENSDARG00000008573	ENSGT00390000007484
ENSDARG00000045949	ENSGT00390000007486
ENSDARG00000042025	ENSGT00390000007488
ENSDARG00000031886	ENSGT00390000007515
ENSDARG00000040350	ENSGT00390000007526
ENSDARG00000079973	ENSGT00390000007529
ENSDARG00000037259	ENSGT00390000007535
ENSDARG00000026448	ENSGT00390000007540
ENSDARG00000070589	ENSGT00390000007547
ENSDARG00000036329	ENSGT00390000007560
ENSDARG00000019236	ENSGT00390000007578
ENSDARG00000017864	ENSGT00390000007578
ENSDARG00000076462	ENSGT00390000007586
ENSDARG00000062936	ENSGT00390000007586
ENSDARG00000075072	ENSGT00390000007594
ENSDARG00000057986	ENSGT00390000007597
ENSDARG00000003750	ENSGT00390000007600
ENSDARG00000058522	ENSGT00390000007605
ENSDARG00000089979	ENSGT00390000007627
ENSDARG00000029556	ENSGT00390000007636
ENSDARG00000046007	ENSGT00390000007639
ENSDARG00000045798	ENSGT00390000007640
ENSDARG00000073801	ENSGT00390000007643
ENSDARG00000043566	ENSGT00390000007644
ENSDARG00000034427	ENSGT00390000007652
ENSDARG00000077836	ENSGT00390000007658
ENSDARG00000029045	ENSGT00390000007680
ENSDARG00000088181	ENSGT00390000007681
ENSDARG00000029100	ENSGT00390000007683
ENSDARG00000006585	ENSGT00390000007686
ENSDARG00000097693	ENSGT00390000007694
ENSDARG00000011262	ENSGT00390000007696
ENSDARG00000009046	ENSGT00390000007701
ENSDARG00000069343	ENSGT00390000007723
ENSDARG00000059043	ENSGT00390000007725
ENSDARG00000078049	ENSGT00390000007725
ENSDARG00000018817	ENSGT00390000007725
ENSDARG00000076443	ENSGT00390000007726
ENSDARG00000074686	ENSGT00390000007726
ENSDARG00000045696	ENSGT00390000007739
ENSDARG00000058675	ENSGT00390000007741
ENSDARG00000041747	ENSGT00390000007747
ENSDARG00000015228	ENSGT00390000007753
ENSDARG00000030004	ENSGT00390000007753
ENSDARG00000071198	ENSGT00390000007773
ENSDARG00000036158	ENSGT00390000007776
ENSDARG00000043847	ENSGT00390000007791
ENSDARG00000076490	ENSGT00390000007792
ENSDARG00000018658	ENSGT00390000007796
ENSDARG00000059606	ENSGT00390000007799
ENSDARG00000024092	ENSGT00390000007809
ENSDARG00000004745	ENSGT00390000007809
ENSDARG00000061723	ENSGT00390000007813
ENSDARG00000056961	ENSGT00390000007816
ENSDARG00000030585	ENSGT00390000007818
ENSDARG00000028894	ENSGT00390000007823
ENSDARG00000079160	ENSGT00390000007832
ENSDARG00000002304	ENSGT00390000007838
ENSDARG00000058076	ENSGT00390000007843
ENSDARG00000055498	ENSGT00390000007846
ENSDARG00000030914	ENSGT00390000007848
ENSDARG00000042929	ENSGT00390000007848
ENSDARG00000031261	ENSGT00390000007870
ENSDARG00000061963	ENSGT00390000007874
ENSDARG00000005897	ENSGT00390000007878
ENSDARG00000039851	ENSGT00390000007879
ENSDARG00000028056	ENSGT00390000007883
ENSDARG00000079899	ENSGT00390000007885
ENSDARG00000036174	ENSGT00390000007888
ENSDARG00000002303	ENSGT00390000007890
ENSDARG00000020077	ENSGT00390000007900
ENSDARG00000039969	ENSGT00390000007905
ENSDARG00000076831	ENSGT00390000007907
ENSDARG00000004713	ENSGT00390000007908
ENSDARG00000004937	ENSGT00390000007918
ENSDARG00000027381	ENSGT00390000007924
ENSDARG00000095705	ENSGT00390000007925
ENSDARG00000028336	ENSGT00390000007946
ENSDARG00000011693	ENSGT00390000007968
ENSDARG00000045175	ENSGT00390000007989
ENSDARG00000041908	ENSGT00390000007992
ENSDARG00000076050	ENSGT00390000008002
ENSDARG00000002613	ENSGT00390000008029
ENSDARG00000078315	ENSGT00390000008031
ENSDARG00000070794	ENSGT00390000008041
ENSDARG00000039196	ENSGT00390000008041
ENSDARG00000062887	ENSGT00390000008042
ENSDARG00000055901	ENSGT00390000008042
ENSDARG00000056638	ENSGT00390000008044
ENSDARG00000039459	ENSGT00390000008045
ENSDARG00000077174	ENSGT00390000008045
ENSDARG00000061658	ENSGT00390000008060
ENSDARG00000077737	ENSGT00390000008062
ENSDARG00000015765	ENSGT00390000008069
ENSDARG00000095821	ENSGT00390000008074
ENSDARG00000063357	ENSGT00390000008078
ENSDARG00000074540	ENSGT00390000008078
ENSDARG00000058746	ENSGT00390000008092
ENSDARG00000089552	ENSGT00390000008095
ENSDARG00000062621	ENSGT00390000008096
ENSDARG00000061885	ENSGT00390000008096
ENSDARG00000039346	ENSGT00390000008099
ENSDARG00000016336	ENSGT00390000008104
ENSDARG00000034368	ENSGT00390000008107
ENSDARG00000052113	ENSGT00390000008107
ENSDARG00000052341	ENSGT00390000008110
ENSDARG00000093406	ENSGT00390000008115
ENSDARG00000027803	ENSGT00390000008135
ENSDARG00000068291	ENSGT00390000008139
ENSDARG00000042520	ENSGT00390000008142
ENSDARG00000053362	ENSGT00390000008152
ENSDARG00000013687	ENSGT00390000008152
ENSDARG00000091161	ENSGT00390000008158
ENSDARG00000091215	ENSGT00390000008158
ENSDARG00000075718	ENSGT00390000008158
ENSDARG00000039871	ENSGT00390000008158
ENSDARG00000042913	ENSGT00390000008160
ENSDARG00000079128	ENSGT00390000008164
ENSDARG00000017811	ENSGT00390000008169
ENSDARG00000007285	ENSGT00390000008171
ENSDARG00000078140	ENSGT00390000008173
ENSDARG00000026616	ENSGT00390000008183
ENSDARG00000028386	ENSGT00390000008184
ENSDARG00000037030	ENSGT00390000008187
ENSDARG00000033832	ENSGT00390000008190
ENSDARG00000020448	ENSGT00390000008195
ENSDARG00000075416	ENSGT00390000008206
ENSDARG00000069278	ENSGT00390000008208
ENSDARG00000018181	ENSGT00390000008217
ENSDARG00000068655	ENSGT00390000008220
ENSDARG00000016753	ENSGT00390000008224
ENSDARG00000030872	ENSGT00390000008226
ENSDARG00000059983	ENSGT00390000008232
ENSDARG00000078962	ENSGT00390000008240
ENSDARG00000068210	ENSGT00390000008250
ENSDARG00000062382	ENSGT00390000008274
ENSDARG00000019033	ENSGT00390000008279
ENSDARG00000003655	ENSGT00390000008279
ENSDARG00000075814	ENSGT00390000008285
ENSDARG00000035924	ENSGT00390000008295
ENSDARG00000036387	ENSGT00390000008295
ENSDARG00000044628	ENSGT00390000008298
ENSDARG00000061185	ENSGT00390000008314
ENSDARG00000045289	ENSGT00390000008320
ENSDARG00000058658	ENSGT00390000008325
ENSDARG00000042344	ENSGT00390000008327
ENSDARG00000052912	ENSGT00390000008330
ENSDARG00000014685	ENSGT00390000008335
ENSDARG00000077057	ENSGT00390000008335
ENSDARG00000013236	ENSGT00390000008338
ENSDARG00000027063	ENSGT00390000008339
ENSDARG00000008383	ENSGT00390000008339
ENSDARG00000090369	ENSGT00390000008339
ENSDARG00000036791	ENSGT00390000008341
ENSDARG00000052402	ENSGT00390000008341
ENSDARG00000057272	ENSGT00390000008346
ENSDARG00000034262	ENSGT00390000008356
ENSDARG00000035630	ENSGT00390000008364
ENSDARG00000042033	ENSGT00390000008371
ENSDARG00000022399	ENSGT00390000008371
ENSDARG00000021975	ENSGT00390000008373
ENSDARG00000014303	ENSGT00390000008385
ENSDARG00000058287	ENSGT00390000008389
ENSDARG00000070833	ENSGT00390000008402
ENSDARG00000021439	ENSGT00390000008403
ENSDARG00000034309	ENSGT00390000008408
ENSDARG00000068344	ENSGT00390000008432
ENSDARG00000035147	ENSGT00390000008446
ENSDARG00000039719	ENSGT00390000008453
ENSDARG00000077306	ENSGT00390000008454
ENSDARG00000077815	ENSGT00390000008457
ENSDARG00000087321	ENSGT00390000008458
ENSDARG00000013973	ENSGT00390000008481
ENSDARG00000012248	ENSGT00390000008488
ENSDARG00000034013	ENSGT00390000008488
ENSDARG00000035080	ENSGT00390000008490
ENSDARG00000059725	ENSGT00390000008502
ENSDARG00000078974	ENSGT00390000008503
ENSDARG00000009950	ENSGT00390000008519
ENSDARG00000019976	ENSGT00390000008527
ENSDARG00000002487	ENSGT00390000008540
ENSDARG00000086265	ENSGT00390000008549
ENSDARG00000012113	ENSGT00390000008551
ENSDARG00000020596	ENSGT00390000008565
ENSDARG00000089357	ENSGT00390000008565
ENSDARG00000014302	ENSGT00390000008571
ENSDARG00000061051	ENSGT00390000008571
ENSDARG00000078302	ENSGT00390000008571
ENSDARG00000091058	ENSGT00390000008582
ENSDARG00000079382	ENSGT00390000008591
ENSDARG00000024143	ENSGT00390000008608
ENSDARG00000033364	ENSGT00390000008608
ENSDARG00000046119	ENSGT00390000008610
ENSDARG00000058885	ENSGT00390000008611
ENSDARG00000007657	ENSGT00390000008634
ENSDARG00000037070	ENSGT00390000008642
ENSDARG00000007366	ENSGT00390000008645
ENSDARG00000039743	ENSGT00390000008646
ENSDARG00000096651	ENSGT00390000008649
ENSDARG00000044301	ENSGT00390000008655
ENSDARG00000033660	ENSGT00390000008655
ENSDARG00000088063	ENSGT00390000008657
ENSDARG00000017675	ENSGT00390000008662
ENSDARG00000039892	ENSGT00390000008666
ENSDARG00000063649	ENSGT00390000008670
ENSDARG00000075274	ENSGT00390000008670
ENSDARG00000078435	ENSGT00390000008673
ENSDARG00000031968	ENSGT00390000008676
ENSDARG00000052122	ENSGT00390000008679
ENSDARG00000044167	ENSGT00390000008680
ENSDARG00000042793	ENSGT00390000008684
ENSDARG00000026654	ENSGT00390000008688
ENSDARG00000032836	ENSGT00390000008690
ENSDARG00000093658	ENSGT00390000008702
ENSDARG00000015546	ENSGT00390000008704
ENSDARG00000039048	ENSGT00390000008704
ENSDARG00000015273	ENSGT00390000008704
ENSDARG00000053774	ENSGT00390000008704
ENSDARG00000029783	ENSGT00390000008714
ENSDARG00000068437	ENSGT00390000008726
ENSDARG00000014487	ENSGT00390000008727
ENSDARG00000005791	ENSGT00390000008732
ENSDARG00000004926	ENSGT00390000008738
ENSDARG00000068123	ENSGT00390000008742
ENSDARG00000025200	ENSGT00390000008744
ENSDARG00000060917	ENSGT00390000008749
ENSDARG00000088130	ENSGT00390000008749
ENSDARG00000036155	ENSGT00390000008751
ENSDARG00000068828	ENSGT00390000008756
ENSDARG00000091931	ENSGT00390000008765
ENSDARG00000005274	ENSGT00390000008766
ENSDARG00000042905	ENSGT00390000008767
ENSDARG00000042555	ENSGT00390000008772
ENSDARG00000035043	ENSGT00390000008783
ENSDARG00000078285	ENSGT00390000008787
ENSDARG00000061265	ENSGT00390000008796
ENSDARG00000051851	ENSGT00390000008797
ENSDARG00000004427	ENSGT00390000008808
ENSDARG00000054191	ENSGT00390000008820
ENSDARG00000074004	ENSGT00390000008822
ENSDARG00000076968	ENSGT00390000008825
ENSDARG00000011326	ENSGT00390000008829
ENSDARG00000025233	ENSGT00390000008846
ENSDARG00000016710	ENSGT00390000008853
ENSDARG00000008735	ENSGT00390000008856
ENSDARG00000042010	ENSGT00390000008859
ENSDARG00000036100	ENSGT00390000008860
ENSDARG00000014259	ENSGT00390000008860
ENSDARG00000018984	ENSGT00390000008860
ENSDARG00000012397	ENSGT00390000008860
ENSDARG00000061473	ENSGT00390000008865
ENSDARG00000035595	ENSGT00390000008873
ENSDARG00000051925	ENSGT00390000008881
ENSDARG00000020898	ENSGT00390000008881
ENSDARG00000058650	ENSGT00390000008892
ENSDARG00000086699	ENSGT00390000008903
ENSDARG00000015476	ENSGT00390000008908
ENSDARG00000070535	ENSGT00390000008909
ENSDARG00000075616	ENSGT00390000008918
ENSDARG00000028327	ENSGT00390000008920
ENSDARG00000011076	ENSGT00390000008926
ENSDARG00000087752	ENSGT00390000008931
ENSDARG00000058041	ENSGT00390000008938
ENSDARG00000058220	ENSGT00390000008947
ENSDARG00000079110	ENSGT00390000008957
ENSDARG00000031890	ENSGT00390000008958
ENSDARG00000027316	ENSGT00390000008958
ENSDARG00000004270	ENSGT00390000008959
ENSDARG00000060481	ENSGT00390000008959
ENSDARG00000014573	ENSGT00390000008960
ENSDARG00000009087	ENSGT00390000008961
ENSDARG00000057910	ENSGT00390000008964
ENSDARG00000028099	ENSGT00390000008976
ENSDARG00000016981	ENSGT00390000008976
ENSDARG00000086539	ENSGT00390000008976
ENSDARG00000039699	ENSGT00390000008978
ENSDARG00000044203	ENSGT00390000008983
ENSDARG00000069497	ENSGT00390000008983
ENSDARG00000016112	ENSGT00390000008984
ENSDARG00000042742	ENSGT00390000008991
ENSDARG00000095590	ENSGT00390000009001
ENSDARG00000043976	ENSGT00390000009004
ENSDARG00000002298	ENSGT00390000009005
ENSDARG00000076020	ENSGT00390000009007
ENSDARG00000071215	ENSGT00390000009016
ENSDARG00000074501	ENSGT00390000009019
ENSDARG00000015343	ENSGT00390000009023
ENSDARG00000076965	ENSGT00390000009029
ENSDARG00000033973	ENSGT00390000009030
ENSDARG00000010073	ENSGT00390000009036
ENSDARG00000041338	ENSGT00390000009040
ENSDARG00000063252	ENSGT00390000009042
ENSDARG00000045913	ENSGT00390000009045
ENSDARG00000017444	ENSGT00390000009047
ENSDARG00000076143	ENSGT00390000009048
ENSDARG00000069283	ENSGT00390000009065
ENSDARG00000034662	ENSGT00390000009084
ENSDARG00000027825	ENSGT00390000009110
ENSDARG00000029581	ENSGT00390000009122
ENSDARG00000029307	ENSGT00390000009127
ENSDARG00000039390	ENSGT00390000009155
ENSDARG00000088277	ENSGT00390000009163
ENSDARG00000015930	ENSGT00390000009168
ENSDARG00000057395	ENSGT00390000009187
ENSDARG00000074435	ENSGT00390000009194
ENSDARG00000095067	ENSGT00390000009196
ENSDARG00000067918	ENSGT00390000009210
ENSDARG00000093007	ENSGT00390000009212
ENSDARG00000057439	ENSGT00390000009222
ENSDARG00000078050	ENSGT00390000009222
ENSDARG00000005590	ENSGT00390000009222
ENSDARG00000089976	ENSGT00390000009223
ENSDARG00000029242	ENSGT00390000009225
ENSDARG00000071325	ENSGT00390000009230
ENSDARG00000074630	ENSGT00390000009248
ENSDARG00000009806	ENSGT00390000009255
ENSDARG00000004757	ENSGT00390000009256
ENSDARG00000003217	ENSGT00390000009258
ENSDARG00000071046	ENSGT00390000009265
ENSDARG00000092903	ENSGT00390000009277
ENSDARG00000040571	ENSGT00390000009300
ENSDARG00000037017	ENSGT00390000009300
ENSDARG00000044899	ENSGT00390000009310
ENSDARG00000075650	ENSGT00390000009324
ENSDARG00000075203	ENSGT00390000009327
ENSDARG00000023583	ENSGT00390000009328
ENSDARG00000035391	ENSGT00390000009329
ENSDARG00000069591	ENSGT00390000009331
ENSDARG00000057841	ENSGT00390000009331
ENSDARG00000070673	ENSGT00390000009335
ENSDARG00000077227	ENSGT00390000009358
ENSDARG00000046002	ENSGT00390000009359
ENSDARG00000052623	ENSGT00390000009361
ENSDARG00000077614	ENSGT00390000009366
ENSDARG00000068641	ENSGT00390000009368
ENSDARG00000091326	ENSGT00390000009378
ENSDARG00000075403	ENSGT00390000009379
ENSDARG00000021579	ENSGT00390000009380
ENSDARG00000089685	ENSGT00390000009384
ENSDARG00000073777	ENSGT00390000009384
ENSDARG00000088981	ENSGT00390000009386
ENSDARG00000060922	ENSGT00390000009387
ENSDARG00000076417	ENSGT00390000009391
ENSDARG00000011299	ENSGT00390000009400
ENSDARG00000071492	ENSGT00390000009402
ENSDARG00000056515	ENSGT00390000009402
ENSDARG00000016084	ENSGT00390000009402
ENSDARG00000088985	ENSGT00390000009402
ENSDARG00000007127	ENSGT00390000009412
ENSDARG00000038881	ENSGT00390000009412
ENSDARG00000011885	ENSGT00390000009415
ENSDARG00000040505	ENSGT00390000009423
ENSDARG00000019636	ENSGT00390000009423
ENSDARG00000074700	ENSGT00390000009426
ENSDARG00000070358	ENSGT00390000009435
ENSDARG00000019547	ENSGT00390000009446
ENSDARG00000051731	ENSGT00390000009456
ENSDARG00000031248	ENSGT00390000009461
ENSDARG00000059815	ENSGT00390000009476
ENSDARG00000071403	ENSGT00390000009476
ENSDARG00000016476	ENSGT00390000009476
ENSDARG00000040871	ENSGT00390000009477
ENSDARG00000056247	ENSGT00390000009481
ENSDARG00000089689	ENSGT00390000009484
ENSDARG00000041429	ENSGT00390000009486
ENSDARG00000074742	ENSGT00390000009488
ENSDARG00000063333	ENSGT00390000009491
ENSDARG00000056270	ENSGT00390000009492
ENSDARG00000002506	ENSGT00390000009505
ENSDARG00000038099	ENSGT00390000009517
ENSDARG00000041599	ENSGT00390000009535
ENSDARG00000003320	ENSGT00390000009543
ENSDARG00000003197	ENSGT00390000009546
ENSDARG00000055086	ENSGT00390000009552
ENSDARG00000059059	ENSGT00390000009554
ENSDARG00000078991	ENSGT00390000009559
ENSDARG00000077256	ENSGT00390000009559
ENSDARG00000060865	ENSGT00390000009566
ENSDARG00000094892	ENSGT00390000009578
ENSDARG00000012947	ENSGT00390000009588
ENSDARG00000075120	ENSGT00390000009595
ENSDARG00000036281	ENSGT00390000009595
ENSDARG00000057099	ENSGT00390000009613
ENSDARG00000020217	ENSGT00390000009627
ENSDARG00000007549	ENSGT00390000009628
ENSDARG00000059323	ENSGT00390000009630
ENSDARG00000087369	ENSGT00390000009631
ENSDARG00000041337	ENSGT00390000009648
ENSDARG00000053656	ENSGT00390000009648
ENSDARG00000088764	ENSGT00390000009648
ENSDARG00000043720	ENSGT00390000009662
ENSDARG00000091377	ENSGT00390000009663
ENSDARG00000051971	ENSGT00390000009670
ENSDARG00000019117	ENSGT00390000009673
ENSDARG00000067711	ENSGT00390000009673
ENSDARG00000071116	ENSGT00390000009677
ENSDARG00000075297	ENSGT00390000009678
ENSDARG00000069583	ENSGT00390000009682
ENSDARG00000003931	ENSGT00390000009682
ENSDARG00000079796	ENSGT00390000009688
ENSDARG00000004627	ENSGT00390000009703
ENSDARG00000063019	ENSGT00390000009703
ENSDARG00000016754	ENSGT00390000009710
ENSDARG00000011841	ENSGT00390000009724
ENSDARG00000079175	ENSGT00390000009726
ENSDARG00000056745	ENSGT00390000009734
ENSDARG00000056566	ENSGT00390000009734
ENSDARG00000055472	ENSGT00390000009735
ENSDARG00000054821	ENSGT00390000009735
ENSDARG00000091503	ENSGT00390000009739
ENSDARG00000074623	ENSGT00390000009741
ENSDARG00000004114	ENSGT00390000009748
ENSDARG00000007207	ENSGT00390000009749
ENSDARG00000003757	ENSGT00390000009749
ENSDARG00000011186	ENSGT00390000009753
ENSDARG00000043471	ENSGT00390000009759
ENSDARG00000026767	ENSGT00390000009760
ENSDARG00000062757	ENSGT00390000009763
ENSDARG00000002220	ENSGT00390000009787
ENSDARG00000006242	ENSGT00390000009788
ENSDARG00000052721	ENSGT00390000009790
ENSDARG00000086336	ENSGT00390000009794
ENSDARG00000061761	ENSGT00390000009795
ENSDARG00000068199	ENSGT00390000009798
ENSDARG00000061845	ENSGT00390000009798
ENSDARG00000069729	ENSGT00390000009825
ENSDARG00000078654	ENSGT00390000009842
ENSDARG00000003818	ENSGT00390000009849
ENSDARG00000027491	ENSGT00390000009853
ENSDARG00000035434	ENSGT00390000009869
ENSDARG00000074425	ENSGT00390000009872
ENSDARG00000053106	ENSGT00390000009873
ENSDARG00000067596	ENSGT00390000009885
ENSDARG00000013379	ENSGT00390000009899
ENSDARG00000056649	ENSGT00390000009902
ENSDARG00000062420	ENSGT00390000009905
ENSDARG00000043210	ENSGT00390000009905
ENSDARG00000014867	ENSGT00390000009907
ENSDARG00000060383	ENSGT00390000009908
ENSDARG00000019746	ENSGT00390000009913
ENSDARG00000042925	ENSGT00390000009913
ENSDARG00000037879	ENSGT00390000009913
ENSDARG00000068456	ENSGT00390000009914
ENSDARG00000075204	ENSGT00390000009914
ENSDARG00000060187	ENSGT00390000009916
ENSDARG00000067850	ENSGT00390000009929
ENSDARG00000043531	ENSGT00390000009929
ENSDARG00000028415	ENSGT00390000009929
ENSDARG00000009250	ENSGT00390000009936
ENSDARG00000034957	ENSGT00390000009937
ENSDARG00000058893	ENSGT00390000009940
ENSDARG00000028559	ENSGT00390000009948
ENSDARG00000038672	ENSGT00390000009964
ENSDARG00000007369	ENSGT00390000009964
ENSDARG00000031894	ENSGT00390000009964
ENSDARG00000070824	ENSGT00390000009980
ENSDARG00000071013	ENSGT00390000009987
ENSDARG00000008542	ENSGT00390000009989
ENSDARG00000087191	ENSGT00390000009995
ENSDARG00000057855	ENSGT00390000010017
ENSDARG00000036092	ENSGT00390000010029
ENSDARG00000063580	ENSGT00390000010033
ENSDARG00000061304	ENSGT00390000010033
ENSDARG00000077356	ENSGT00390000010039
ENSDARG00000037188	ENSGT00390000010045
ENSDARG00000016721	ENSGT00390000010046
ENSDARG00000044094	ENSGT00390000010049
ENSDARG00000003446	ENSGT00390000010053
ENSDARG00000008287	ENSGT00390000010054
ENSDARG00000079508	ENSGT00390000010054
ENSDARG00000019920	ENSGT00390000010056
ENSDARG00000001754	ENSGT00390000010057
ENSDARG00000042615	ENSGT00390000010063
ENSDARG00000003263	ENSGT00390000010067
ENSDARG00000031336	ENSGT00390000010069
ENSDARG00000023287	ENSGT00390000010069
ENSDARG00000041736	ENSGT00390000010069
ENSDARG00000052170	ENSGT00390000010072
ENSDARG00000013082	ENSGT00390000010072
ENSDARG00000045976	ENSGT00390000010091
ENSDARG00000001637	ENSGT00390000010094
ENSDARG00000059044	ENSGT00390000010101
ENSDARG00000044492	ENSGT00390000010107
ENSDARG00000026338	ENSGT00390000010113
ENSDARG00000038024	ENSGT00390000010116
ENSDARG00000079753	ENSGT00390000010121
ENSDARG00000026862	ENSGT00390000010125
ENSDARG00000061644	ENSGT00390000010139
ENSDARG00000070132	ENSGT00390000010145
ENSDARG00000014474	ENSGT00390000010157
ENSDARG00000021399	ENSGT00390000010157
ENSDARG00000031216	ENSGT00390000010165
ENSDARG00000044914	ENSGT00390000010170
ENSDARG00000005359	ENSGT00390000010170
ENSDARG00000033539	ENSGT00390000010172
ENSDARG00000053828	ENSGT00390000010180
ENSDARG00000076804	ENSGT00390000010182
ENSDARG00000034473	ENSGT00390000010182
ENSDARG00000058533	ENSGT00390000010194
ENSDARG00000002406	ENSGT00390000010195
ENSDARG00000078983	ENSGT00390000010215
ENSDARG00000037713	ENSGT00390000010218
ENSDARG00000060987	ENSGT00390000010229
ENSDARG00000052428	ENSGT00390000010231
ENSDARG00000057661	ENSGT00390000010235
ENSDARG00000053684	ENSGT00390000010235
ENSDARG00000043554	ENSGT00390000010239
ENSDARG00000014432	ENSGT00390000010251
ENSDARG00000021483	ENSGT00390000010254
ENSDARG00000055538	ENSGT00390000010255
ENSDARG00000069977	ENSGT00390000010265
ENSDARG00000057239	ENSGT00390000010268
ENSDARG00000020143	ENSGT00390000010268
ENSDARG00000030621	ENSGT00390000010268
ENSDARG00000038467	ENSGT00390000010278
ENSDARG00000077002	ENSGT00390000010278
ENSDARG00000004251	ENSGT00390000010283
ENSDARG00000068876	ENSGT00390000010283
ENSDARG00000004436	ENSGT00390000010285
ENSDARG00000054999	ENSGT00390000010302
ENSDARG00000009350	ENSGT00390000010308
ENSDARG00000075709	ENSGT00390000010316
ENSDARG00000090993	ENSGT00390000010318
ENSDARG00000096897	ENSGT00390000010327
ENSDARG00000062476	ENSGT00390000010331
ENSDARG00000077169	ENSGT00390000010336
ENSDARG00000036987	ENSGT00390000010337
ENSDARG00000057210	ENSGT00390000010337
ENSDARG00000042983	ENSGT00390000010337
ENSDARG00000069301	ENSGT00390000010354
ENSDARG00000068903	ENSGT00390000010355
ENSDARG00000056381	ENSGT00390000010356
ENSDARG00000079532	ENSGT00390000010372
ENSDARG00000008439	ENSGT00390000010377
ENSDARG00000029157	ENSGT00390000010380
ENSDARG00000062181	ENSGT00390000010382
ENSDARG00000043857	ENSGT00390000010391
ENSDARG00000012892	ENSGT00390000010397
ENSDARG00000036625	ENSGT00390000010415
ENSDARG00000023627	ENSGT00390000010417
ENSDARG00000091563	ENSGT00390000010423
ENSDARG00000018060	ENSGT00390000010431
ENSDARG00000038524	ENSGT00390000010431
ENSDARG00000013881	ENSGT00390000010434
ENSDARG00000052368	ENSGT00390000010441
ENSDARG00000045618	ENSGT00390000010441
ENSDARG00000075659	ENSGT00390000010470
ENSDARG00000021936	ENSGT00390000010470
ENSDARG00000060392	ENSGT00390000010474
ENSDARG00000079391	ENSGT00390000010491
ENSDARG00000039770	ENSGT00390000010498
ENSDARG00000056590	ENSGT00390000010511
ENSDARG00000037108	ENSGT00390000010512
ENSDARG00000089817	ENSGT00390000010516
ENSDARG00000059485	ENSGT00390000010516
ENSDARG00000052437	ENSGT00390000010535
ENSDARG00000004171	ENSGT00390000010549
ENSDARG00000061417	ENSGT00390000010557
ENSDARG00000011931	ENSGT00390000010568
ENSDARG00000062374	ENSGT00390000010577
ENSDARG00000059469	ENSGT00390000010581
ENSDARG00000086579	ENSGT00390000010591
ENSDARG00000038382	ENSGT00390000010600
ENSDARG00000089564	ENSGT00390000010600
ENSDARG00000076752	ENSGT00390000010606
ENSDARG00000040527	ENSGT00390000010608
ENSDARG00000023952	ENSGT00390000010627
ENSDARG00000022454	ENSGT00390000010627
ENSDARG00000036438	ENSGT00390000010641
ENSDARG00000014963	ENSGT00390000010642
ENSDARG00000052114	ENSGT00390000010652
