Zebrafish_gene_Ensembl_id	Ensembl_gene_tree_id
ENSDARG00000002508	ENSGT00500000044852
ENSDARG00000029671	ENSGT00500000044895
ENSDARG00000062449	ENSGT00500000044895
ENSDARG00000079302	ENSGT00500000045505
ENSDARG00000088514	ENSGT00500000045505
ENSDARG00000088299	ENSGT00500000046045
ENSDARG00000071353	ENSGT00500000046045
ENSDARG00000054442	ENSGT00510000046310
ENSDARG00000004189	ENSGT00510000046310
ENSDARG00000054894	ENSGT00510000046328
ENSDARG00000036428	ENSGT00510000046328
ENSDARG00000032865	ENSGT00510000046376
ENSDARG00000042128	ENSGT00510000046376
ENSDARG00000077953	ENSGT00510000046403
ENSDARG00000005679	ENSGT00510000046403
ENSDARG00000006003	ENSGT00510000046414
ENSDARG00000034956	ENSGT00510000046414
ENSDARG00000097897	ENSGT00510000046419
ENSDARG00000077269	ENSGT00510000046419
ENSDARG00000090564	ENSGT00510000046421
ENSDARG00000060182	ENSGT00510000046421
ENSDARG00000005915	ENSGT00510000046438
ENSDARG00000052383	ENSGT00510000046438
ENSDARG00000056252	ENSGT00510000046443
ENSDARG00000029402	ENSGT00510000046443
ENSDARG00000025034	ENSGT00510000046450
ENSDARG00000014871	ENSGT00510000046450
ENSDARG00000076962	ENSGT00510000046457
ENSDARG00000077284	ENSGT00510000046457
ENSDARG00000067713	ENSGT00510000046469
ENSDARG00000044246	ENSGT00510000046469
ENSDARG00000022550	ENSGT00510000046589
ENSDARG00000076111	ENSGT00510000046589
ENSDARG00000025904	ENSGT00510000046645
ENSDARG00000070956	ENSGT00510000046645
ENSDARG00000053481	ENSGT00510000046675
ENSDARG00000093659	ENSGT00510000046675
ENSDARG00000067848	ENSGT00510000046782
ENSDARG00000078945	ENSGT00510000046782
ENSDARG00000062874	ENSGT00510000046798
ENSDARG00000087084	ENSGT00510000046798
ENSDARG00000062108	ENSGT00510000046803
ENSDARG00000062976	ENSGT00510000046803
ENSDARG00000093866	ENSGT00510000046833
ENSDARG00000030108	ENSGT00510000046833
ENSDARG00000076009	ENSGT00510000046839
ENSDARG00000074020	ENSGT00510000046839
ENSDARG00000078865	ENSGT00510000046972
ENSDARG00000075735	ENSGT00510000046972
ENSDARG00000060345	ENSGT00510000046981
ENSDARG00000057437	ENSGT00510000046981
ENSDARG00000068974	ENSGT00510000046994
ENSDARG00000037402	ENSGT00510000046994
ENSDARG00000052642	ENSGT00510000047247
ENSDARG00000045145	ENSGT00510000047247
ENSDARG00000088204	ENSGT00510000047247
ENSDARG00000090314	ENSGT00510000047247
ENSDARG00000059678	ENSGT00510000047561
ENSDARG00000074894	ENSGT00510000047561
ENSDARG00000077580	ENSGT00510000047718
ENSDARG00000089235	ENSGT00510000047718
ENSDARG00000075397	ENSGT00510000048522
ENSDARG00000078095	ENSGT00510000048522
ENSDARG00000007315	ENSGT00510000048934
ENSDARG00000022978	ENSGT00510000048934
ENSDARG00000074913	ENSGT00510000049038
ENSDARG00000059774	ENSGT00510000049038
ENSDARG00000025024	ENSGT00510000049153
ENSDARG00000024189	ENSGT00510000049153
ENSDARG00000070917	ENSGT00510000051122
ENSDARG00000058042	ENSGT00510000051122
ENSDARG00000090903	ENSGT00520000055538
ENSDARG00000056226	ENSGT00520000055538
ENSDARG00000077080	ENSGT00520000055551
ENSDARG00000075141	ENSGT00520000055551
ENSDARG00000070028	ENSGT00520000055582
ENSDARG00000026771	ENSGT00520000055582
ENSDARG00000003290	ENSGT00520000055585
ENSDARG00000059939	ENSGT00520000055585
ENSDARG00000078572	ENSGT00520000055589
ENSDARG00000070162	ENSGT00520000055589
ENSDARG00000075539	ENSGT00520000055634
ENSDARG00000078485	ENSGT00520000055634
ENSDARG00000062796	ENSGT00530000062784
ENSDARG00000045129	ENSGT00530000062784
ENSDARG00000093701	ENSGT00530000062809
ENSDARG00000073850	ENSGT00530000062809
ENSDARG00000076073	ENSGT00530000062839
ENSDARG00000027966	ENSGT00530000062839
ENSDARG00000097530	ENSGT00530000062854
ENSDARG00000057155	ENSGT00530000062854
ENSDARG00000026333	ENSGT00530000062854
ENSDARG00000036952	ENSGT00530000062854
ENSDARG00000038957	ENSGT00530000062892
ENSDARG00000031506	ENSGT00530000062892
ENSDARG00000061070	ENSGT00530000062902
ENSDARG00000077844	ENSGT00530000062902
ENSDARG00000078760	ENSGT00530000062904
ENSDARG00000045204	ENSGT00530000062904
ENSDARG00000044253	ENSGT00530000062926
ENSDARG00000017703	ENSGT00530000062926
ENSDARG00000018881	ENSGT00530000062933
ENSDARG00000034604	ENSGT00530000062933
ENSDARG00000008414	ENSGT00530000062934
ENSDARG00000030782	ENSGT00530000062934
ENSDARG00000004311	ENSGT00530000062937
ENSDARG00000039750	ENSGT00530000062937
ENSDARG00000044528	ENSGT00530000062961
ENSDARG00000077192	ENSGT00530000062961
ENSDARG00000018865	ENSGT00530000062977
ENSDARG00000088663	ENSGT00530000062977
ENSDARG00000077513	ENSGT00530000062978
ENSDARG00000076248	ENSGT00530000062978
ENSDARG00000069377	ENSGT00530000062978
ENSDARG00000015657	ENSGT00530000062978
ENSDARG00000071005	ENSGT00530000062978
ENSDARG00000014554	ENSGT00530000062978
ENSDARG00000045804	ENSGT00530000062981
ENSDARG00000025797	ENSGT00530000062981
ENSDARG00000009511	ENSGT00530000062992
ENSDARG00000013598	ENSGT00530000062992
ENSDARG00000055656	ENSGT00530000062999
ENSDARG00000040568	ENSGT00530000062999
ENSDARG00000074042	ENSGT00530000062999
ENSDARG00000000068	ENSGT00530000062999
ENSDARG00000041294	ENSGT00530000063010
ENSDARG00000056374	ENSGT00530000063010
ENSDARG00000061758	ENSGT00530000063010
ENSDARG00000060148	ENSGT00530000063010
ENSDARG00000062220	ENSGT00530000063012
ENSDARG00000060813	ENSGT00530000063012
ENSDARG00000063651	ENSGT00530000063025
ENSDARG00000003022	ENSGT00530000063025
ENSDARG00000079484	ENSGT00530000063026
ENSDARG00000079098	ENSGT00530000063026
ENSDARG00000055043	ENSGT00530000063030
ENSDARG00000053246	ENSGT00530000063030
ENSDARG00000020377	ENSGT00530000063038
ENSDARG00000057167	ENSGT00530000063038
ENSDARG00000059682	ENSGT00530000063043
ENSDARG00000057949	ENSGT00530000063043
ENSDARG00000036848	ENSGT00530000063043
ENSDARG00000061120	ENSGT00530000063043
ENSDARG00000008473	ENSGT00530000063050
ENSDARG00000087741	ENSGT00530000063050
ENSDARG00000077040	ENSGT00530000063053
ENSDARG00000074589	ENSGT00530000063053
ENSDARG00000038658	ENSGT00530000063058
ENSDARG00000056743	ENSGT00530000063058
ENSDARG00000059362	ENSGT00530000063058
ENSDARG00000076411	ENSGT00530000063058
ENSDARG00000076416	ENSGT00530000063061
ENSDARG00000076371	ENSGT00530000063061
ENSDARG00000077944	ENSGT00530000063068
ENSDARG00000092610	ENSGT00530000063068
ENSDARG00000014962	ENSGT00530000063087
ENSDARG00000057456	ENSGT00530000063087
ENSDARG00000078599	ENSGT00530000063089
ENSDARG00000074255	ENSGT00530000063089
ENSDARG00000020489	ENSGT00530000063104
ENSDARG00000046107	ENSGT00530000063104
ENSDARG00000078901	ENSGT00530000063104
ENSDARG00000062396	ENSGT00530000063104
ENSDARG00000024365	ENSGT00530000063112
ENSDARG00000006368	ENSGT00530000063112
ENSDARG00000007671	ENSGT00530000063112
ENSDARG00000054771	ENSGT00530000063112
ENSDARG00000016570	ENSGT00530000063112
ENSDARG00000045955	ENSGT00530000063112
ENSDARG00000051936	ENSGT00530000063113
ENSDARG00000020224	ENSGT00530000063113
ENSDARG00000003098	ENSGT00530000063118
ENSDARG00000057093	ENSGT00530000063118
ENSDARG00000054914	ENSGT00530000063122
ENSDARG00000031465	ENSGT00530000063122
ENSDARG00000017311	ENSGT00530000063126
ENSDARG00000025027	ENSGT00530000063126
ENSDARG00000079889	ENSGT00530000063148
ENSDARG00000074843	ENSGT00530000063148
ENSDARG00000061093	ENSGT00530000063148
ENSDARG00000079378	ENSGT00530000063148
ENSDARG00000037042	ENSGT00530000063155
ENSDARG00000086808	ENSGT00530000063155
ENSDARG00000037154	ENSGT00530000063161
ENSDARG00000075928	ENSGT00530000063161
ENSDARG00000010555	ENSGT00530000063174
ENSDARG00000012387	ENSGT00530000063174
ENSDARG00000075362	ENSGT00530000063178
ENSDARG00000068166	ENSGT00530000063178
ENSDARG00000056209	ENSGT00530000063184
ENSDARG00000071445	ENSGT00530000063184
ENSDARG00000037266	ENSGT00530000063184
ENSDARG00000012311	ENSGT00530000063184
ENSDARG00000007737	ENSGT00530000063187
ENSDARG00000045828	ENSGT00530000063187
ENSDARG00000012219	ENSGT00530000063194
ENSDARG00000037291	ENSGT00530000063194
ENSDARG00000075867	ENSGT00530000063195
ENSDARG00000076229	ENSGT00530000063195
ENSDARG00000036462	ENSGT00530000063203
ENSDARG00000046124	ENSGT00530000063203
ENSDARG00000094510	ENSGT00530000063203
ENSDARG00000088248	ENSGT00530000063203
ENSDARG00000015134	ENSGT00530000063214
ENSDARG00000035452	ENSGT00530000063214
ENSDARG00000034062	ENSGT00530000063216
ENSDARG00000056856	ENSGT00530000063216
ENSDARG00000039578	ENSGT00530000063220
ENSDARG00000070657	ENSGT00530000063220
ENSDARG00000079977	ENSGT00530000063248
ENSDARG00000070227	ENSGT00530000063248
ENSDARG00000059036	ENSGT00530000063252
ENSDARG00000055543	ENSGT00530000063252
ENSDARG00000036236	ENSGT00530000063270
ENSDARG00000007959	ENSGT00530000063270
ENSDARG00000053864	ENSGT00530000063277
ENSDARG00000011445	ENSGT00530000063277
ENSDARG00000042055	ENSGT00530000063284
ENSDARG00000023053	ENSGT00530000063284
ENSDARG00000086505	ENSGT00530000063286
ENSDARG00000061725	ENSGT00530000063286
ENSDARG00000088789	ENSGT00530000063286
ENSDARG00000027497	ENSGT00530000063286
ENSDARG00000086669	ENSGT00530000063310
ENSDARG00000070925	ENSGT00530000063310
ENSDARG00000075015	ENSGT00530000063312
ENSDARG00000089879	ENSGT00530000063312
ENSDARG00000061835	ENSGT00530000063315
ENSDARG00000063372	ENSGT00530000063315
ENSDARG00000078971	ENSGT00530000063319
ENSDARG00000045945	ENSGT00530000063319
ENSDARG00000062372	ENSGT00530000063327
ENSDARG00000019596	ENSGT00530000063327
ENSDARG00000074396	ENSGT00530000063373
ENSDARG00000059574	ENSGT00530000063373
ENSDARG00000059806	ENSGT00530000063393
ENSDARG00000015290	ENSGT00530000063393
ENSDARG00000019525	ENSGT00530000063405
ENSDARG00000002682	ENSGT00530000063405
ENSDARG00000062078	ENSGT00530000063408
ENSDARG00000062008	ENSGT00530000063408
ENSDARG00000011932	ENSGT00530000063428
ENSDARG00000007601	ENSGT00530000063428
ENSDARG00000060102	ENSGT00530000063448
ENSDARG00000060584	ENSGT00530000063448
ENSDARG00000058538	ENSGT00530000063457
ENSDARG00000026531	ENSGT00530000063457
ENSDARG00000063361	ENSGT00530000063472
ENSDARG00000063008	ENSGT00530000063472
ENSDARG00000038720	ENSGT00530000063482
ENSDARG00000054313	ENSGT00530000063482
ENSDARG00000042489	ENSGT00530000063516
ENSDARG00000020964	ENSGT00530000063516
ENSDARG00000008247	ENSGT00530000063522
ENSDARG00000061030	ENSGT00530000063522
ENSDARG00000061138	ENSGT00530000063531
ENSDARG00000062148	ENSGT00530000063531
ENSDARG00000061352	ENSGT00530000063542
ENSDARG00000063153	ENSGT00530000063542
ENSDARG00000077861	ENSGT00530000063547
ENSDARG00000079125	ENSGT00530000063547
ENSDARG00000056934	ENSGT00530000063550
ENSDARG00000077945	ENSGT00530000063550
ENSDARG00000062156	ENSGT00530000063558
ENSDARG00000071095	ENSGT00530000063558
ENSDARG00000095170	ENSGT00530000063564
ENSDARG00000030012	ENSGT00530000063564
ENSDARG00000031560	ENSGT00530000063566
ENSDARG00000073997	ENSGT00530000063566
ENSDARG00000078718	ENSGT00530000063569
ENSDARG00000008948	ENSGT00530000063569
ENSDARG00000040485	ENSGT00530000063574
ENSDARG00000086762	ENSGT00530000063574
ENSDARG00000036114	ENSGT00530000063576
ENSDARG00000012588	ENSGT00530000063576
ENSDARG00000091509	ENSGT00530000063584
ENSDARG00000090963	ENSGT00530000063584
ENSDARG00000041417	ENSGT00530000063584
ENSDARG00000037153	ENSGT00530000063584
ENSDARG00000039966	ENSGT00530000063586
ENSDARG00000034007	ENSGT00530000063586
ENSDARG00000027740	ENSGT00530000063592
ENSDARG00000004015	ENSGT00530000063592
ENSDARG00000052315	ENSGT00530000063595
ENSDARG00000063062	ENSGT00530000063595
ENSDARG00000089858	ENSGT00530000063608
ENSDARG00000088979	ENSGT00530000063608
ENSDARG00000070831	ENSGT00530000063609
ENSDARG00000086499	ENSGT00530000063609
ENSDARG00000076995	ENSGT00530000063620
ENSDARG00000059871	ENSGT00530000063620
ENSDARG00000005139	ENSGT00530000063629
ENSDARG00000039051	ENSGT00530000063629
ENSDARG00000074522	ENSGT00530000063636
ENSDARG00000077237	ENSGT00530000063636
ENSDARG00000045485	ENSGT00530000063648
ENSDARG00000045596	ENSGT00530000063648
ENSDARG00000026444	ENSGT00530000063666
ENSDARG00000046154	ENSGT00530000063666
ENSDARG00000037100	ENSGT00530000063667
ENSDARG00000004771	ENSGT00530000063667
ENSDARG00000002635	ENSGT00530000063669
ENSDARG00000014081	ENSGT00530000063669
ENSDARG00000079791	ENSGT00530000063674
ENSDARG00000059567	ENSGT00530000063674
ENSDARG00000075870	ENSGT00530000063678
ENSDARG00000006385	ENSGT00530000063678
ENSDARG00000076310	ENSGT00530000063713
ENSDARG00000078908	ENSGT00530000063713
ENSDARG00000013346	ENSGT00530000063735
ENSDARG00000089893	ENSGT00530000063735
ENSDARG00000055388	ENSGT00530000063751
ENSDARG00000053831	ENSGT00530000063751
ENSDARG00000077293	ENSGT00530000063754
ENSDARG00000078696	ENSGT00530000063754
ENSDARG00000077157	ENSGT00530000063754
ENSDARG00000079675	ENSGT00530000063754
ENSDARG00000061191	ENSGT00530000063760
ENSDARG00000077499	ENSGT00530000063760
ENSDARG00000091090	ENSGT00530000063779
ENSDARG00000071113	ENSGT00530000063779
ENSDARG00000090375	ENSGT00530000063799
ENSDARG00000078989	ENSGT00530000063799
ENSDARG00000038141	ENSGT00530000063801
ENSDARG00000039515	ENSGT00530000063801
ENSDARG00000054218	ENSGT00530000063818
ENSDARG00000067889	ENSGT00530000063818
ENSDARG00000061948	ENSGT00530000063846
ENSDARG00000061923	ENSGT00530000063846
ENSDARG00000070360	ENSGT00530000063849
ENSDARG00000070404	ENSGT00530000063849
ENSDARG00000076959	ENSGT00530000063854
ENSDARG00000087525	ENSGT00530000063854
ENSDARG00000061219	ENSGT00530000063860
ENSDARG00000043806	ENSGT00530000063860
ENSDARG00000091623	ENSGT00530000063880
ENSDARG00000086535	ENSGT00530000063880
ENSDARG00000033845	ENSGT00530000063887
ENSDARG00000069467	ENSGT00530000063887
ENSDARG00000079556	ENSGT00530000063888
ENSDARG00000079876	ENSGT00530000063888
ENSDARG00000075455	ENSGT00530000063889
ENSDARG00000063311	ENSGT00530000063889
ENSDARG00000038991	ENSGT00530000064085
ENSDARG00000007654	ENSGT00530000064085
ENSDARG00000094965	ENSGT00530000064087
ENSDARG00000043237	ENSGT00530000064087
ENSDARG00000039784	ENSGT00530000064170
ENSDARG00000037260	ENSGT00530000064170
ENSDARG00000055999	ENSGT00530000064262
ENSDARG00000025071	ENSGT00530000064262
ENSDARG00000045708	ENSGT00530000064523
ENSDARG00000078875	ENSGT00530000064523
ENSDARG00000076972	ENSGT00530000064789
ENSDARG00000045003	ENSGT00530000064789
ENSDARG00000044048	ENSGT00530000064873
ENSDARG00000003705	ENSGT00530000064873
ENSDARG00000012504	ENSGT00550000074253
ENSDARG00000045808	ENSGT00550000074253
ENSDARG00000006409	ENSGT00550000074271
ENSDARG00000042021	ENSGT00550000074271
ENSDARG00000016263	ENSGT00550000074293
ENSDARG00000087417	ENSGT00550000074293
ENSDARG00000045753	ENSGT00550000074327
ENSDARG00000035273	ENSGT00550000074327
ENSDARG00000070000	ENSGT00550000074356
ENSDARG00000036107	ENSGT00550000074356
ENSDARG00000030173	ENSGT00550000074359
ENSDARG00000078378	ENSGT00550000074359
ENSDARG00000063711	ENSGT00550000074377
ENSDARG00000005397	ENSGT00550000074377
ENSDARG00000076174	ENSGT00550000074377
ENSDARG00000031817	ENSGT00550000074377
ENSDARG00000061651	ENSGT00550000074378
ENSDARG00000025076	ENSGT00550000074378
ENSDARG00000086965	ENSGT00550000074384
ENSDARG00000059997	ENSGT00550000074384
ENSDARG00000075376	ENSGT00550000074386
ENSDARG00000028857	ENSGT00550000074386
ENSDARG00000036593	ENSGT00550000074396
ENSDARG00000046010	ENSGT00550000074396
ENSDARG00000062553	ENSGT00550000074399
ENSDARG00000002196	ENSGT00550000074399
ENSDARG00000036337	ENSGT00550000074401
ENSDARG00000078541	ENSGT00550000074401
ENSDARG00000058992	ENSGT00550000074401
ENSDARG00000013704	ENSGT00550000074401
ENSDARG00000018619	ENSGT00550000074401
ENSDARG00000031387	ENSGT00550000074401
ENSDARG00000036094	ENSGT00550000074410
ENSDARG00000062445	ENSGT00550000074410
ENSDARG00000041609	ENSGT00550000074412
ENSDARG00000003544	ENSGT00550000074412
ENSDARG00000020581	ENSGT00550000074414
ENSDARG00000030832	ENSGT00550000074414
ENSDARG00000017128	ENSGT00550000074414
ENSDARG00000006112	ENSGT00550000074414
ENSDARG00000060871	ENSGT00550000074417
ENSDARG00000076404	ENSGT00550000074417
ENSDARG00000001414	ENSGT00550000074417
ENSDARG00000073970	ENSGT00550000074417
ENSDARG00000034714	ENSGT00550000074417
ENSDARG00000014239	ENSGT00550000074417
ENSDARG00000038352	ENSGT00550000074420
ENSDARG00000006240	ENSGT00550000074420
ENSDARG00000075600	ENSGT00550000074429
ENSDARG00000076735	ENSGT00550000074429
ENSDARG00000076856	ENSGT00550000074429
ENSDARG00000074369	ENSGT00550000074429
ENSDARG00000024588	ENSGT00550000074430
ENSDARG00000074082	ENSGT00550000074430
ENSDARG00000070475	ENSGT00550000074434
ENSDARG00000052856	ENSGT00550000074434
ENSDARG00000040649	ENSGT00550000074438
ENSDARG00000045694	ENSGT00550000074438
ENSDARG00000097576	ENSGT00550000074449
ENSDARG00000031283	ENSGT00550000074449
ENSDARG00000036139	ENSGT00550000074452
ENSDARG00000016337	ENSGT00550000074452
ENSDARG00000057035	ENSGT00550000074454
ENSDARG00000079914	ENSGT00550000074454
ENSDARG00000007990	ENSGT00550000074455
ENSDARG00000031420	ENSGT00550000074455
ENSDARG00000070941	ENSGT00550000074457
ENSDARG00000090833	ENSGT00550000074457
ENSDARG00000052470	ENSGT00550000074457
ENSDARG00000031422	ENSGT00550000074457
ENSDARG00000014947	ENSGT00550000074457
ENSDARG00000038666	ENSGT00550000074457
ENSDARG00000079167	ENSGT00550000074459
ENSDARG00000074604	ENSGT00550000074459
ENSDARG00000056695	ENSGT00550000074459
ENSDARG00000013224	ENSGT00550000074459
ENSDARG00000008983	ENSGT00550000074464
ENSDARG00000035470	ENSGT00550000074464
ENSDARG00000039901	ENSGT00550000074464
ENSDARG00000023600	ENSGT00550000074464
ENSDARG00000002642	ENSGT00550000074464
ENSDARG00000067958	ENSGT00550000074464
ENSDARG00000069006	ENSGT00550000074465
ENSDARG00000002787	ENSGT00550000074465
ENSDARG00000037415	ENSGT00550000074473
ENSDARG00000014280	ENSGT00550000074473
ENSDARG00000042172	ENSGT00550000074478
ENSDARG00000057121	ENSGT00550000074478
ENSDARG00000045023	ENSGT00550000074479
ENSDARG00000056458	ENSGT00550000074479
ENSDARG00000077691	ENSGT00550000074480
ENSDARG00000039999	ENSGT00550000074480
ENSDARG00000005414	ENSGT00550000074482
ENSDARG00000022668	ENSGT00550000074482
ENSDARG00000031770	ENSGT00550000074503
ENSDARG00000070371	ENSGT00550000074503
ENSDARG00000052631	ENSGT00550000074507
ENSDARG00000020072	ENSGT00550000074507
ENSDARG00000010785	ENSGT00550000074507
ENSDARG00000063430	ENSGT00550000074507
ENSDARG00000019362	ENSGT00550000074508
ENSDARG00000031907	ENSGT00550000074508
ENSDARG00000015901	ENSGT00550000074508
ENSDARG00000015230	ENSGT00550000074508
ENSDARG00000057419	ENSGT00550000074521
ENSDARG00000017398	ENSGT00550000074521
ENSDARG00000053425	ENSGT00550000074522
ENSDARG00000056532	ENSGT00550000074522
ENSDARG00000070056	ENSGT00550000074524
ENSDARG00000075694	ENSGT00550000074524
ENSDARG00000007693	ENSGT00550000074527
ENSDARG00000005481	ENSGT00550000074527
ENSDARG00000015790	ENSGT00550000074530
ENSDARG00000042837	ENSGT00550000074530
ENSDARG00000034424	ENSGT00550000074530
ENSDARG00000013605	ENSGT00550000074530
ENSDARG00000076833	ENSGT00550000074530
ENSDARG00000013144	ENSGT00550000074530
ENSDARG00000006301	ENSGT00550000074537
ENSDARG00000061732	ENSGT00550000074537
ENSDARG00000039399	ENSGT00550000074539
ENSDARG00000058231	ENSGT00550000074539
ENSDARG00000071076	ENSGT00550000074541
ENSDARG00000019644	ENSGT00550000074541
ENSDARG00000060627	ENSGT00550000074542
ENSDARG00000059484	ENSGT00550000074542
ENSDARG00000044271	ENSGT00550000074542
ENSDARG00000017901	ENSGT00550000074542
ENSDARG00000001634	ENSGT00550000074545
ENSDARG00000056998	ENSGT00550000074545
ENSDARG00000070626	ENSGT00550000074547
ENSDARG00000020450	ENSGT00550000074547
ENSDARG00000074669	ENSGT00550000074547
ENSDARG00000039238	ENSGT00550000074547
ENSDARG00000039240	ENSGT00550000074547
ENSDARG00000003326	ENSGT00550000074547
ENSDARG00000063006	ENSGT00550000074547
ENSDARG00000070624	ENSGT00550000074547
ENSDARG00000057586	ENSGT00550000074555
ENSDARG00000079613	ENSGT00550000074555
ENSDARG00000007245	ENSGT00550000074558
ENSDARG00000002546	ENSGT00550000074558
ENSDARG00000040565	ENSGT00550000074561
ENSDARG00000035327	ENSGT00550000074561
ENSDARG00000014022	ENSGT00550000074562
ENSDARG00000020872	ENSGT00550000074562
ENSDARG00000031845	ENSGT00550000074565
ENSDARG00000042551	ENSGT00550000074565
ENSDARG00000055437	ENSGT00550000074572
ENSDARG00000078878	ENSGT00550000074572
ENSDARG00000020876	ENSGT00550000074574
ENSDARG00000059054	ENSGT00550000074574
ENSDARG00000079879	ENSGT00550000074575
ENSDARG00000060073	ENSGT00550000074575
ENSDARG00000056651	ENSGT00550000074579
ENSDARG00000074582	ENSGT00550000074579
ENSDARG00000042723	ENSGT00550000074579
ENSDARG00000044015	ENSGT00550000074579
ENSDARG00000086013	ENSGT00550000074580
ENSDARG00000019301	ENSGT00550000074580
ENSDARG00000052045	ENSGT00550000074591
ENSDARG00000078258	ENSGT00550000074591
ENSDARG00000060326	ENSGT00550000074593
ENSDARG00000060805	ENSGT00550000074593
ENSDARG00000059601	ENSGT00550000074593
ENSDARG00000022045	ENSGT00550000074593
ENSDARG00000025535	ENSGT00550000074611
ENSDARG00000089914	ENSGT00550000074611
ENSDARG00000078953	ENSGT00550000074611
ENSDARG00000004633	ENSGT00550000074611
ENSDARG00000014794	ENSGT00550000074666
ENSDARG00000071691	ENSGT00550000074666
ENSDARG00000063040	ENSGT00550000074669
ENSDARG00000063255	ENSGT00550000074669
ENSDARG00000069829	ENSGT00550000074708
ENSDARG00000059154	ENSGT00550000074708
ENSDARG00000038239	ENSGT00550000074720
ENSDARG00000042887	ENSGT00550000074720
ENSDARG00000020123	ENSGT00550000074739
ENSDARG00000032426	ENSGT00550000074739
ENSDARG00000078619	ENSGT00550000074740
ENSDARG00000019553	ENSGT00550000074740
ENSDARG00000076724	ENSGT00550000074798
ENSDARG00000062823	ENSGT00550000074798
ENSDARG00000041900	ENSGT00550000074817
ENSDARG00000038855	ENSGT00550000074817
ENSDARG00000075192	ENSGT00550000074836
ENSDARG00000087253	ENSGT00550000074836
ENSDARG00000059805	ENSGT00550000075117
ENSDARG00000074533	ENSGT00550000075117
ENSDARG00000034668	ENSGT00560000076837
ENSDARG00000006983	ENSGT00560000076837
ENSDARG00000069774	ENSGT00560000077232
ENSDARG00000004830	ENSGT00560000077232
ENSDARG00000001891	ENSGT00560000077240
ENSDARG00000010934	ENSGT00560000077240
ENSDARG00000030020	ENSGT00560000077249
ENSDARG00000019526	ENSGT00560000077249
ENSDARG00000005908	ENSGT00580000081366
ENSDARG00000089372	ENSGT00580000081366
ENSDARG00000089322	ENSGT00580000081380
ENSDARG00000051827	ENSGT00580000081380
ENSDARG00000075670	ENSGT00580000081398
ENSDARG00000077353	ENSGT00580000081398
ENSDARG00000017441	ENSGT00590000082921
ENSDARG00000014196	ENSGT00590000082921
ENSDARG00000070567	ENSGT00590000083094
ENSDARG00000043661	ENSGT00590000083094
ENSDARG00000045911	ENSGT00610000085970
ENSDARG00000063056	ENSGT00610000085970
ENSDARG00000013921	ENSGT00610000086058
ENSDARG00000056001	ENSGT00610000086058
ENSDARG00000076541	ENSGT00610000086061
ENSDARG00000074394	ENSGT00610000086061
ENSDARG00000028552	ENSGT00620000087654
ENSDARG00000010144	ENSGT00620000087654
ENSDARG00000044600	ENSGT00620000087654
ENSDARG00000007578	ENSGT00620000087654
ENSDARG00000014123	ENSGT00620000087924
ENSDARG00000031048	ENSGT00620000087924
ENSDARG00000063299	ENSGT00620000087961
ENSDARG00000012482	ENSGT00620000087961
ENSDARG00000088541	ENSGT00620000088023
ENSDARG00000040216	ENSGT00620000088023
ENSDARG00000013207	ENSGT00630000089829
ENSDARG00000016788	ENSGT00630000089829
ENSDARG00000060319	ENSGT00640000091161
ENSDARG00000062416	ENSGT00640000091161
ENSDARG00000088742	ENSGT00640000091161
ENSDARG00000027345	ENSGT00640000091161
ENSDARG00000063309	ENSGT00640000091263
ENSDARG00000023443	ENSGT00640000091263
ENSDARG00000077506	ENSGT00640000091263
ENSDARG00000079374	ENSGT00640000091263
ENSDARG00000077477	ENSGT00640000091449
ENSDARG00000078222	ENSGT00640000091449
ENSDARG00000074636	ENSGT00640000091476
ENSDARG00000078327	ENSGT00640000091476
ENSDARG00000058892	ENSGT00640000091476
ENSDARG00000006128	ENSGT00640000091476
ENSDARG00000021590	ENSGT00650000092997
ENSDARG00000073769	ENSGT00650000092997
ENSDARG00000076916	ENSGT00650000092997
ENSDARG00000025974	ENSGT00650000092997
ENSDARG00000003169	ENSGT00650000092997
ENSDARG00000070145	ENSGT00650000092997
ENSDARG00000077633	ENSGT00650000092997
ENSDARG00000025108	ENSGT00650000092997
ENSDARG00000040474	ENSGT00650000093174
ENSDARG00000004405	ENSGT00650000093174
ENSDARG00000024325	ENSGT00650000093230
ENSDARG00000063542	ENSGT00650000093230
ENSDARG00000061862	ENSGT00650000093350
ENSDARG00000075752	ENSGT00650000093350
ENSDARG00000042368	ENSGT00650000093360
ENSDARG00000015016	ENSGT00650000093360
ENSDARG00000078241	ENSGT00660000095160
ENSDARG00000054844	ENSGT00660000095160
ENSDARG00000024537	ENSGT00660000095314
ENSDARG00000026166	ENSGT00660000095314
ENSDARG00000074244	ENSGT00670000097546
ENSDARG00000088630	ENSGT00670000097546
ENSDARG00000059438	ENSGT00670000097647
ENSDARG00000030292	ENSGT00670000097647
ENSDARG00000031325	ENSGT00670000097656
ENSDARG00000017255	ENSGT00670000097656
ENSDARG00000060632	ENSGT00670000097750
ENSDARG00000088072	ENSGT00670000097750
ENSDARG00000052072	ENSGT00670000097756
ENSDARG00000016886	ENSGT00670000097756
ENSDARG00000031782	ENSGT00670000097933
ENSDARG00000006060	ENSGT00670000097933
ENSDARG00000093093	ENSGT00670000097974
ENSDARG00000043213	ENSGT00670000097974
ENSDARG00000053179	ENSGT00680000099614
ENSDARG00000056091	ENSGT00680000099614
ENSDARG00000052910	ENSGT00690000101857
