Mouse_gene_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000031631	ENSGT00390000010356
ENSMUSG00000016541	ENSGT00390000010377
ENSMUSG00000019984	ENSGT00390000010380
ENSMUSG00000042742	ENSGT00390000010382
ENSMUSG00000033020	ENSGT00390000010415
ENSMUSG00000021302	ENSGT00390000010417
ENSMUSG00000002580	ENSGT00390000010440
ENSMUSG00000031575	ENSGT00390000010474
ENSMUSG00000024253	ENSGT00390000010498
ENSMUSG00000041625	ENSGT00390000010543
ENSMUSG00000021961	ENSGT00390000010548
ENSMUSG00000003380	ENSGT00390000010549
ENSMUSG00000024436	ENSGT00390000010554
ENSMUSG00000028954	ENSGT00390000010557
ENSMUSG00000043432	ENSGT00390000010577
ENSMUSG00000030051	ENSGT00390000010591
ENSMUSG00000046985	ENSGT00390000010628
ENSMUSG00000037916	ENSGT00390000010641
ENSMUSG00000005951	ENSGT00390000010693
ENSMUSG00000030059	ENSGT00390000010697
ENSMUSG00000030879	ENSGT00390000010698
ENSMUSG00000035370	ENSGT00390000010706
ENSMUSG00000029649	ENSGT00390000010734
ENSMUSG00000052926	ENSGT00390000010768
ENSMUSG00000027809	ENSGT00390000010773
ENSMUSG00000035351	ENSGT00390000010777
ENSMUSG00000051007	ENSGT00390000010778
ENSMUSG00000092607	ENSGT00390000010811
ENSMUSG00000020526	ENSGT00390000010822
ENSMUSG00000055917	ENSGT00390000010852
ENSMUSG00000028186	ENSGT00390000010863
ENSMUSG00000026088	ENSGT00390000010868
ENSMUSG00000021357	ENSGT00390000010872
ENSMUSG00000014748	ENSGT00390000010888
ENSMUSG00000043572	ENSGT00390000010922
ENSMUSG00000027502	ENSGT00390000010923
ENSMUSG00000020562	ENSGT00390000010932
ENSMUSG00000041949	ENSGT00390000010938
ENSMUSG00000031864	ENSGT00390000010950
ENSMUSG00000031919	ENSGT00390000010961
ENSMUSG00000071103	ENSGT00390000010980
ENSMUSG00000003464	ENSGT00390000010993
ENSMUSG00000028467	ENSGT00390000010998
ENSMUSG00000017453	ENSGT00390000011000
ENSMUSG00000046679	ENSGT00390000011031
ENSMUSG00000075229	ENSGT00390000011053
ENSMUSG00000030417	ENSGT00390000011085
ENSMUSG00000008822	ENSGT00390000011103
ENSMUSG00000020477	ENSGT00390000011179
ENSMUSG00000024841	ENSGT00390000011180
ENSMUSG00000033931	ENSGT00390000011249
ENSMUSG00000003316	ENSGT00390000011262
ENSMUSG00000026611	ENSGT00390000011270
ENSMUSG00000003549	ENSGT00390000011275
ENSMUSG00000025574	ENSGT00390000011309
ENSMUSG00000019868	ENSGT00390000011342
ENSMUSG00000033174	ENSGT00390000011364
ENSMUSG00000037720	ENSGT00390000011368
ENSMUSG00000039244	ENSGT00390000011370
ENSMUSG00000040044	ENSGT00390000011376
ENSMUSG00000002324	ENSGT00390000011379
ENSMUSG00000032563	ENSGT00390000011422
ENSMUSG00000021932	ENSGT00390000011439
ENSMUSG00000039515	ENSGT00390000011500
ENSMUSG00000026377	ENSGT00390000011515
ENSMUSG00000039509	ENSGT00390000011529
ENSMUSG00000028801	ENSGT00390000011598
ENSMUSG00000064360	ENSGT00390000011605
ENSMUSG00000027199	ENSGT00390000011613
ENSMUSG00000026563	ENSGT00390000011644
ENSMUSG00000036223	ENSGT00390000011654
ENSMUSG00000027775	ENSGT00390000011700
ENSMUSG00000011254	ENSGT00390000011705
ENSMUSG00000031816	ENSGT00390000011730
ENSMUSG00000031585	ENSGT00390000011749
ENSMUSG00000045751	ENSGT00390000011769
ENSMUSG00000031935	ENSGT00390000011810
ENSMUSG00000037526	ENSGT00390000011854
ENSMUSG00000020780	ENSGT00390000011856
ENSMUSG00000039850	ENSGT00390000011880
ENSMUSG00000018068	ENSGT00390000011888
ENSMUSG00000023921	ENSGT00390000011892
ENSMUSG00000078588	ENSGT00390000011926
ENSMUSG00000031684	ENSGT00390000011932
ENSMUSG00000008540	ENSGT00390000011980
ENSMUSG00000037103	ENSGT00390000011987
ENSMUSG00000007867	ENSGT00390000012060
ENSMUSG00000035413	ENSGT00390000012062
ENSMUSG00000022109	ENSGT00390000012063
ENSMUSG00000025512	ENSGT00390000012069
ENSMUSG00000020454	ENSGT00390000012071
ENSMUSG00000052798	ENSGT00390000012080
ENSMUSG00000038009	ENSGT00390000012136
ENSMUSG00000046010	ENSGT00390000012151
ENSMUSG00000026623	ENSGT00390000012157
ENSMUSG00000024037	ENSGT00390000012174
ENSMUSG00000020803	ENSGT00390000012195
ENSMUSG00000036202	ENSGT00390000012204
ENSMUSG00000026799	ENSGT00390000012207
ENSMUSG00000035614	ENSGT00390000012217
ENSMUSG00000025047	ENSGT00390000012228
ENSMUSG00000032869	ENSGT00390000012257
ENSMUSG00000019689	ENSGT00390000012258
ENSMUSG00000041203	ENSGT00390000012267
ENSMUSG00000060152	ENSGT00390000012331
ENSMUSG00000006585	ENSGT00390000012337
ENSMUSG00000017286	ENSGT00390000012340
ENSMUSG00000038280	ENSGT00390000012341
ENSMUSG00000037325	ENSGT00390000012346
ENSMUSG00000027132	ENSGT00390000012351
ENSMUSG00000017548	ENSGT00390000012364
ENSMUSG00000078786	ENSGT00390000012368
ENSMUSG00000028948	ENSGT00390000012406
ENSMUSG00000056941	ENSGT00390000012419
ENSMUSG00000025102	ENSGT00390000012420
ENSMUSG00000002379	ENSGT00390000012434
ENSMUSG00000020974	ENSGT00390000012435
ENSMUSG00000034518	ENSGT00390000012436
ENSMUSG00000047719	ENSGT00390000012439
ENSMUSG00000022551	ENSGT00390000012445
ENSMUSG00000026974	ENSGT00390000012479
ENSMUSG00000007721	ENSGT00390000012482
ENSMUSG00000042502	ENSGT00390000012483
ENSMUSG00000027304	ENSGT00390000012493
ENSMUSG00000031827	ENSGT00390000012498
ENSMUSG00000031657	ENSGT00390000012529
ENSMUSG00000025950	ENSGT00390000012547
ENSMUSG00000030541	ENSGT00390000012547
ENSMUSG00000030877	ENSGT00390000012548
ENSMUSG00000025227	ENSGT00390000012548
ENSMUSG00000029179	ENSGT00390000012556
ENSMUSG00000006010	ENSGT00390000012568
ENSMUSG00000032251	ENSGT00390000012588
ENSMUSG00000036820	ENSGT00390000012605
ENSMUSG00000045665	ENSGT00390000012629
ENSMUSG00000028345	ENSGT00390000012654
ENSMUSG00000013465	ENSGT00390000012665
ENSMUSG00000018882	ENSGT00390000012679
ENSMUSG00000013539	ENSGT00390000012733
ENSMUSG00000042489	ENSGT00390000012738
ENSMUSG00000015542	ENSGT00390000012745
ENSMUSG00000047635	ENSGT00390000012759
ENSMUSG00000028710	ENSGT00390000012765
ENSMUSG00000020462	ENSGT00390000012785
ENSMUSG00000062198	ENSGT00390000012799
ENSMUSG00000001983	ENSGT00390000012820
ENSMUSG00000046603	ENSGT00390000012832
ENSMUSG00000061244	ENSGT00390000012837
ENSMUSG00000025646	ENSGT00390000012850
ENSMUSG00000025575	ENSGT00390000012872
ENSMUSG00000039934	ENSGT00390000012875
ENSMUSG00000019715	ENSGT00390000012903
ENSMUSG00000075470	ENSGT00390000012906
ENSMUSG00000042111	ENSGT00390000012929
ENSMUSG00000040591	ENSGT00390000012935
ENSMUSG00000044847	ENSGT00390000012944
ENSMUSG00000030706	ENSGT00390000012955
ENSMUSG00000020224	ENSGT00390000012979
ENSMUSG00000000673	ENSGT00390000013008
ENSMUSG00000050107	ENSGT00390000013015
ENSMUSG00000044442	ENSGT00390000013073
ENSMUSG00000005043	ENSGT00390000013080
ENSMUSG00000030617	ENSGT00390000013087
ENSMUSG00000035049	ENSGT00390000013106
ENSMUSG00000026856	ENSGT00390000013112
ENSMUSG00000058240	ENSGT00390000013113
ENSMUSG00000079478	ENSGT00390000013169
ENSMUSG00000043257	ENSGT00390000013174
ENSMUSG00000004285	ENSGT00390000013208
ENSMUSG00000038028	ENSGT00390000013224
ENSMUSG00000031262	ENSGT00390000013235
ENSMUSG00000042389	ENSGT00390000013266
ENSMUSG00000018858	ENSGT00390000013268
ENSMUSG00000006315	ENSGT00390000013276
ENSMUSG00000061455	ENSGT00390000013283
ENSMUSG00000019295	ENSGT00390000013284
ENSMUSG00000074358	ENSGT00390000013311
ENSMUSG00000049922	ENSGT00390000013315
ENSMUSG00000039543	ENSGT00390000013319
ENSMUSG00000019763	ENSGT00390000013337
ENSMUSG00000031703	ENSGT00390000013367
ENSMUSG00000011114	ENSGT00390000013374
ENSMUSG00000058351	ENSGT00390000013390
ENSMUSG00000028797	ENSGT00390000013398
ENSMUSG00000031532	ENSGT00390000013419
ENSMUSG00000058886	ENSGT00390000013479
ENSMUSG00000022407	ENSGT00390000013486
ENSMUSG00000031637	ENSGT00390000013490
ENSMUSG00000047658	ENSGT00390000013505
ENSMUSG00000022120	ENSGT00390000013512
ENSMUSG00000045140	ENSGT00390000013520
ENSMUSG00000036339	ENSGT00390000013544
ENSMUSG00000048701	ENSGT00390000013594
ENSMUSG00000028833	ENSGT00390000013601
ENSMUSG00000034826	ENSGT00390000013620
ENSMUSG00000030876	ENSGT00390000013648
ENSMUSG00000071202	ENSGT00390000013678
ENSMUSG00000032400	ENSGT00390000013696
ENSMUSG00000033751	ENSGT00390000013719
ENSMUSG00000031387	ENSGT00390000013740
ENSMUSG00000042050	ENSGT00390000013743
ENSMUSG00000025521	ENSGT00390000013749
ENSMUSG00000026889	ENSGT00390000013765
ENSMUSG00000055041	ENSGT00390000013770
ENSMUSG00000020832	ENSGT00390000013800
ENSMUSG00000060121	ENSGT00390000013814
ENSMUSG00000002846	ENSGT00390000013817
ENSMUSG00000036955	ENSGT00390000013819
ENSMUSG00000005374	ENSGT00390000013836
ENSMUSG00000004667	ENSGT00390000013841
ENSMUSG00000028100	ENSGT00390000013847
ENSMUSG00000026708	ENSGT00390000013877
ENSMUSG00000033809	ENSGT00390000013904
ENSMUSG00000006717	ENSGT00390000013934
ENSMUSG00000021038	ENSGT00390000013955
ENSMUSG00000022023	ENSGT00390000013956
ENSMUSG00000059586	ENSGT00390000013961
ENSMUSG00000029782	ENSGT00390000013963
ENSMUSG00000027454	ENSGT00390000013968
ENSMUSG00000025027	ENSGT00390000013970
ENSMUSG00000037005	ENSGT00390000013970
ENSMUSG00000067150	ENSGT00390000013979
ENSMUSG00000031176	ENSGT00390000013998
ENSMUSG00000020219	ENSGT00390000014000
ENSMUSG00000041035	ENSGT00390000014031
ENSMUSG00000051705	ENSGT00390000014038
ENSMUSG00000059534	ENSGT00390000014052
ENSMUSG00000026102	ENSGT00390000014061
ENSMUSG00000036968	ENSGT00390000014072
ENSMUSG00000032392	ENSGT00390000014077
ENSMUSG00000020056	ENSGT00390000014084
ENSMUSG00000067787	ENSGT00390000014105
ENSMUSG00000030056	ENSGT00390000014109
ENSMUSG00000021007	ENSGT00390000014113
ENSMUSG00000017561	ENSGT00390000014117
ENSMUSG00000032579	ENSGT00390000014125
ENSMUSG00000035958	ENSGT00390000014242
ENSMUSG00000033578	ENSGT00390000014255
ENSMUSG00000001366	ENSGT00390000014256
ENSMUSG00000040473	ENSGT00390000014274
ENSMUSG00000023336	ENSGT00390000014299
ENSMUSG00000022386	ENSGT00390000014323
ENSMUSG00000046192	ENSGT00390000014326
ENSMUSG00000023106	ENSGT00390000014349
ENSMUSG00000002395	ENSGT00390000014361
ENSMUSG00000020258	ENSGT00390000014365
ENSMUSG00000031381	ENSGT00390000014405
ENSMUSG00000024191	ENSGT00390000014412
ENSMUSG00000022247	ENSGT00390000014467
ENSMUSG00000028414	ENSGT00390000014471
ENSMUSG00000029027	ENSGT00390000014490
ENSMUSG00000032077	ENSGT00390000014500
ENSMUSG00000021598	ENSGT00390000014501
ENSMUSG00000003299	ENSGT00390000014512
ENSMUSG00000036748	ENSGT00390000014513
ENSMUSG00000026374	ENSGT00390000014517
ENSMUSG00000030652	ENSGT00390000014520
ENSMUSG00000021811	ENSGT00390000014549
ENSMUSG00000028589	ENSGT00390000014553
ENSMUSG00000002661	ENSGT00390000014585
ENSMUSG00000051232	ENSGT00390000014591
ENSMUSG00000039680	ENSGT00390000014606
ENSMUSG00000046756	ENSGT00390000014620
ENSMUSG00000019039	ENSGT00390000014621
ENSMUSG00000020087	ENSGT00390000014627
ENSMUSG00000037818	ENSGT00390000014635
ENSMUSG00000015126	ENSGT00390000014665
ENSMUSG00000027384	ENSGT00390000014687
ENSMUSG00000056820	ENSGT00390000014716
ENSMUSG00000020831	ENSGT00390000014721
ENSMUSG00000039182	ENSGT00390000014722
ENSMUSG00000005378	ENSGT00390000014737
ENSMUSG00000057234	ENSGT00390000014756
ENSMUSG00000057421	ENSGT00390000014785
ENSMUSG00000039990	ENSGT00390000014797
ENSMUSG00000027952	ENSGT00390000014801
ENSMUSG00000020895	ENSGT00390000014827
ENSMUSG00000029125	ENSGT00390000014853
ENSMUSG00000078656	ENSGT00390000014892
ENSMUSG00000037525	ENSGT00390000014918
ENSMUSG00000030641	ENSGT00390000014932
ENSMUSG00000024592	ENSGT00390000014940
ENSMUSG00000038383	ENSGT00390000014941
ENSMUSG00000028729	ENSGT00390000014984
ENSMUSG00000020097	ENSGT00390000000046
ENSMUSG00000030780	ENSGT00390000000050
ENSMUSG00000002949	ENSGT00390000000051
ENSMUSG00000051950	ENSGT00390000000060
ENSMUSG00000022724	ENSGT00390000000083
ENSMUSG00000046791	ENSGT00390000000083
ENSMUSG00000043140	ENSGT00390000000087
ENSMUSG00000030835	ENSGT00390000000089
ENSMUSG00000048439	ENSGT00390000000118
ENSMUSG00000022749	ENSGT00390000000191
ENSMUSG00000038010	ENSGT00390000000217
ENSMUSG00000030772	ENSGT00390000000221
ENSMUSG00000026239	ENSGT00390000000263
ENSMUSG00000019808	ENSGT00390000000280
ENSMUSG00000018697	ENSGT00390000000288
ENSMUSG00000035754	ENSGT00390000000289
ENSMUSG00000004268	ENSGT00390000000305
ENSMUSG00000063236	ENSGT00390000000306
ENSMUSG00000070394	ENSGT00390000000334
ENSMUSG00000022223	ENSGT00390000000337
ENSMUSG00000036639	ENSGT00390000000341
ENSMUSG00000038876	ENSGT00390000000358
ENSMUSG00000005505	ENSGT00390000000361
ENSMUSG00000059920	ENSGT00390000000367
ENSMUSG00000037355	ENSGT00390000000377
ENSMUSG00000020483	ENSGT00390000000378
ENSMUSG00000033417	ENSGT00390000000403
ENSMUSG00000033047	ENSGT00390000000411
ENSMUSG00000069633	ENSGT00390000000427
ENSMUSG00000022960	ENSGT00390000000447
ENSMUSG00000041236	ENSGT00390000000481
ENSMUSG00000027284	ENSGT00390000000491
ENSMUSG00000015488	ENSGT00390000000529
ENSMUSG00000037259	ENSGT00390000000549
ENSMUSG00000020128	ENSGT00390000000583
ENSMUSG00000019054	ENSGT00390000000592
ENSMUSG00000079235	ENSGT00390000000596
ENSMUSG00000001445	ENSGT00390000000603
ENSMUSG00000015597	ENSGT00390000000614
ENSMUSG00000038696	ENSGT00390000000642
ENSMUSG00000029097	ENSGT00390000000645
ENSMUSG00000071324	ENSGT00390000000663
ENSMUSG00000044350	ENSGT00390000000693
ENSMUSG00000005779	ENSGT00390000000698
ENSMUSG00000016181	ENSGT00390000000709
ENSMUSG00000048772	ENSGT00390000000715
ENSMUSG00000073542	ENSGT00390000000781
ENSMUSG00000028622	ENSGT00390000000867
ENSMUSG00000024800	ENSGT00390000000883
ENSMUSG00000024271	ENSGT00390000000916
ENSMUSG00000021619	ENSGT00390000000924
ENSMUSG00000040396	ENSGT00390000000948
ENSMUSG00000034432	ENSGT00390000000977
ENSMUSG00000079334	ENSGT00390000000980
ENSMUSG00000075000	ENSGT00390000000984
ENSMUSG00000038503	ENSGT00390000000993
ENSMUSG00000030323	ENSGT00390000001016
ENSMUSG00000010136	ENSGT00390000001017
ENSMUSG00000042198	ENSGT00390000001029
ENSMUSG00000040269	ENSGT00390000001057
ENSMUSG00000032370	ENSGT00390000001062
ENSMUSG00000026939	ENSGT00390000001064
ENSMUSG00000026649	ENSGT00390000001092
ENSMUSG00000038542	ENSGT00390000001101
ENSMUSG00000026361	ENSGT00390000001114
ENSMUSG00000023939	ENSGT00390000001121
ENSMUSG00000027425	ENSGT00390000001146
ENSMUSG00000034932	ENSGT00390000001201
ENSMUSG00000040658	ENSGT00390000001216
ENSMUSG00000026174	ENSGT00390000001225
ENSMUSG00000052748	ENSGT00390000001254
ENSMUSG00000038683	ENSGT00390000001263
ENSMUSG00000032551	ENSGT00390000001296
ENSMUSG00000060798	ENSGT00390000001301
ENSMUSG00000038208	ENSGT00390000001304
ENSMUSG00000021680	ENSGT00390000001362
ENSMUSG00000038497	ENSGT00390000001394
ENSMUSG00000022471	ENSGT00390000001422
ENSMUSG00000027167	ENSGT00390000001443
ENSMUSG00000003437	ENSGT00390000001474
ENSMUSG00000022682	ENSGT00390000001488
ENSMUSG00000042705	ENSGT00390000001500
ENSMUSG00000048782	ENSGT00390000001511
ENSMUSG00000022370	ENSGT00390000001515
ENSMUSG00000018287	ENSGT00390000001520
ENSMUSG00000028608	ENSGT00390000001523
ENSMUSG00000046947	ENSGT00390000001536
ENSMUSG00000038637	ENSGT00390000001545
ENSMUSG00000019988	ENSGT00390000001561
ENSMUSG00000000876	ENSGT00390000001562
ENSMUSG00000058486	ENSGT00390000001566
ENSMUSG00000015880	ENSGT00390000001577
ENSMUSG00000024082	ENSGT00390000001588
ENSMUSG00000027357	ENSGT00390000001607
ENSMUSG00000031669	ENSGT00390000001622
ENSMUSG00000028261	ENSGT00390000001627
ENSMUSG00000021770	ENSGT00390000001630
ENSMUSG00000020328	ENSGT00390000001644
ENSMUSG00000041733	ENSGT00390000001654
ENSMUSG00000036285	ENSGT00390000001695
ENSMUSG00000025645	ENSGT00390000001709
ENSMUSG00000025937	ENSGT00390000001710
ENSMUSG00000041740	ENSGT00390000001731
ENSMUSG00000024797	ENSGT00390000001738
ENSMUSG00000030034	ENSGT00390000001754
ENSMUSG00000027080	ENSGT00390000001774
ENSMUSG00000026664	ENSGT00390000001775
ENSMUSG00000005883	ENSGT00390000001787
ENSMUSG00000016253	ENSGT00390000001799
ENSMUSG00000022195	ENSGT00390000001801
ENSMUSG00000040374	ENSGT00390000001846
ENSMUSG00000022814	ENSGT00390000001856
ENSMUSG00000009207	ENSGT00390000001859
ENSMUSG00000031157	ENSGT00390000001905
ENSMUSG00000001305	ENSGT00390000001960
ENSMUSG00000019802	ENSGT00390000001965
ENSMUSG00000040888	ENSGT00390000001979
ENSMUSG00000033720	ENSGT00390000002026
ENSMUSG00000037572	ENSGT00390000002030
ENSMUSG00000022701	ENSGT00390000002031
ENSMUSG00000019718	ENSGT00390000002032
ENSMUSG00000024683	ENSGT00390000002038
ENSMUSG00000036376	ENSGT00390000002062
ENSMUSG00000050310	ENSGT00390000002096
ENSMUSG00000007458	ENSGT00390000002109
ENSMUSG00000040359	ENSGT00390000002112
ENSMUSG00000024442	ENSGT00390000002137
ENSMUSG00000028899	ENSGT00390000002144
ENSMUSG00000022837	ENSGT00390000002188
ENSMUSG00000021023	ENSGT00390000002201
ENSMUSG00000034201	ENSGT00390000002205
ENSMUSG00000054520	ENSGT00390000002216
ENSMUSG00000074238	ENSGT00390000002219
ENSMUSG00000020100	ENSGT00390000002232
ENSMUSG00000021185	ENSGT00390000002237
ENSMUSG00000024146	ENSGT00390000002260
ENSMUSG00000041921	ENSGT00390000002284
ENSMUSG00000006519	ENSGT00390000002290
ENSMUSG00000020409	ENSGT00390000002292
ENSMUSG00000081534	ENSGT00390000002307
ENSMUSG00000033009	ENSGT00390000002349
ENSMUSG00000030421	ENSGT00390000002362
ENSMUSG00000030942	ENSGT00390000002365
ENSMUSG00000009535	ENSGT00390000002368
ENSMUSG00000023147	ENSGT00390000002415
ENSMUSG00000040972	ENSGT00390000002421
ENSMUSG00000073775	ENSGT00390000002443
ENSMUSG00000052794	ENSGT00390000002505
ENSMUSG00000039958	ENSGT00390000002528
ENSMUSG00000006021	ENSGT00390000002548
ENSMUSG00000039901	ENSGT00390000002554
ENSMUSG00000041774	ENSGT00390000002575
ENSMUSG00000039887	ENSGT00390000002579
ENSMUSG00000073725	ENSGT00390000002581
ENSMUSG00000022744	ENSGT00390000002596
ENSMUSG00000027642	ENSGT00390000002635
ENSMUSG00000022574	ENSGT00390000002664
ENSMUSG00000016554	ENSGT00390000002667
ENSMUSG00000035944	ENSGT00390000002669
ENSMUSG00000031982	ENSGT00390000002675
ENSMUSG00000038828	ENSGT00390000002693
ENSMUSG00000044700	ENSGT00390000002713
ENSMUSG00000028329	ENSGT00390000002721
ENSMUSG00000025144	ENSGT00390000002725
ENSMUSG00000047656	ENSGT00390000002731
ENSMUSG00000027706	ENSGT00390000002757
ENSMUSG00000020534	ENSGT00390000002762
ENSMUSG00000026526	ENSGT00390000002779
ENSMUSG00000019814	ENSGT00390000002789
ENSMUSG00000028099	ENSGT00390000002799
ENSMUSG00000021497	ENSGT00390000002845
ENSMUSG00000071470	ENSGT00390000002849
ENSMUSG00000040158	ENSGT00390000002877
ENSMUSG00000002343	ENSGT00390000002913
ENSMUSG00000018999	ENSGT00390000002915
ENSMUSG00000045211	ENSGT00390000002931
ENSMUSG00000045854	ENSGT00390000002957
ENSMUSG00000047539	ENSGT00390000002970
ENSMUSG00000036672	ENSGT00390000003044
ENSMUSG00000039128	ENSGT00390000003057
ENSMUSG00000028139	ENSGT00390000003062
ENSMUSG00000078584	ENSGT00390000003084
ENSMUSG00000030788	ENSGT00390000003145
ENSMUSG00000026209	ENSGT00390000003164
ENSMUSG00000033439	ENSGT00390000003182
ENSMUSG00000078442	ENSGT00390000003207
ENSMUSG00000023068	ENSGT00390000003223
ENSMUSG00000031546	ENSGT00390000003246
ENSMUSG00000030720	ENSGT00390000003249
ENSMUSG00000103104	ENSGT00390000003255
ENSMUSG00000092417	ENSGT00390000003292
ENSMUSG00000073077	ENSGT00390000003295
ENSMUSG00000028188	ENSGT00390000003298
ENSMUSG00000066042	ENSGT00390000003312
ENSMUSG00000022174	ENSGT00390000003324
ENSMUSG00000032680	ENSGT00390000003339
ENSMUSG00000027424	ENSGT00390000003349
ENSMUSG00000066892	ENSGT00390000003354
ENSMUSG00000050002	ENSGT00390000003364
ENSMUSG00000040263	ENSGT00390000003374
ENSMUSG00000025410	ENSGT00390000003427
ENSMUSG00000036551	ENSGT00390000003444
ENSMUSG00000045064	ENSGT00390000003459
ENSMUSG00000028690	ENSGT00390000003464
ENSMUSG00000067367	ENSGT00390000003477
ENSMUSG00000055681	ENSGT00390000003478
ENSMUSG00000028159	ENSGT00390000003480
ENSMUSG00000042719	ENSGT00390000003496
ENSMUSG00000034620	ENSGT00390000003526
ENSMUSG00000038268	ENSGT00390000003541
ENSMUSG00000042747	ENSGT00390000003552
ENSMUSG00000001707	ENSGT00390000003564
ENSMUSG00000026585	ENSGT00390000003574
ENSMUSG00000048647	ENSGT00390000003581
ENSMUSG00000039670	ENSGT00390000003596
ENSMUSG00000029029	ENSGT00390000003623
ENSMUSG00000063568	ENSGT00390000003635
ENSMUSG00000015766	ENSGT00390000003646
ENSMUSG00000031753	ENSGT00390000003662
ENSMUSG00000021591	ENSGT00390000003677
ENSMUSG00000049858	ENSGT00390000003749
ENSMUSG00000050043	ENSGT00390000003751
ENSMUSG00000029130	ENSGT00390000003759
ENSMUSG00000016833	ENSGT00390000003791
ENSMUSG00000031143	ENSGT00390000003809
ENSMUSG00000026734	ENSGT00390000003836
ENSMUSG00000068011	ENSGT00390000003839
ENSMUSG00000037455	ENSGT00390000003851
ENSMUSG00000027313	ENSGT00390000003855
ENSMUSG00000020309	ENSGT00390000003855
ENSMUSG00000031577	ENSGT00390000003878
ENSMUSG00000027411	ENSGT00390000003896
ENSMUSG00000038225	ENSGT00390000003901
ENSMUSG00000035585	ENSGT00390000003912
ENSMUSG00000047260	ENSGT00390000003917
ENSMUSG00000031931	ENSGT00390000003919
ENSMUSG00000090290	ENSGT00390000003939
ENSMUSG00000029346	ENSGT00390000003948
ENSMUSG00000021240	ENSGT00390000003950
ENSMUSG00000040007	ENSGT00390000003967
ENSMUSG00000062352	ENSGT00390000003990
ENSMUSG00000044894	ENSGT00390000004029
ENSMUSG00000075419	ENSGT00390000004067
ENSMUSG00000042055	ENSGT00390000004068
ENSMUSG00000051671	ENSGT00390000004094
ENSMUSG00000002329	ENSGT00390000004110
ENSMUSG00000034906	ENSGT00390000004149
ENSMUSG00000041762	ENSGT00390000004153
ENSMUSG00000050132	ENSGT00390000004155
ENSMUSG00000031352	ENSGT00390000004175
ENSMUSG00000025591	ENSGT00390000004179
ENSMUSG00000019945	ENSGT00390000004181
ENSMUSG00000036046	ENSGT00390000004190
ENSMUSG00000028850	ENSGT00390000004191
ENSMUSG00000041747	ENSGT00390000004228
ENSMUSG00000070806	ENSGT00390000004248
ENSMUSG00000021906	ENSGT00390000004280
ENSMUSG00000045107	ENSGT00390000004313
ENSMUSG00000091780	ENSGT00390000004323
ENSMUSG00000069844	ENSGT00390000004323
ENSMUSG00000019762	ENSGT00390000004348
ENSMUSG00000053604	ENSGT00390000004352
ENSMUSG00000043648	ENSGT00390000004368
ENSMUSG00000024404	ENSGT00390000004370
ENSMUSG00000022476	ENSGT00390000004383
ENSMUSG00000022545	ENSGT00390000004394
ENSMUSG00000021773	ENSGT00390000004409
ENSMUSG00000038704	ENSGT00390000004452
ENSMUSG00000021671	ENSGT00390000004454
ENSMUSG00000027170	ENSGT00390000004456
ENSMUSG00000026816	ENSGT00390000004458
ENSMUSG00000038122	ENSGT00390000004463
ENSMUSG00000048581	ENSGT00390000004493
ENSMUSG00000025209	ENSGT00390000004495
ENSMUSG00000008140	ENSGT00390000004520
ENSMUSG00000040302	ENSGT00390000004541
ENSMUSG00000078695	ENSGT00390000004574
ENSMUSG00000020085	ENSGT00390000004582
ENSMUSG00000057228	ENSGT00390000004594
ENSMUSG00000079036	ENSGT00390000004599
ENSMUSG00000029176	ENSGT00390000004612
ENSMUSG00000028331	ENSGT00390000004643
ENSMUSG00000025289	ENSGT00390000004653
ENSMUSG00000022570	ENSGT00390000004681
ENSMUSG00000014907	ENSGT00390000004697
ENSMUSG00000029617	ENSGT00390000004713
ENSMUSG00000032059	ENSGT00390000004731
ENSMUSG00000031756	ENSGT00390000004738
ENSMUSG00000038160	ENSGT00390000004766
ENSMUSG00000033429	ENSGT00390000004772
ENSMUSG00000029500	ENSGT00390000004796
ENSMUSG00000045662	ENSGT00390000004798
ENSMUSG00000040034	ENSGT00390000004803
ENSMUSG00000048351	ENSGT00390000004835
ENSMUSG00000029103	ENSGT00390000004855
ENSMUSG00000056665	ENSGT00390000004859
ENSMUSG00000021431	ENSGT00390000004886
ENSMUSG00000036061	ENSGT00390000004897
ENSMUSG00000021176	ENSGT00390000004917
ENSMUSG00000037251	ENSGT00390000004945
ENSMUSG00000019297	ENSGT00390000004964
ENSMUSG00000038299	ENSGT00390000004976
ENSMUSG00000058290	ENSGT00390000004990
ENSMUSG00000025728	ENSGT00390000004994
ENSMUSG00000039737	ENSGT00390000005003
ENSMUSG00000048416	ENSGT00390000005023
ENSMUSG00000040913	ENSGT00390000005029
ENSMUSG00000052616	ENSGT00390000005075
ENSMUSG00000026887	ENSGT00390000005084
ENSMUSG00000024854	ENSGT00390000005096
ENSMUSG00000005609	ENSGT00390000005097
ENSMUSG00000069020	ENSGT00390000005101
ENSMUSG00000055184	ENSGT00390000005106
ENSMUSG00000061024	ENSGT00390000005213
ENSMUSG00000028016	ENSGT00390000005218
ENSMUSG00000006464	ENSGT00390000005232
ENSMUSG00000072772	ENSGT00390000005242
ENSMUSG00000029234	ENSGT00390000005261
ENSMUSG00000032078	ENSGT00390000005306
ENSMUSG00000039068	ENSGT00390000005307
ENSMUSG00000067847	ENSGT00390000005315
ENSMUSG00000005949	ENSGT00390000005338
ENSMUSG00000029111	ENSGT00390000005342
