Mouse_gene_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000050069	ENSGT00510000046909
ENSMUSG00000020633	ENSGT00510000046928
ENSMUSG00000035910	ENSGT00510000046928
ENSMUSG00000046668	ENSGT00510000046972
ENSMUSG00000027122	ENSGT00510000047210
ENSMUSG00000078235	ENSGT00510000047407
ENSMUSG00000027230	ENSGT00520000055538
ENSMUSG00000027938	ENSGT00520000055538
ENSMUSG00000030609	ENSGT00520000055542
ENSMUSG00000008734	ENSGT00520000055551
ENSMUSG00000041975	ENSGT00520000055554
ENSMUSG00000020691	ENSGT00520000055554
ENSMUSG00000036923	ENSGT00520000055589
ENSMUSG00000038143	ENSGT00520000055589
ENSMUSG00000019437	ENSGT00520000055611
ENSMUSG00000015882	ENSGT00520000055615
ENSMUSG00000033282	ENSGT00520000055620
ENSMUSG00000057132	ENSGT00520000055620
ENSMUSG00000045414	ENSGT00520000055625
ENSMUSG00000032184	ENSGT00520000055632
ENSMUSG00000027233	ENSGT00520000055649
ENSMUSG00000049653	ENSGT00520000055666
ENSMUSG00000031539	ENSGT00530000062779
ENSMUSG00000021824	ENSGT00530000062779
ENSMUSG00000002732	ENSGT00530000062784
ENSMUSG00000054702	ENSGT00530000062839
ENSMUSG00000034258	ENSGT00530000062892
ENSMUSG00000057337	ENSGT00530000062902
ENSMUSG00000032122	ENSGT00530000062949
ENSMUSG00000022831	ENSGT00530000062953
ENSMUSG00000012777	ENSGT00530000062956
ENSMUSG00000002103	ENSGT00530000062956
ENSMUSG00000028497	ENSGT00530000062962
ENSMUSG00000033629	ENSGT00530000062962
ENSMUSG00000028098	ENSGT00530000062967
ENSMUSG00000033287	ENSGT00530000062980
ENSMUSG00000038495	ENSGT00530000062989
ENSMUSG00000033510	ENSGT00530000062989
ENSMUSG00000020733	ENSGT00530000062999
ENSMUSG00000026280	ENSGT00530000063000
ENSMUSG00000079418	ENSGT00530000063000
ENSMUSG00000035923	ENSGT00530000063004
ENSMUSG00000000435	ENSGT00530000063004
ENSMUSG00000009471	ENSGT00530000063004
ENSMUSG00000053617	ENSGT00530000063010
ENSMUSG00000015950	ENSGT00530000063010
ENSMUSG00000019320	ENSGT00530000063010
ENSMUSG00000029674	ENSGT00530000063025
ENSMUSG00000027173	ENSGT00530000063030
ENSMUSG00000061046	ENSGT00530000063033
ENSMUSG00000037876	ENSGT00530000063039
ENSMUSG00000027660	ENSGT00530000063040
ENSMUSG00000060002	ENSGT00530000063048
ENSMUSG00000040774	ENSGT00530000063048
ENSMUSG00000053411	ENSGT00530000063056
ENSMUSG00000018774	ENSGT00530000063068
ENSMUSG00000041247	ENSGT00530000063068
ENSMUSG00000030685	ENSGT00530000063071
ENSMUSG00000017615	ENSGT00530000063071
ENSMUSG00000001098	ENSGT00530000063071
ENSMUSG00000029650	ENSGT00530000063076
ENSMUSG00000005698	ENSGT00530000063079
ENSMUSG00000025270	ENSGT00530000063111
ENSMUSG00000022261	ENSGT00530000063116
ENSMUSG00000034413	ENSGT00530000063117
ENSMUSG00000047180	ENSGT00530000063117
ENSMUSG00000031600	ENSGT00530000063123
ENSMUSG00000034487	ENSGT00530000063132
ENSMUSG00000018167	ENSGT00530000063139
ENSMUSG00000018442	ENSGT00530000063156
ENSMUSG00000009092	ENSGT00530000063156
ENSMUSG00000037415	ENSGT00530000063160
ENSMUSG00000070730	ENSGT00530000063162
ENSMUSG00000064068	ENSGT00530000063166
ENSMUSG00000021704	ENSGT00530000063166
ENSMUSG00000020964	ENSGT00530000063170
ENSMUSG00000029410	ENSGT00530000063173
ENSMUSG00000062168	ENSGT00530000063173
ENSMUSG00000030584	ENSGT00530000063194
ENSMUSG00000037318	ENSGT00530000063197
ENSMUSG00000009035	ENSGT00530000063204
ENSMUSG00000040035	ENSGT00530000063208
ENSMUSG00000020392	ENSGT00530000063234
ENSMUSG00000045493	ENSGT00530000063239
ENSMUSG00000046160	ENSGT00530000063239
ENSMUSG00000053461	ENSGT00530000063250
ENSMUSG00000064325	ENSGT00530000063250
ENSMUSG00000030847	ENSGT00530000063256
ENSMUSG00000037316	ENSGT00530000063256
ENSMUSG00000019235	ENSGT00530000063268
ENSMUSG00000028567	ENSGT00530000063273
ENSMUSG00000034829	ENSGT00530000063279
ENSMUSG00000029348	ENSGT00530000063281
ENSMUSG00000046378	ENSGT00530000063281
ENSMUSG00000024378	ENSGT00530000063294
ENSMUSG00000046027	ENSGT00530000063294
ENSMUSG00000005057	ENSGT00530000063355
ENSMUSG00000049148	ENSGT00530000063361
ENSMUSG00000087141	ENSGT00530000063361
ENSMUSG00000020432	ENSGT00530000063370
ENSMUSG00000025380	ENSGT00530000063373
ENSMUSG00000048232	ENSGT00530000063425
ENSMUSG00000056370	ENSGT00530000063434
ENSMUSG00000022636	ENSGT00530000063457
ENSMUSG00000028256	ENSGT00530000063497
ENSMUSG00000036990	ENSGT00530000063508
ENSMUSG00000062444	ENSGT00530000063546
ENSMUSG00000024246	ENSGT00530000063557
ENSMUSG00000034858	ENSGT00530000063568
ENSMUSG00000036002	ENSGT00530000063568
ENSMUSG00000034579	ENSGT00530000063569
ENSMUSG00000044122	ENSGT00530000063569
ENSMUSG00000031813	ENSGT00530000063575
ENSMUSG00000032434	ENSGT00530000063578
ENSMUSG00000039473	ENSGT00530000063595
ENSMUSG00000046179	ENSGT00530000063616
ENSMUSG00000036098	ENSGT00530000063626
ENSMUSG00000034057	ENSGT00530000063626
ENSMUSG00000037375	ENSGT00530000063629
ENSMUSG00000053286	ENSGT00530000063646
ENSMUSG00000038618	ENSGT00530000063648
ENSMUSG00000015879	ENSGT00530000063669
ENSMUSG00000034871	ENSGT00530000063681
ENSMUSG00000034334	ENSGT00530000063681
ENSMUSG00000031393	ENSGT00530000063687
ENSMUSG00000029152	ENSGT00530000063690
ENSMUSG00000029153	ENSGT00530000063690
ENSMUSG00000048486	ENSGT00530000063693
ENSMUSG00000022215	ENSGT00530000063693
ENSMUSG00000019813	ENSGT00530000063695
ENSMUSG00000031922	ENSGT00530000063695
ENSMUSG00000039200	ENSGT00530000063707
ENSMUSG00000025255	ENSGT00530000063717
ENSMUSG00000034341	ENSGT00530000063718
ENSMUSG00000022455	ENSGT00530000063718
ENSMUSG00000039599	ENSGT00530000063727
ENSMUSG00000070044	ENSGT00530000063727
ENSMUSG00000026924	ENSGT00530000063746
ENSMUSG00000050373	ENSGT00530000063759
ENSMUSG00000031662	ENSGT00530000063759
ENSMUSG00000015461	ENSGT00530000063762
ENSMUSG00000026663	ENSGT00530000063762
ENSMUSG00000062627	ENSGT00530000063766
ENSMUSG00000012296	ENSGT00530000063778
ENSMUSG00000025925	ENSGT00530000063796
ENSMUSG00000032534	ENSGT00530000063797
ENSMUSG00000038539	ENSGT00530000063801
ENSMUSG00000042406	ENSGT00530000063801
ENSMUSG00000035840	ENSGT00530000063803
ENSMUSG00000043831	ENSGT00530000063803
ENSMUSG00000029073	ENSGT00530000063818
ENSMUSG00000046811	ENSGT00530000063818
ENSMUSG00000064202	ENSGT00530000063821
ENSMUSG00000038375	ENSGT00530000063829
ENSMUSG00000028211	ENSGT00530000063829
ENSMUSG00000026480	ENSGT00530000063843
ENSMUSG00000036805	ENSGT00530000063843
ENSMUSG00000027750	ENSGT00530000063860
ENSMUSG00000035493	ENSGT00530000063860
ENSMUSG00000021572	ENSGT00530000063884
ENSMUSG00000021234	ENSGT00530000063901
ENSMUSG00000039055	ENSGT00530000063937
ENSMUSG00000073436	ENSGT00530000063937
ENSMUSG00000034910	ENSGT00530000063948
ENSMUSG00000047824	ENSGT00530000063948
ENSMUSG00000060771	ENSGT00530000063949
ENSMUSG00000016624	ENSGT00530000063984
ENSMUSG00000075510	ENSGT00530000063991
ENSMUSG00000038481	ENSGT00530000064012
ENSMUSG00000047407	ENSGT00550000074260
ENSMUSG00000053137	ENSGT00550000074271
ENSMUSG00000020366	ENSGT00550000074271
ENSMUSG00000024558	ENSGT00550000074298
ENSMUSG00000063065	ENSGT00550000074298
ENSMUSG00000015340	ENSGT00550000074350
ENSMUSG00000031257	ENSGT00550000074350
ENSMUSG00000051166	ENSGT00550000074369
ENSMUSG00000058070	ENSGT00550000074369
ENSMUSG00000038520	ENSGT00550000074386
ENSMUSG00000028803	ENSGT00550000074395
ENSMUSG00000042599	ENSGT00550000074396
ENSMUSG00000032530	ENSGT00550000074398
ENSMUSG00000025612	ENSGT00550000074399
ENSMUSG00000015839	ENSGT00550000074399
ENSMUSG00000058794	ENSGT00550000074399
ENSMUSG00000030510	ENSGT00550000074401
ENSMUSG00000015714	ENSGT00550000074401
ENSMUSG00000008206	ENSGT00550000074401
ENSMUSG00000027035	ENSGT00550000074401
ENSMUSG00000027490	ENSGT00550000074403
ENSMUSG00000040812	ENSGT00550000074405
ENSMUSG00000041164	ENSGT00550000074410
ENSMUSG00000027719	ENSGT00550000074412
ENSMUSG00000024266	ENSGT00550000074412
ENSMUSG00000059316	ENSGT00550000074420
ENSMUSG00000031808	ENSGT00550000074420
ENSMUSG00000041608	ENSGT00550000074435
ENSMUSG00000057604	ENSGT00550000074438
ENSMUSG00000071341	ENSGT00550000074455
ENSMUSG00000028709	ENSGT00550000074456
ENSMUSG00000026185	ENSGT00550000074457
ENSMUSG00000030638	ENSGT00550000074464
ENSMUSG00000029679	ENSGT00550000074476
ENSMUSG00000022181	ENSGT00550000074478
ENSMUSG00000029700	ENSGT00550000074480
ENSMUSG00000018459	ENSGT00550000074480
ENSMUSG00000042351	ENSGT00550000074482
ENSMUSG00000024339	ENSGT00550000074497
ENSMUSG00000029408	ENSGT00550000074497
ENSMUSG00000031540	ENSGT00550000074503
ENSMUSG00000025103	ENSGT00550000074511
ENSMUSG00000028412	ENSGT00550000074521
ENSMUSG00000023232	ENSGT00550000074522
ENSMUSG00000017707	ENSGT00550000074522
ENSMUSG00000046110	ENSGT00550000074522
ENSMUSG00000059409	ENSGT00550000074525
ENSMUSG00000038506	ENSGT00550000074529
ENSMUSG00000026576	ENSGT00550000074530
ENSMUSG00000005873	ENSGT00550000074535
ENSMUSG00000030330	ENSGT00550000074538
ENSMUSG00000026283	ENSGT00550000074538
ENSMUSG00000054027	ENSGT00550000074539
ENSMUSG00000000915	ENSGT00550000074542
ENSMUSG00000036915	ENSGT00550000074545
ENSMUSG00000018143	ENSGT00550000074549
ENSMUSG00000042622	ENSGT00550000074549
ENSMUSG00000024736	ENSGT00550000074550
ENSMUSG00000020701	ENSGT00550000074550
ENSMUSG00000017969	ENSGT00550000074551
ENSMUSG00000039519	ENSGT00550000074551
ENSMUSG00000049532	ENSGT00550000074555
ENSMUSG00000034308	ENSGT00550000074557
ENSMUSG00000020070	ENSGT00550000074558
ENSMUSG00000020375	ENSGT00550000074558
ENSMUSG00000003847	ENSGT00550000074562
ENSMUSG00000022664	ENSGT00550000074563
ENSMUSG00000071113	ENSGT00550000074565
ENSMUSG00000051344	ENSGT00550000074570
ENSMUSG00000080115	ENSGT00550000074572
ENSMUSG00000006931	ENSGT00550000074573
ENSMUSG00000039219	ENSGT00550000074575
ENSMUSG00000048118	ENSGT00550000074575
ENSMUSG00000042596	ENSGT00550000074577
ENSMUSG00000026110	ENSGT00550000074578
ENSMUSG00000020823	ENSGT00550000074580
ENSMUSG00000027488	ENSGT00550000074581
ENSMUSG00000041308	ENSGT00550000074581
ENSMUSG00000060429	ENSGT00550000074581
ENSMUSG00000019906	ENSGT00550000074582
ENSMUSG00000027162	ENSGT00550000074582
ENSMUSG00000015869	ENSGT00550000074583
ENSMUSG00000052727	ENSGT00550000074593
ENSMUSG00000019261	ENSGT00550000074593
ENSMUSG00000027254	ENSGT00550000074593
ENSMUSG00000042133	ENSGT00550000074595
ENSMUSG00000001036	ENSGT00550000074611
ENSMUSG00000010080	ENSGT00550000074611
ENSMUSG00000039092	ENSGT00550000074678
ENSMUSG00000022360	ENSGT00550000074694
ENSMUSG00000052812	ENSGT00550000074694
ENSMUSG00000040414	ENSGT00550000074721
ENSMUSG00000042354	ENSGT00550000074731
ENSMUSG00000066232	ENSGT00550000074736
ENSMUSG00000003762	ENSGT00550000074739
ENSMUSG00000036743	ENSGT00550000074753
ENSMUSG00000063801	ENSGT00550000074761
ENSMUSG00000029597	ENSGT00550000074775
ENSMUSG00000016200	ENSGT00560000077240
ENSMUSG00000026159	ENSGT00560000077249
ENSMUSG00000029722	ENSGT00560000077249
ENSMUSG00000041609	ENSGT00560000077255
ENSMUSG00000032258	ENSGT00560000077266
ENSMUSG00000053886	ENSGT00570000079047
ENSMUSG00000037833	ENSGT00570000079047
ENSMUSG00000038593	ENSGT00570000079101
ENSMUSG00000025008	ENSGT00570000079101
ENSMUSG00000061816	ENSGT00590000082921
ENSMUSG00000020388	ENSGT00590000082980
ENSMUSG00000031028	ENSGT00610000085970
ENSMUSG00000001521	ENSGT00610000085970
ENSMUSG00000040563	ENSGT00620000087654
ENSMUSG00000029361	ENSGT00620000087711
ENSMUSG00000031112	ENSGT00640000091192
ENSMUSG00000026277	ENSGT00640000091192
ENSMUSG00000018209	ENSGT00640000091192
ENSMUSG00000022329	ENSGT00640000091192
ENSMUSG00000056155	ENSGT00640000091383
ENSMUSG00000051965	ENSGT00640000091383
ENSMUSG00000071847	ENSGT00640000091492
ENSMUSG00000038250	ENSGT00650000093027
ENSMUSG00000054814	ENSGT00650000093027
ENSMUSG00000039648	ENSGT00650000093238
ENSMUSG00000021363	ENSGT00650000093283
ENSMUSG00000009828	ENSGT00650000093283
ENSMUSG00000022992	ENSGT00650000093346
ENSMUSG00000071176	ENSGT00670000097546
ENSMUSG00000063406	ENSGT00670000097656
ENSMUSG00000020124	ENSGT00670000097750
ENSMUSG00000032612	ENSGT00670000097750
ENSMUSG00000014547	ENSGT00670000098022
ENSMUSG00000062127	ENSGT00680000099614
ENSMUSG00000001089	ENSGT00680000099614
ENSMUSG00000038255	ENSGT00680000099860
ENSMUSG00000023272	ENSGT00680000100014
ENSMUSG00000030284	ENSGT00680000100014
ENSMUSG00000032281	ENSGT00690000101725
ENSMUSG00000061878	ENSGT00690000101761
ENSMUSG00000022996	ENSGT00690000101857
ENSMUSG00000040289	ENSGT00700000104130
ENSMUSG00000026135	ENSGT00700000104378
ENSMUSG00000043059	ENSGT00700000104378
ENSMUSG00000030872	ENSGT00700000104396
ENSMUSG00000020740	ENSGT00700000104396
ENSMUSG00000034224	ENSGT00710000106751
ENSMUSG00000036534	ENSGT00710000106751
ENSMUSG00000052384	ENSGT00710000106753
ENSMUSG00000048911	ENSGT00710000106755
ENSMUSG00000020695	ENSGT00720000108514
ENSMUSG00000032253	ENSGT00720000108687
ENSMUSG00000045671	ENSGT00730000110272
ENSMUSG00000040631	ENSGT00730000110348
ENSMUSG00000028073	ENSGT00730000110380
ENSMUSG00000069170	ENSGT00730000110414
ENSMUSG00000035696	ENSGT00730000110459
ENSMUSG00000034928	ENSGT00730000110459
ENSMUSG00000033781	ENSGT00730000110500
ENSMUSG00000031204	ENSGT00730000110500
ENSMUSG00000025318	ENSGT00730000110639
ENSMUSG00000017817	ENSGT00730000110639
ENSMUSG00000038235	ENSGT00730000110678
ENSMUSG00000031990	ENSGT00730000110678
ENSMUSG00000025241	ENSGT00730000110715
ENSMUSG00000022269	ENSGT00730000110738
ENSMUSG00000030732	ENSGT00730000110792
ENSMUSG00000026644	ENSGT00730000110878
ENSMUSG00000056938	ENSGT00730000110900
ENSMUSG00000026781	ENSGT00730000110900
ENSMUSG00000025429	ENSGT00730000110901
ENSMUSG00000032322	ENSGT00730000110901
ENSMUSG00000034820	ENSGT00730000110905
ENSMUSG00000055531	ENSGT00730000110905
ENSMUSG00000025730	ENSGT00730000110917
ENSMUSG00000057948	ENSGT00730000110939
ENSMUSG00000057778	ENSGT00730000110948
ENSMUSG00000049940	ENSGT00730000110959
ENSMUSG00000006373	ENSGT00730000110959
ENSMUSG00000020393	ENSGT00730000110973
ENSMUSG00000060548	ENSGT00730000110978
ENSMUSG00000040505	ENSGT00740000114855
ENSMUSG00000037315	ENSGT00740000114866
ENSMUSG00000029335	ENSGT00740000114888
ENSMUSG00000046442	ENSGT00740000114971
ENSMUSG00000026181	ENSGT00740000114971
ENSMUSG00000001444	ENSGT00740000115029
ENSMUSG00000019838	ENSGT00740000115479
ENSMUSG00000033965	ENSGT00740000115479
ENSMUSG00000042677	ENSGT00750000117218
ENSMUSG00000030513	ENSGT00750000117358
ENSMUSG00000050919	ENSGT00750000117653
ENSMUSG00000048897	ENSGT00750000117653
ENSMUSG00000067860	ENSGT00760000118771
ENSMUSG00000030897	ENSGT00760000118772
ENSMUSG00000034402	ENSGT00760000118772
ENSMUSG00000046070	ENSGT00760000118777
ENSMUSG00000030029	ENSGT00760000118777
ENSMUSG00000020081	ENSGT00760000118781
ENSMUSG00000001507	ENSGT00760000118782
ENSMUSG00000027009	ENSGT00760000118782
ENSMUSG00000039116	ENSGT00760000118787
ENSMUSG00000031298	ENSGT00760000118787
ENSMUSG00000015709	ENSGT00760000118788
ENSMUSG00000022705	ENSGT00760000118795
ENSMUSG00000024789	ENSGT00760000118799
ENSMUSG00000022791	ENSGT00760000118799
ENSMUSG00000003476	ENSGT00760000118800
ENSMUSG00000018634	ENSGT00760000118800
ENSMUSG00000049928	ENSGT00760000118800
ENSMUSG00000025946	ENSGT00760000118800
ENSMUSG00000044288	ENSGT00760000118804
ENSMUSG00000062585	ENSGT00760000118804
ENSMUSG00000023473	ENSGT00760000118805
ENSMUSG00000055632	ENSGT00760000118806
ENSMUSG00000066842	ENSGT00760000118806
ENSMUSG00000042724	ENSGT00760000118807
ENSMUSG00000031853	ENSGT00760000118807
ENSMUSG00000002413	ENSGT00760000118807
ENSMUSG00000023050	ENSGT00760000118807
ENSMUSG00000033544	ENSGT00760000118809
ENSMUSG00000004105	ENSGT00760000118809
ENSMUSG00000053519	ENSGT00760000118820
ENSMUSG00000029088	ENSGT00760000118820
ENSMUSG00000028906	ENSGT00760000118823
ENSMUSG00000019978	ENSGT00760000118823
ENSMUSG00000026383	ENSGT00760000118823
ENSMUSG00000028434	ENSGT00760000118823
ENSMUSG00000034066	ENSGT00760000118823
ENSMUSG00000022750	ENSGT00760000118825
ENSMUSG00000043929	ENSGT00760000118825
ENSMUSG00000026407	ENSGT00760000118827
ENSMUSG00000024112	ENSGT00760000118827
ENSMUSG00000022416	ENSGT00760000118827
ENSMUSG00000020866	ENSGT00760000118827
ENSMUSG00000096914	ENSGT00760000118828
ENSMUSG00000020520	ENSGT00760000118828
ENSMUSG00000079592	ENSGT00760000118830
ENSMUSG00000036887	ENSGT00760000118830
ENSMUSG00000036295	ENSGT00760000118831
ENSMUSG00000026443	ENSGT00760000118831
ENSMUSG00000035653	ENSGT00760000118831
ENSMUSG00000045083	ENSGT00760000118831
ENSMUSG00000051067	ENSGT00760000118831
ENSMUSG00000018401	ENSGT00760000118832
ENSMUSG00000034354	ENSGT00760000118832
ENSMUSG00000035078	ENSGT00760000118832
ENSMUSG00000001823	ENSGT00760000118834
ENSMUSG00000050328	ENSGT00760000118834
ENSMUSG00000031202	ENSGT00760000118841
ENSMUSG00000030055	ENSGT00760000118841
ENSMUSG00000029923	ENSGT00760000118841
ENSMUSG00000051497	ENSGT00760000118842
ENSMUSG00000009731	ENSGT00760000118846
ENSMUSG00000040896	ENSGT00760000118846
ENSMUSG00000020272	ENSGT00760000118848
ENSMUSG00000061288	ENSGT00760000118848
ENSMUSG00000032562	ENSGT00760000118851
ENSMUSG00000026564	ENSGT00760000118853
ENSMUSG00000003518	ENSGT00760000118853
ENSMUSG00000069255	ENSGT00760000118853
ENSMUSG00000021609	ENSGT00760000118857
ENSMUSG00000055368	ENSGT00760000118857
ENSMUSG00000049265	ENSGT00760000118858
ENSMUSG00000042826	ENSGT00760000118859
ENSMUSG00000031548	ENSGT00760000118864
ENSMUSG00000018822	ENSGT00760000118864
ENSMUSG00000079550	ENSGT00760000118866
ENSMUSG00000066191	ENSGT00760000118867
ENSMUSG00000023903	ENSGT00760000118870
ENSMUSG00000000901	ENSGT00760000118870
ENSMUSG00000030351	ENSGT00760000118875
ENSMUSG00000039691	ENSGT00760000118875
ENSMUSG00000067336	ENSGT00760000118876
ENSMUSG00000023047	ENSGT00760000118876
ENSMUSG00000061393	ENSGT00760000118876
ENSMUSG00000052155	ENSGT00760000118876
ENSMUSG00000000530	ENSGT00760000118876
ENSMUSG00000027470	ENSGT00760000118877
ENSMUSG00000044951	ENSGT00760000118877
ENSMUSG00000036913	ENSGT00760000118878
ENSMUSG00000051650	ENSGT00760000118879
ENSMUSG00000046169	ENSGT00760000118880
ENSMUSG00000024299	ENSGT00760000118880
ENSMUSG00000049538	ENSGT00760000118880
ENSMUSG00000053399	ENSGT00760000118880
ENSMUSG00000036545	ENSGT00760000118880
ENSMUSG00000043635	ENSGT00760000118880
ENSMUSG00000059901	ENSGT00760000118880
ENSMUSG00000032179	ENSGT00760000118883
ENSMUSG00000056755	ENSGT00760000118884
ENSMUSG00000028041	ENSGT00760000118888
ENSMUSG00000054555	ENSGT00760000118888
ENSMUSG00000024386	ENSGT00760000118890
ENSMUSG00000037477	ENSGT00760000118897
ENSMUSG00000027868	ENSGT00760000118897
ENSMUSG00000031241	ENSGT00760000118897
ENSMUSG00000026572	ENSGT00760000118897
ENSMUSG00000019874	ENSGT00760000118898
ENSMUSG00000059248	ENSGT00760000118899
ENSMUSG00000022542	ENSGT00760000118899
ENSMUSG00000022456	ENSGT00760000118899
ENSMUSG00000053141	ENSGT00760000118900
ENSMUSG00000027303	ENSGT00760000118900
ENSMUSG00000041836	ENSGT00760000118900
ENSMUSG00000013236	ENSGT00760000118900
ENSMUSG00000033295	ENSGT00760000118900
ENSMUSG00000005649	ENSGT00760000118901
ENSMUSG00000024842	ENSGT00760000118901
ENSMUSG00000027368	ENSGT00760000118902
ENSMUSG00000037926	ENSGT00760000118902
ENSMUSG00000023484	ENSGT00760000118905
ENSMUSG00000017724	ENSGT00760000118907
ENSMUSG00000008398	ENSGT00760000118907
ENSMUSG00000028273	ENSGT00760000118910
ENSMUSG00000021798	ENSGT00760000118910
ENSMUSG00000024696	ENSGT00760000118910
ENSMUSG00000030782	ENSGT00760000118910
ENSMUSG00000028914	ENSGT00760000118912
ENSMUSG00000041261	ENSGT00760000118915
ENSMUSG00000074652	ENSGT00760000118919
ENSMUSG00000032017	ENSGT00760000118920
ENSMUSG00000029595	ENSGT00760000118921
ENSMUSG00000006215	ENSGT00760000118922
ENSMUSG00000009621	ENSGT00760000118925
ENSMUSG00000021990	ENSGT00760000118925
ENSMUSG00000045775	ENSGT00760000118926
ENSMUSG00000032086	ENSGT00760000118929
ENSMUSG00000040605	ENSGT00760000118929
ENSMUSG00000027950	ENSGT00760000118930
ENSMUSG00000026251	ENSGT00760000118930
ENSMUSG00000041189	ENSGT00760000118930
ENSMUSG00000032303	ENSGT00760000118930
ENSMUSG00000031491	ENSGT00760000118930
ENSMUSG00000045515	ENSGT00760000118935
ENSMUSG00000040061	ENSGT00760000118936
ENSMUSG00000024960	ENSGT00760000118936
ENSMUSG00000026173	ENSGT00760000118936
ENSMUSG00000030230	ENSGT00760000118936
ENSMUSG00000003037	ENSGT00760000118937
ENSMUSG00000001493	ENSGT00760000118940
ENSMUSG00000027840	ENSGT00760000118943
ENSMUSG00000010797	ENSGT00760000118943
ENSMUSG00000016179	ENSGT00760000118944
ENSMUSG00000048310	ENSGT00760000118944
ENSMUSG00000014498	ENSGT00760000118950
ENSMUSG00000052331	ENSGT00760000118950
ENSMUSG00000031543	ENSGT00760000118950
ENSMUSG00000069601	ENSGT00760000118950
ENSMUSG00000032826	ENSGT00760000118950
ENSMUSG00000042638	ENSGT00760000118959
ENSMUSG00000022857	ENSGT00760000118962
ENSMUSG00000041058	ENSGT00760000118966
ENSMUSG00000027598	ENSGT00760000118966
ENSMUSG00000031930	ENSGT00760000118966
ENSMUSG00000021806	ENSGT00760000118968
ENSMUSG00000028600	ENSGT00760000118969
ENSMUSG00000027849	ENSGT00760000118973
ENSMUSG00000063260	ENSGT00760000118973
ENSMUSG00000004961	ENSGT00760000118973
ENSMUSG00000031098	ENSGT00760000118973
ENSMUSG00000051980	ENSGT00760000118974
ENSMUSG00000029710	ENSGT00760000118975
ENSMUSG00000039960	ENSGT00760000118978
ENSMUSG00000046768	ENSGT00760000118978
ENSMUSG00000051726	ENSGT00760000118981
ENSMUSG00000040747	ENSGT00760000118983
ENSMUSG00000037706	ENSGT00760000118983
ENSMUSG00000030342	ENSGT00760000118983
ENSMUSG00000060284	ENSGT00760000118984
ENSMUSG00000038560	ENSGT00760000118984
ENSMUSG00000025323	ENSGT00760000118984
ENSMUSG00000028552	ENSGT00760000118985
ENSMUSG00000022957	ENSGT00760000118985
ENSMUSG00000026393	ENSGT00760000118997
ENSMUSG00000054191	ENSGT00760000118998
ENSMUSG00000029455	ENSGT00760000118999
ENSMUSG00000020256	ENSGT00760000118999
ENSMUSG00000038463	ENSGT00760000119005
ENSMUSG00000032312	ENSGT00760000119011
ENSMUSG00000004933	ENSGT00760000119011
ENSMUSG00000036225	ENSGT00760000119013
ENSMUSG00000051401	ENSGT00760000119013
ENSMUSG00000037653	ENSGT00760000119013
ENSMUSG00000032548	ENSGT00760000119014
ENSMUSG00000030737	ENSGT00760000119014
ENSMUSG00000052062	ENSGT00760000119017
ENSMUSG00000015354	ENSGT00760000119018
ENSMUSG00000029718	ENSGT00760000119018
ENSMUSG00000006576	ENSGT00760000119021
ENSMUSG00000028962	ENSGT00760000119021
ENSMUSG00000006574	ENSGT00760000119021
ENSMUSG00000021733	ENSGT00760000119021
ENSMUSG00000061186	ENSGT00760000119024
ENSMUSG00000041565	ENSGT00760000119024
ENSMUSG00000061436	ENSGT00760000119032
ENSMUSG00000018001	ENSGT00760000119036
ENSMUSG00000003269	ENSGT00760000119036
ENSMUSG00000030495	ENSGT00760000119037
ENSMUSG00000002100	ENSGT00760000119038
ENSMUSG00000032735	ENSGT00760000119039
ENSMUSG00000023348	ENSGT00760000119039
ENSMUSG00000002205	ENSGT00760000119040
ENSMUSG00000021115	ENSGT00760000119040
ENSMUSG00000021612	ENSGT00760000119044
ENSMUSG00000038665	ENSGT00760000119050
ENSMUSG00000040479	ENSGT00760000119050
ENSMUSG00000017765	ENSGT00760000119053
ENSMUSG00000049741	ENSGT00760000119055
ENSMUSG00000034177	ENSGT00760000119057
ENSMUSG00000041961	ENSGT00760000119057
ENSMUSG00000020376	ENSGT00760000119057
ENSMUSG00000024575	ENSGT00760000119066
ENSMUSG00000024992	ENSGT00760000119066
ENSMUSG00000032207	ENSGT00760000119069
ENSMUSG00000025494	ENSGT00760000119071
ENSMUSG00000032383	ENSGT00760000119072
ENSMUSG00000024538	ENSGT00760000119072
ENSMUSG00000031196	ENSGT00760000119073
ENSMUSG00000026579	ENSGT00760000119073
ENSMUSG00000035107	ENSGT00760000119073
ENSMUSG00000037341	ENSGT00760000119074
ENSMUSG00000060681	ENSGT00760000119074
ENSMUSG00000036123	ENSGT00760000119074
ENSMUSG00000028854	ENSGT00760000119074
ENSMUSG00000028894	ENSGT00760000119075
ENSMUSG00000001173	ENSGT00760000119075
ENSMUSG00000006127	ENSGT00760000119075
ENSMUSG00000034570	ENSGT00760000119075
ENSMUSG00000020978	ENSGT00760000119086
ENSMUSG00000051890	ENSGT00760000119086
ENSMUSG00000053368	ENSGT00760000119088
ENSMUSG00000035569	ENSGT00760000119090
ENSMUSG00000004952	ENSGT00760000119092
ENSMUSG00000032413	ENSGT00760000119092
ENSMUSG00000038770	ENSGT00760000119094
ENSMUSG00000022905	ENSGT00760000119094
ENSMUSG00000031749	ENSGT00760000119095
ENSMUSG00000028717	ENSGT00760000119097
ENSMUSG00000028417	ENSGT00760000119097
